gene	X921.D28A	X921.D28B	X921.D28C	X921.D42A	X921.D42B	X921.D42C
ESRP2	-0.29757200827801	-0.337640505339949	-0.332753990506818	-0.29656548195852	-0.265446562253724	-0.372789349823568
EXOC6	-0.0562642206908051	-0.0808447347206198	-0.138022362754847	-0.16205629617165	-0.172304996457883	-0.0945676303504807
EXOC6B	-0.221432672441879	-0.231320726439194	-0.0676752391297087	-0.425086047260699	-0.386981532716388	-0.188210126609614
EZH1	-0.274802281700008	-0.415670522881942	-0.369888846853242	-0.529446749004714	-0.83594366128825	-0.384538855222439
EZH2	-0.119299155012671	0.0633194160615163	-0.111130979290712	-0.178174194435487	0.0144762789129312	-0.172456483544506
FAM126A	-0.0516640394529808	-0.116661790647468	-0.246321323230493	-0.0590182744399015	-0.303179238032067	-0.312671124472663
FAM126B	-0.152851863685609	-0.0626771547397515	-0.13664477599604	-0.142214647446758	-0.177432098015702	-0.260575972903527
FAM50A	-0.397891078864514	-0.399649666777025	-0.542180755608363	-0.518693033157759	-0.542554304643732	-0.775397473426
FAM50B	-0.0884828244492172	-0.116976769806057	-0.1407930134352	-0.0220366616502916	-0.124947231765153	-0.134039298017034
FAM71A	-0.283306305343099	-0.198670885525891	-0.539417408982084	-0.39306843919427	-0.299073371826707	-0.641563906507469
FAM71B	-0.179864754389836	-0.235941938660737	-0.203613301545184	-0.324869948949128	-0.454473084547589	-0.316300436196263
FANCF	-0.48798165646324	-0.449216860073306	-0.514221466898261	-0.877436174654364	-0.671812622490585	-0.716853762414125
FANCM	-0.449760818971189	-0.526366274436403	-0.578663120276728	-0.797366630619165	-0.798657581227237	-0.775332993279523
FARS2	-0.226822481947403	-0.268984176766089	-0.326618640046259	-0.709857088583057	-0.35265501447694	-0.5727540661724
FBLN1	-0.261692210970172	-0.0550708265675171	-0.232885654542538	-0.166456691182022	0.0118321964562227	-0.253326146828166
FCRL3	-0.194429814541647	-0.0568604732914904	-0.133958083933268	-0.178690696872785	0.0467683554885028	-0.209741654330738
FDPS	-0.808843326176434	-0.815966887475249	-0.843099289850626	-0.929071536803734	-0.703292939577563	-1.03932664065451
FEZ1	0.0127084721167007	-0.00523813300064111	0.00697318528273631	0.0226305074342424	-0.247408711597656	0.0260633294272139
FEZ2	-0.291602591204695	-0.162827936318275	-0.18143648482727	-0.42434139280899	-0.116158928172633	-0.080565951416466
FKBP10	-0.166244052051737	-0.189477633919507	-0.148214846020268	-0.239192341612566	-0.319265846045584	-0.0826678506674267
FKBP4	-0.549731170268009	-0.358780308279725	-0.516405325950965	-0.667385038677806	-0.300253317441288	-0.459364145121121
FKBP5	-0.0885641237261303	-0.137513171784225	-0.126612867723507	-0.128111936215488	-0.276100259506855	0.0226690457040806
FKBP9	-0.195002806142888	-0.22709154708957	-0.235157210000215	-0.168821633685045	-0.399382898981512	-0.310720141602963
FLNB	-0.099229235624628	-0.248294297674685	-0.183663769345152	0.127178482662208	-0.210235610835484	-0.1495770708566
FLNC	-0.324185521779408	-0.435266024623664	-0.462488214138392	-0.434456718526299	-0.491515012078225	-0.608508655627322
FLOT1	-0.252295960404556	-0.201139916520488	-0.26067431424606	-0.292080436350398	-0.188079997753235	-0.327031732435466
FLOT2	-0.207218917393466	-0.328931159382095	-0.221153128637729	-0.0670046821651878	-0.23829418625088	-0.256002421930923
FLT1	-0.304935765797946	-0.18238126298048	-0.259050987861106	-0.342610859917889	-0.158824032633052	-0.395563567981862
FMR1	-0.158216334344855	-0.22921445073199	-0.175157185436044	-0.173689014750057	-0.332955522422208	-0.160757680197372
FNIP1	-0.0799181969934101	-0.058256088376825	-0.036261428254551	-0.0692616454601863	-0.0254737254399385	0.0133971213384707
FNIP2	-0.293461103817567	-0.271996275610899	-0.386574543434412	-0.252836091340716	-0.435419021462259	-0.442300278715586
FOSL1	-0.442117331331898	-0.463487460270003	-0.451171570158133	-0.631580888799211	-0.538333249811722	-0.620510667395337
FOXA1	-0.211088536871178	-0.196931741539202	-0.169185620346218	-0.258255019300084	-0.138436637129629	-0.158296505067384
FOXB1	-0.421871867231605	-0.228028275595118	-0.361026826170836	-0.6228331078343	-0.274465746087242	-0.52356493820279
FOXE3	-0.381983280077142	-0.239407720619354	-0.182759138595502	-0.33577885622326	-0.205931341284759	0.0722020473144264
FOXK1	-0.488314160554585	-0.429021908340362	-0.335993300827402	-0.548988167616242	-0.45994525002123	-0.393740264454067
FOXK2	-0.364264186905243	-0.448842408878267	-0.59980187824232	-0.451780587499302	-0.490419963264485	-0.52715669041708
FRS2	-0.0190595932528961	-0.184373241782503	-0.17082379043242	0.030046020905093	-0.327875063012436	-0.23566345932664
FRS3	-0.724642501700794	-0.583758635270499	-0.615623408997767	-0.865102885183502	-0.680624149916673	-0.643244239417902
FRY	-0.123222887550568	-0.130318071994538	-0.0847092047960595	-0.107403126921388	-0.108848634722831	-0.0076693668994832
FRYL	-0.100498475083083	-0.104755291546687	-0.184396396044012	-0.0137573147518933	0.156226080037508	-0.152485848847921
FSD1	-0.303405096112713	-0.249350480689009	-0.282433198478288	-0.230320717199656	-0.187186501397137	-0.361531791255152
FSD1L	-0.206444819015568	-0.118815398917597	-0.0757419730826516	-0.116086389154133	-0.0324281146385549	-0.194737598352387
FUT5	-0.528786809933693	-0.437705708186234	-0.335247335684153	-0.378791490455922	-0.683650586278256	-0.311432311832539
FXR1	-0.179737203275751	-0.200687491759942	-0.186770781526653	-0.294496806631858	-0.251987491113543	-0.29876612189778
FXR2	-0.329713687288942	-0.369895341071778	-0.346652132864444	-0.535568172912194	-0.52191069616592	-0.27450676049136
FZD8	-0.398024050453783	-0.370990818337741	-0.363447241114086	-0.288815543139063	-0.459269094004873	-0.366560881171458
FZR1	-0.426249958398035	-0.467941236012458	-0.509119304101936	-0.352948329300729	-0.52647698262193	-0.493180374277018
G3BP1	-0.291897168136244	-0.306562899894385	-0.414954664178765	-0.472902731292265	-0.499278900234169	-0.668780312579935
G3BP2	-0.0937045226689838	-0.179041687463113	-0.0257810880361332	-0.0404455694699535	-0.138318317525371	0.0892450461934581
G6PC	-0.224186867645765	-0.385524650418631	-0.310430100134072	-0.301530321414259	-0.612347915211691	-0.465851947039623
GABPB1	-0.255916075383657	-0.26318291463641	-0.162997184455601	-0.357342524672189	-0.301070622814373	-0.203865735938768
GABPB2	-0.41266641658956	-0.342662526995037	-0.369333821536948	-0.51661000812109	-0.181493260715173	-0.549932325478876
GALNT2	-0.182920065091221	-0.146738286408295	-0.195043741329946	-0.135877743392098	-0.18275915985871	-0.188688999118276
GALNT5	-0.204498418176246	-0.195749878817877	-0.359409069407585	-0.201441064933457	-0.138770494586677	-0.324856277004664
GALR3	-0.377790852535613	-0.381006012486722	-0.235362561964961	-0.312071700515301	-0.485812832093931	-0.117340751328712
GAPDH	-0.580043740371547	-0.821114669198183	-0.573115282257787	-0.700340923446382	-0.940364205097134	-0.840704423162819
GATAD2A	-0.569335471772	-0.318647335317831	-0.285027781805421	-0.821052158617976	-0.379877868602502	-0.324830672901063
GBP3	-0.190614099506273	-0.162008333357933	-0.300674087498044	-0.192330775797457	-0.194685094734785	-0.408245459866753
GBX1	-0.136961929342295	-0.198276686106337	-0.12254131187381	-0.202702320608639	-0.132211076333872	-0.0837377888111572
GBX2	-0.263791696598097	-0.244858018249117	-0.211763081487297	-0.386386067283726	-0.499992613465318	-0.342272971429602
GCM2	-0.418142525609293	-0.402459423500432	-0.407379750020933	-0.638815259684845	-0.560370206173139	-0.915708860239362
GDF15	-0.183944829576122	-0.190113736790581	-0.0534339797294528	-0.208127900811109	-0.252115878145488	-0.150278777300349
GDI1	-0.103043570737466	-0.121395382883566	-0.215582574415885	-0.0483903111013708	-0.110581534163892	-0.28100075669138
GDI2	-0.402898916643082	-0.376559342583716	-0.309857266892661	-0.55833441105427	-0.528645676652552	-0.569443682735149
GFM1	-0.146107439692747	-0.108027864411603	-0.172265036072535	-0.441818698170733	-0.196575191262833	-0.224301071333754
GIT1	-0.151595939807376	-0.262863483006683	-0.213453191055459	-0.220853027497241	-0.338122910781943	-0.200405615688841
GIT2	-0.0602834708249455	-0.301344049895802	-0.38551460133773	0.149616642612013	-0.19859843330341	-0.249052115390315
GJA8	-0.385198455039608	-0.46650719901959	-0.437171732428986	-0.26944804060604	-0.66540318590442	-0.479279917468878
GLIS3	-0.0998782421627287	-0.110078402826524	-0.124066713009673	-0.0462335431586147	-0.293099279826599	-0.242181809440496
GLT6D1	-0.193523468335553	-0.248571522253123	-0.37193100676645	-0.352658758234982	-0.449416812872533	-0.606072174466709
GMPR	-0.420985541254737	-0.508530666413366	-0.239383685526214	-0.367947803963535	-0.425264547684295	-0.140388729260211
GMPR2	-0.356074386873834	-0.271468909295611	-0.405964553983773	-0.386679951346706	-0.317533014838322	-0.416271754179996
GNB3	-0.389479435077527	-0.317752855394295	-0.330414764873475	-0.380455087565219	-0.314910222911111	-0.474729947386082
GOLPH3	-0.47144812711287	-0.233544982732468	-0.333176576345278	-0.710420460615943	-0.310936849756544	-0.305920822930051
GOLPH3L	-0.244705163662988	-0.193461812883712	-0.227117208899149	-0.398966572021711	-0.163078818800342	-0.309251564835697
GOLT1A	-0.00641347808510319	-0.130358424892171	-0.111990746981067	-0.0341702147094328	-0.067436114800873	-0.235381696256519
GOLT1B	-0.101937686345254	-0.0555253245156551	-0.00129948895789602	-0.208325766419229	-0.0423270440239072	0.0323426320945174
GPR151	-0.145562699493395	-0.0373845205314219	-0.235278387257341	-0.202473842417861	-0.0407871066813528	-0.184045144395303
GPR183	-0.0901131357103185	-0.0437501379445176	-0.134383301270799	-0.167049470617433	0.0556961583174562	-0.110775854944249
GPR50	-0.0351882884329432	0.0317483056588005	-0.0128635918933418	0.268074454814691	0.134658064884674	0.128679004061382
GPSM1	-0.426983070641705	-0.406847188917596	-0.467855868792108	-0.410897535764239	-0.598983160100075	-0.622826130959124
GPSM2	-0.264469365977208	-0.137249007411762	-0.166056562434148	-0.45786361349435	-0.0759438713185874	-0.156663054024662
GRHL2	-0.147110650317354	-0.294274513292086	-0.332703874857346	-0.0775428790255646	-0.341617047611475	-0.414519268292299
GRHL3	-0.219863506209632	-0.314317828905438	-0.31690723087114	-0.151819255661849	-0.518043015844455	-0.304871718259868
GRIP1	-0.184775041654042	-0.319359420905074	-0.272468268449018	-0.0763165669679512	-0.379849633767799	-0.385820918717686
GRIP2	-0.22260118317847	-0.133708032622189	-0.337577993659225	-0.424976198343148	-0.0398694563267601	-0.351537373857617
GRM4	-0.281154683823087	-0.247058288909677	-0.470498745239369	-0.369345039294974	-0.265931994995014	-0.51947430695241
GSDMD	-0.430801359927032	-0.560194332873704	-0.608270155207065	-0.392508373221097	-0.763798111286978	-0.694568827093047
GSTP1	-0.576220745838854	-0.412911411499313	-0.533696531008347	-0.559532282430497	-0.518847655864854	-0.517604330401034
GSX1	-0.583262257661501	-0.529573378342417	-0.347599261811281	-0.773713356048611	-0.621183399895301	-0.267535511999908
GSX2	-0.135175004997042	-0.124085260790589	-0.148823877766253	-0.0297443024073716	-0.0687439430639489	0.0094243792445117
GTF3C1	-0.648236664185007	-0.807463178207422	-0.618716856764628	-0.906461123097199	-1.06331624610901	-0.863167849181987
GXYLT1	-0.246010288132497	-0.106567796961137	-0.265423627975932	-0.12930969509278	0.0405990993889885	-0.212356146001541
GXYLT2	-0.182847412224179	-0.0972023794307627	-0.142953662175781	-0.28216446542424	-0.00683138099281151	-0.0628664970477856
GYS1	-0.37288794439738	-0.319719129426432	-0.31588416497468	-0.511831179276062	-0.716866937952545	-0.428647198078642
GYS2	0.00919185518338709	-0.0912063843585687	-0.0170167095780098	-0.143030735491391	-0.230838294129973	0.00875933236108808
H1FOO	-0.238684406246011	-0.40188028619092	-0.337221922750005	-0.428414680944748	-0.45106360053808	-0.296735302084189
H2AFX	-0.489129764031341	-0.478742448689844	-0.6221802862404	-0.666110407153755	-0.914863373208727	-0.730373998409234
H2BFM	-0.279719043746376	-0.307199884965099	-0.23402887735921	-0.383722157116855	-0.408364695401603	-0.164468171643674
HACD1	-0.214159000902016	-0.22270552713195	-0.35783474778326	-0.243506695983486	-0.140439549520494	-0.337769296086263
HACD2	-0.131710065628012	-0.296936163761972	-0.346009991786991	-0.411491513422864	-0.698955792476324	-0.569824633209623
HASPIN	-0.784648671269026	-0.666192853049631	-0.656065404063851	-1.05008998166382	-0.805358030830607	-0.765775776858025
HEATR5A	-0.189865889926583	-0.300877609415104	-0.352416847725989	-0.214905575112839	-0.447293561903936	-0.326334019838593
HEATR5B	-0.281833778918772	-0.268644295916974	-0.308642216213493	-0.349371118136	-0.505497862976048	-0.345847592480116
HMG20B	-0.480645315238767	-0.573372551217132	-0.404377967171943	-0.642748581630672	-0.660203910805581	-0.440262940794468
HMGCL	0.072575127029929	-0.0356728329267413	0.0123686305449755	0.177067128740069	-0.151797136884627	0.0523108207267514
HMGCLL1	-0.41973626720656	-0.415661276370065	-0.348572567089475	-0.614055747187812	-0.587215438745244	-0.425628348618686
HMGCS1	-0.824813223161156	-0.694829171205986	-0.749416351369288	-0.845322891334124	-1.15178912840241	-0.79867084521818
HMGCS2	-0.269131709091231	-0.122536302007402	-0.239198759250277	-0.479119487275951	-0.140861250576546	-0.193861637411363
HMSD	-0.214809049387695	-0.034733932917065	0.0150547025778112	-0.330015132107741	0.258161956736579	-0.0242413154122069
