gene	MP38.D28A	MP38.D28B	MP38.D28C	MP38.D65A	MP38.D65B	MP38.D65C
BCAP31	-0.104490364243219	-0.173255545769719	-0.190243043430173	-0.358141033987366	-0.295311119340266	-0.407241490654987
BECN1	-0.215925145270962	-0.238834967462953	-0.278705686185931	-0.710944408948059	-0.543333829167662	-0.646040969523195
BECN2	-0.0500608565437432	-0.0699894814421105	-0.100447196212589	-0.144493165129455	-0.142804920642652	-0.215423927655948
BICD1	-0.305614892724576	-0.175148955449911	-0.229168595589458	-0.703049516805023	-0.244590180605179	-0.288544575910242
BICD2	-0.211282895707423	-0.371573097615691	-0.279783913564742	-0.554582536982459	-0.583060080977601	-0.329557704049309
BRD8	-0.10771186911749	-0.218141548078399	-0.17887151485011	-0.249639832049723	-0.249412970546915	-0.365149054197235
BRSK1	-0.1260057053061	-0.114146094419342	-0.0634824031124583	-0.280814163955682	-0.276490962277712	-0.136694671884356
BRSK2	-0.221776331879767	-0.168734384599803	-0.275115435588447	-0.544464532450907	-0.219997983972144	-0.318612714774145
BTBD11	-0.143455673441015	-0.112369792702974	-0.113232776436681	-0.351709066467127	-0.205065779123124	-0.181641727114054
BTG1	-0.092975401806097	-0.220648985679901	-0.17497431835605	-0.0242106934671346	-0.219798716456419	-0.153439454725512
BUB1B	-0.379994992155435	-0.453899593531889	-0.326522064625181	-0.956845159120699	-1.1544299519448	-0.77077241619051
BUB3	-1.02080916783379	-1.16255112882982	-1.15100595989023	-2.53634061846784	-2.80937278115465	-2.58902029937146
BZW1	-0.289642351110806	-0.210496309751557	-0.176340287618014	-0.442513672091372	0	-0.408447732086854
BZW2	-0.312169896417072	-0.260307388284755	-0.268754147850288	-0.384901237826911	-0.448869616144236	-0.487567394034385
CAB39	-0.168127441593221	-0.191179660718609	-0.140719373235955	-0.569661467114364	-0.459408464886283	-0.441009165905715
CAB39L	-0.0992675630849755	-0.0255982526979414	-0.117359691428617	-0.286681543675999	-0.0579637840533185	-0.177569611604546
CABP5	-0.0943533185782354	-0.240732596912503	-0.371171751741534	-0.22424684187751	-0.432062001162124	-0.649603718087334
CADPS	-0.175085541352125	-0.186172305447327	-0.16219653652378	-0.126966216461637	-0.268713841009091	-0.0699926003924432
CADPS2	-0.0200552940377626	-0.0343493861650759	-0.0872033367220101	-0.103098514007021	-0.0975076482524382	-0.157226443737158
CALY	-0.133445323328557	-0.152667569883362	-0.0719906902886887	-0.106846456217899	-0.327613963431374	-0.0687927310501863
CAND1	-0.490432976562302	-0.421119644335751	-0.405949707545546	-1.16860012905698	-1.1412602318704	-1.06332458118058
CAND2	-0.104750724632685	-0.0995466307788031	-0.197321613301357	-0.170293817130388	-0.171334102167971	-0.275144445182095
CAP1	-0.339084119642056	-0.336795340676068	-0.447531470483581	-0.850099403427288	-0.759559899492185	-0.824618487561186
CAP2	-0.144257795228006	-0.0691905440585771	-0.123887273660553	-0.178660734746644	-0.193609967452615	-0.0666541190754204
CAPN2	-0.133736175636318	-0.158492834274963	-0.126384430212854	-0.297828285233977	-0.28384925425943	-0.0542566771302496
CASP4	-0.0620934830025688	-0.135051954896283	-0.0452879460815208	-0.0504095604807713	-0.162613614833893	-0.273299770397157
CAT	-0.144344543784921	-0.11925899202551	-0.10225667381176	-0.277447152122352	-0.194833680531779	-0.114298280493357
CAV1	-0.0700757459479357	-0.157108103409945	-0.0203355155985903	-0.122096657951333	-0.18336894872079	-0.150855157192324
CAVIN1	-0.184925055001026	-0.148047306328299	-0.134907502858714	-0.247213360839565	-0.118546401851826	-0.224340708792017
CBLL1	-0.17114489485712	-0.277973342053048	-0.102742255361794	-0.411743451840961	-0.415953152054286	-0.346246795533624
CBLL2	-0.0513499702842606	-0.165456790424056	-0.125276726561541	0	-0.27387273825595	-0.184708779972453
CCDC69	-0.0583439199150306	-0.0644365595330983	-0.0112566991536612	-0.0990393724967939	-0.178444765693128	-0.033268574050543
CCND1	-1.10429179476634	-1.11391315292195	-1.35625583311432	-2.60158691994841	-2.08392699531585	-2.25785280279581
CCND3	-0.231847533176806	-0.215909886021221	-0.274404734459396	-0.391840361477666	-0.381980484624382	-0.327981668771125
CCNE1	-0.137817871838846	-0.274398074762418	-0.122187856486583	-0.206958103881435	-0.580073156607853	-0.225971001147545
CCNE2	-0.419507287505937	-0.390884588827844	-0.297402177472451	-0.782206971460816	-0.717149721433412	-0.727120232560215
CCNL1	-0.0753493374271872	-0.108435256603579	-0.0749900478321048	-0.167163426561671	-0.308083511705159	-0.318510635012318
CCNL2	-0.144035630043414	-0.159569795906506	-0.0967185372663572	-0.170975866423861	-0.254028701086915	-0.179106285600041
CCNT1	-0.241415139077222	-0.224976205065608	-0.15162594435113	-0.388344220056256	-0.339931211964412	-0.102532795276984
CCNT2	-0.178616304176568	-0.245707965164665	-0.293679455668882	-0.403327307351394	-0.573680971972883	-0.412939014360508
CCT6A	-0.26886162211782	-0.340821834150458	-0.295068656307342	-0.752965180367679	-0.874696615183006	-1.14054191327563
CCT6B	-0.141530232626182	-0.192565651859433	-0.00999047849004927	-0.282797284958423	-0.139276535349623	-0.0576899769141295
CD163L1	-0.0678544096969476	-0.132566967543346	-0.0943211310844124	-0.0684629896591106	-0.186289794780271	-0.0474418465488765
CD44	-0.108026475028925	-0.0447586514920344	-0.197290249194879	-0.728045243476219	-0.469249573588658	-0.514093322377657
CD72	-0.0466537635597917	-0.0801155574926575	-0.0962666955816315	-0.127860900130042	-0.128341697844738	-0.107634313877632
CDC34	-0.126358758477755	-0.11798596552801	-0.0950110401534576	-0.353619407037946	-0.134125383226063	-0.128607859467089
CDIPT	-0.780382363687206	-0.709264341308789	-0.798553445480122	-1.44106028828596	-1.37208570908443	-1.63754714374705
CDK16	-0.0795746700537306	-0.167483510797566	-0.0433580519011341	-0.138436101316528	-0.293133444493533	-0.0441016798247184
CDK17	-0.107028926171668	-0.00967908357984367	-0.0565099132009882	-0.20589872260467	-0.0130186751873723	-0.0271382409283117
CDK19	-0.0906669253199088	-0.142821506031841	-0.0611290288974045	-0.108053227145414	-0.26368293092116	-0.128818059417587
CDK2	-0.844298953353902	-0.809800498899232	-0.853476259164879	-1.77794008442195	-1.35945616291996	-1.76115174452179
CDK5R1	-0.216135861043683	-0.22024900035218	-0.17335104220841	-0.317998540892565	-0.398062301653659	-0.105794441698115
CDK5R2	-0.137530772889594	-0.15849577584401	-0.172972976934277	-0.154403400100566	-0.34823186369574	-0.329566155201718
CDK7	-0.797702499587125	-0.899848384191793	-0.758585733793538	-1.82714165642176	-2.18401647083762	-2.21504274823332
CDK8	-0.210763725329095	-0.0809411557437869	-0.110776310194929	-0.522397565768327	-0.124093738535756	-0.158135744757588
CDNF	-0.0573765904471351	-0.0325022289086499	-0.0831211992805743	-0.0343916722183217	-0.0902411894484952	0
CDS1	-0.0761440027738352	-0.147921354585131	-0.0741832739996669	-0.151545498045994	-0.400871186451277	-0.0987511838571066
CDS2	-0.46958944429387	-0.603279945316391	-0.582298215828587	-0.594475732375446	-0.640454066181732	-0.870181186003767
CEACAM1	-0.101578662815872	-0.079865349854733	-0.0124915886814231	-0.182720042121515	-0.268511589868534	-0.0181014756419565
CELA2A	-0.244874096431544	-0.307570742627627	-0.166040865733581	-0.290920703837308	-0.358406685642645	-0.213696799631123
CFL1	-0.335548261884322	-0.348621535701366	-0.224137114539047	-0.669442780787957	-0.649932553194109	-0.546225205740924
CHM	-0.0478332627465591	-0.0622626536661689	-0.0606415281126017	-0.100495633965907	-0.171397037144054	-0.0249358298072632
CHML	-0.0101892504784791	-0.0421533909286005	-0.0471609755901157	-0.109445687794847	-0.0496440323625771	-0.0677209776505621
CHMP1A	-0.280360047759127	-0.277280339991924	-0.217431358882316	-0.82567130410353	-0.560678979384582	-0.50646259659218
CHMP1B	-0.147335632629152	-0.125659327801172	-0.126900398184178	-0.308267945911552	-0.222156942435191	-0.279574809104046
CHORDC1	-0.656779332802521	-0.472689521615792	-0.702937772726232	-1.88199542303607	-1.53463390691201	-1.94890246165864
CHRNB3	-0.0127070249177934	-0.111607722758317	-0.120215440060159	-0.0558487788279763	-0.181358529395883	-0.226385393581378
CHSY1	-0.0391842354439181	-0.0431494942091098	-0.0978038385266414	-0.0253948815783436	-0.0796921223613567	-0.085703198944442
CHSY3	-0.169379823124431	-0.228149575582094	-0.121811941295385	-0.200120082798459	-0.25515112061115	0
CHUK	-0.187323931402511	-0.136293733689792	-0.198051200754374	-0.327740187300174	-0.219461614054316	-0.355187669219926
CKAP5	-0.424299235874371	-0.450506332071077	-0.505865574550115	-0.938431201551414	-0.851401214175947	-0.955290188493265
CLASP1	-0.329525445673539	-0.324286659337972	-0.174239201477841	-0.669533166764413	-0.365511031790696	-0.204875264933879
CLASP2	-0.0971760466121067	-0.160842413031656	-0.0841855989695636	-0.0751309368237493	-0.245304171984445	-0.235713737849762
CLCA1	-0.0525289946279604	-0.117588296345343	-0.121796695185984	-0.0163809322621847	-0.16225478952849	-0.350021402659337
CLDN4	-0.116643467205588	-0.164131996834102	-0.26071428744036	-0.261173878828837	-0.231895510451038	-0.52108092134286
CLIP4	-0.0927609752954635	-0.0962777948340345	-0.0879592347650371	-0.103004615064232	-0.27846681027467	-0.289244285318882
CLNS1A	-0.488594685414698	-0.571844723046979	-0.522943356745883	-1.46580875381566	-1.55783324137007	-1.61187698144699
CLTA	-0.0981967893639016	-0.101036744533442	-0.0984906979447323	-0.0995175270520434	-0.0459049131114028	-0.0452913006608242
CLTB	-0.08137806589361	-0.0820440174325053	-0.0399261936102457	-0.311677291223188	-0.156848106141996	-0.0376779373037966
CLTC	-0.504464583934222	-0.520750425072935	-0.493448306161447	-1.08753966067732	-1.29673021528724	-1.21991523460076
CLTCL1	-0.081610289963913	-0.181560912180084	-0.172409638879857	-0.0696428738988287	-0.00113539530568801	-0.335168490393933
CNOT6	-0.0884225813208686	-0.117345799269696	-0.0790540438583389	-0.10366871888831	-0.323672583849944	-0.168156622502153
CNOT6L	-0.125462699289868	-0.0342320464768165	-0.0739198473912615	-0.169671810302274	-0.0644896237497873	-0.215409244667192
CNOT7	-0.0875405050729658	-0.184857190206382	-0.279667914394906	-0.448502997323351	-0.213454070388146	-0.605988490331056
CNOT8	-0.0829049524228665	-0.0516130950352329	-0.0538618928710952	-0.236970869922628	-0.0062029355047522	-0.0543803988300215
COPA	-1.66790088410478	-1.22668802411203	-1.56668307394345	-1.90179279563746	-2.06474950988107	-1.61579770336989
COPG1	-0.380227492199426	-0.293061815072575	-0.32545449401468	-0.713162879312795	-0.539275407238043	-0.545887277357032
COPG2	-0.12285595590166	-0.0994298250742535	-0.140038948161893	-0.107053689044375	-0.232806914541698	-0.323469879547281
COPS7A	-0.173255262868096	-0.146233448247144	-0.107804827906727	-0.178360893716744	-0.218201347590411	-0.0530831802486274
COPS7B	-0.0789520326027289	-0.18657686996355	-0.112785219170357	-0.10718303868259	-0.220356395848848	-0.30358667245698
COPZ1	-0.356810714292181	-0.380448674846683	-0.464775818629429	-0.520127222725782	-0.623488411214683	-0.883048503831938
COPZ2	-0.0880269871202444	-0.0661161834129451	-0.0678463274018447	-0.129140846767285	-0.0503354116251026	-0.0914107322653865
COQ10A	-0.286830325170058	-0.227801351610497	-0.218391795779447	-0.659479470622683	-0.353302107682076	-0.174481880716154
COQ10B	-0.187124701140832	-0.257338601264053	-0.165941658577985	-0.380806656266137	-0.555206190696178	-0.298604998902424
COX4I1	-0.291678259677397	-0.24651051611173	-0.270172703735612	-1.13591864036919	-0.786454643705601	-0.968566673707803
COX4I2	-0.322946513746645	-0.274981912387775	-0.41164406483459	-0.400017540947274	-0.400635121025293	-0.475053369801417
COX6B1	-0.259326557656934	-0.200670935977681	-0.337314728703602	-0.921650567432448	-0.986682600971082	-1.08568682173917
COX6B2	-0.104232390254251	-0.17380317742865	-0.089754883078896	-0.278194721391469	-0.232221185998407	-0.0578363450868171
CPS1	-0.05218542155755	-0.073384093496778	-0.0331473606420148	-0.0622926423136012	-0.0288895225249437	-0.106045699067221
CPSF3	-0.454416451425612	-0.370598509278349	-0.284186761630417	-1.57125864046052	-0.952845647795921	-1.03276817749851
CREBBP	-0.286930994913442	-0.376593376957188	-0.166732680696716	-0.723380835851838	-0.946415432007766	-0.491806101038064
CRK	-0.145190557638767	-0.0851421165330038	-0.186393127353885	-0.177375632084716	-0.0562984923350211	-0.340851579466382
CRKL	-0.0908957444494063	-0.142777456499364	-0.147436233220839	-0.500509953034602	-0.31516627239163	-0.359990375237871
CRNN	-0.275578005340895	-0.0704798548358363	-0.105742054692113	-0.274602767177213	-0.0227885370640722	-0.120961217287789
CRX	-0.099400326953172	-0.0673431509037122	-0.0891722535748739	-0.137128732166572	-0.108858388461273	-0.299411635006848
CRY1	-0.27085754802271	-0.209541219166536	-0.143556283584149	-0.434926967495892	-0.17101783934257	-0.171304101130467
CRY2	-0.155396277654772	-0.152676031025334	-0.223276614083449	-0.393359727836654	-0.289089670334076	-0.519544538503801
CRYBB2	-0.167780628083799	-0.109585781994882	-0.165125969787553	-0.158553439372317	-0.149318194021962	-0.0679119256584376
