gene	MP41.D28A	MP41.D28B	MP41.D28C	MP41.D32A	MP41.D32B	MP41.D32C
ERO1B	-0.227880669831828	-0.209849202112505	-0.223668135990775	-0.234950413480974	-0.176392290195647	-0.16472888616134
ESRP1	-0.278196609350636	-0.236368320941372	-0.433673455565396	-0.304488743095647	-0.384700729894452	-0.332884079297121
ESRP2	-0.347325352712649	-0.214143342397519	-0.130760736603091	-0.285603694368714	-0.173481200618015	-0.103417302666774
EXOC6	-0.208933198036734	-0.0843925564819114	-0.192968933572511	-0.215467808430062	-0.0521180701922494	-0.151763480325191
EXOC6B	-0.10940648912628	-0.152210105162059	-0.279930193463829	-0.17850328855183	-0.136971373027124	-0.218895206301041
EZH1	-0.293986807050437	-0.288771828473792	-0.38331554986681	-0.275811163282268	-0.240530450971509	-0.337700150013384
EZH2	-0.388279644216233	-0.303321562684514	-0.427840469551911	-0.39827247766904	-0.331025604212977	-0.585548401998608
FAM126A	-0.107659620024314	-0.00514136998483788	-0.118447600834116	-0.062876542852229	0.0477976502144809	-0.0950630044503425
FAM126B	-0.235494455517786	-0.10246343923255	-0.230960482278765	-0.172948322088248	-0.0885267802522211	-0.157354665376279
FAM50A	-0.658012951317612	-0.547721365403335	-0.674663093686403	-0.638890067940342	-0.695196939331413	-0.725503449431238
FAM50B	-0.17594958922067	-0.169102713882324	-0.396354516989279	-0.197247937135648	-0.197791310605789	-0.342859462714401
FAM71A	-0.131740426903952	-0.199780918726741	-0.163958519163324	-0.172309571512184	-0.166682648337552	-0.143900006078323
FAM71B	-0.101141143580754	-0.212749425036454	-0.24414675878524	-0.0955598531008656	-0.209206742441677	-0.183886843837915
FANCF	-0.449949907882668	-0.48637615105862	-0.463129414858087	-0.55799623262232	-0.68855962523803	-0.55164536906809
FANCM	-0.381388004585756	-0.453659332391505	-0.612238096505697	-0.366139044713563	-0.56428450953655	-0.603349497565758
FARS2	-0.730973283300845	-0.779885253034664	-0.821172054331905	-0.813274060102978	-0.731350229678017	-0.987837553617966
FBLN1	-0.188572876303714	-0.130467392399408	-0.310485040172207	-0.202235515901637	-0.0654965155050202	-0.30467441088762
FCRL3	-0.19752243826065	-0.178180567972622	-0.181452059724256	-0.203927813671032	-0.169038515939391	-0.174736691754821
FDPS	-0.42457979789354	-0.343580678680628	-0.401500609882627	-0.488651701820028	-0.429319824355658	-0.400393663775901
FEZ1	-0.279172299915139	-0.230012969876067	-0.413833110593558	-0.30573271721688	-0.1809788882106	-0.439226064754639
FEZ2	-0.152744436634704	-0.191079199488667	-0.150718427953761	-0.149900027002434	-0.258296228755171	-0.0942916702089772
FKBP10	-0.19949442771786	-0.24280531210374	-0.357399052931382	-0.196169918300941	-0.250449118717701	-0.347221506851579
FKBP4	-0.1839536525469	-0.23767146335199	-0.113894074874422	-0.146934307767098	-0.215165468175428	-0.118214325933667
FKBP5	-0.366240447178815	-0.355257356265767	-0.356954615184626	-0.340679909186284	-0.454987650933108	-0.355092392186868
FKBP9	-0.380148006928556	-0.408314803465945	-0.358076065477945	-0.423950784679529	-0.436043105600367	-0.448685494507938
FLNB	-0.213338845336163	-0.113692613486604	-0.0163639025215369	-0.2231542550668	-0.0723786014131221	-0.0339525413359859
FLNC	-0.231086053885015	-0.365205429760639	-0.190922374091162	-0.216669624860781	-0.326147347197458	-0.208692957291743
FLOT1	-0.212073025090287	-0.153867260680617	-0.257853538805329	-0.225604004370146	-0.128361312276282	-0.216309007985716
