"921 D28A" "921 D28B" "921 D28C" "921 D42A" "921 D42B" "921 D42C" "Mel202 Control D7A" "Mel202 Control D7B" "Mel202 Control D7C" "Mel202 D28A" "Mel202 D28B" "Mel202 D28C" "Mel270 D28A" "Mel270 D28B" "Mel270 D28C" "Mel270 D35A" "Mel270 D35B" "Mel270 D35C" "Mel285 D28A" "Mel285 D28B" "Mel285 D28C" "Mel285 D49A" "Mel285 D49B" "Mel285 D49C" "MP38 D28A" "MP38 D28B" "MP38 D28C" "MP38 D65A" "MP38 D65B" "MP38 D65C" "MP41 D28A" "MP41 D28B" "MP41 D28C" "MP41 D32A" "MP41 D32B" "MP41 D32C" "MP46 D28A" "MP46 D28B" "MP46 D28C" "MP46 D64A" "MP46 D64B" "MP46 D64C" "OMM1 D28A" "OMM1 D28B" "OMM1 D28C" "OMM1 D35A" "OMM1 D35B" "OMM1 D35C" "OMM23 Control D7A" "OMM23 Control D7B" "OMM23 Control D7C" "OMM23 D28A" "OMM23 D28B" "OMM23 D28C" "OMM23 D35A" "OMM23 D35B" "OMM23 D35C" "OMM25 D28A" "OMM25 D28B" "OMM25 D28C" "OMM25 D42A" "OMM25 D42B" "OMM25 D42C"
"OMM1 D35A" 0.745424967229237 0.741158602463099 0.743281882952141 0.596975809287452 0.578739202976867 0.596460881959107 0.563358245225285 0.569089323773128 0.571413626196259 0.74419617672468 0.743194673025319 0.729422738742247 0.734867652172929 0.734879024635797 0.722247173131614 0.69983813272915 0.701112285182322 0.698385315030166 0.189931828772506 0.178479597878528 0.223428717666484 0.0512937135242743 0.0681779773660616 0.111154809446605 0.782120254188582 0.780480736630976 0.782397883925074 0.391638684695265 0.599649162224479 0.642950640475643 0.781944766350434 0.772232899935843 0.780948722674654 0.776897351181806 0.776479312003271 0.76770770705965 0.627000996765654 0.584582449186555 0.580964103256601 0.155352908165869 0.119525776484927 0.120549815901093 0.970762012713592 0.843450240235406 0.840365629074243 1 0.828171152518012 0.809502558017752 0.586094138235262 0.577626277464807 0.586702540634967 0.799139281690141 0.792208025768371 0.800796979318881 0.79056251988213 0.787815390798145 0.790124321520762 0.793641404727008 0.796821626693459 0.779663902808882 0.731423158964975 0.726858374832102 0.692820930958846
"OMM1 D35B" 0.778388997476935 0.769069777333306 0.772042372368882 0.616650949142107 0.602995940068117 0.617013280618069 0.582462110915967 0.585854941422997 0.589003367018729 0.779715515513823 0.778471103514049 0.766138866810956 0.771400032413312 0.768657379856509 0.764185622307727 0.734195177270105 0.733519842088682 0.73608515525651 0.199466429514651 0.168858697617788 0.211772066615862 0.0607785370226891 0.0552852892377864 0.0900182566912589 0.812270406028027 0.809324813018526 0.81334722309561 0.413468026610733 0.622777548180108 0.671259440803961 0.815699913344279 0.808555558307131 0.815697320125826 0.808429488338181 0.807756860204267 0.803414727430967 0.650931765109262 0.611519574946028 0.611242093910606 0.168582470883914 0.131382460402839 0.149388904981762 0.859150982398142 0.977141954656598 0.87951768912702 0.828171152518012 1 0.850632408447015 0.603516790535613 0.595948764011968 0.603491275764948 0.832509976688694 0.826956681564622 0.834538245145462 0.821510703724762 0.822429459793879 0.823614699952279 0.82811592681926 0.832092416566059 0.815639364049333 0.763723620317378 0.757835768171516 0.723043836153511
"OMM1 D35C" 0.767501749164079 0.755604009127373 0.756647022905716 0.60966740680896 0.595966069150133 0.607599514280393 0.56564306190254 0.568153851618104 0.570075459336876 0.771083729111136 0.769995518962147 0.760173339748091 0.767137693739721 0.766028868286002 0.760681569235758 0.734596082465721 0.734686072434468 0.735792084007127 0.206036498658561 0.200447620813325 0.231640362012528 0.060785481989068 0.0870903401500594 0.116304220114922 0.787547964341521 0.786443139991869 0.792095649384548 0.408950346731016 0.619537357618117 0.658488297976248 0.798960973988448 0.796077807302216 0.796007224986999 0.790766474119214 0.794414679792752 0.786713493864765 0.630963843895665 0.604668552567415 0.596549382228331 0.163893793271211 0.137505029743495 0.142086573599736 0.840989564575543 0.869018344334665 0.972049183704695 0.809502558017752 0.850632408447015 1 0.570191683288273 0.565855868000002 0.574039908522901 0.811610476806442 0.810750081507955 0.813111851799896 0.805655553224444 0.803039755447516 0.803687255896092 0.811054137590859 0.815003369683221 0.803978295283498 0.750206824934649 0.747421506333343 0.721690359380254
"OMM23 Control D7A" 0.626354154896271 0.629540707106934 0.627701995692563 0.475592534909959 0.460548049491691 0.475012055293917 0.877740326673875 0.868204329361787 0.874964890081556 0.550400193600481 0.567581480763069 0.555160543055022 0.590301819221209 0.593905417997008 0.578879667120839 0.530692751040439 0.531905591735304 0.528796889370717 0.0987819949357453 0.0719265095633824 0.105927081141635 0.010702273583806 0.00759812981355834 0.0138453359043857 0.759730559901392 0.773677099234532 0.750701377584023 0.308407596630726 0.468350971368414 0.489474701491957 0.689524713236064 0.690648082225892 0.696977133460512 0.666411366759159 0.65801239638295 0.647761528696832 0.668664845685238 0.630125370661095 0.622833058036912 0.153009636912495 0.12104631726848 0.137185915982605 0.629420946393153 0.638342114762247 0.633158013924931 0.586094138235262 0.603516790535613 0.570191683288273 1 0.961336548875652 0.963446533558511 0.735440937898983 0.706428345444514 0.737622143634882 0.693403862850944 0.706279036939308 0.715630205457914 0.68291627602599 0.685637792668195 0.651598331662652 0.575300263974619 0.576607883297626 0.54645974630125
"OMM23 Control D7B" 0.619014447435742 0.621147074335219 0.618403884441078 0.47010174784697 0.453269852260625 0.468541625313145 0.877389420170183 0.870682016965304 0.871187473764658 0.542071185640513 0.558682178822656 0.547151882221941 0.583524405671964 0.588371573139279 0.573894181482504 0.524379516419173 0.525599545000053 0.524961355351659 0.0940564592331142 0.0688358784070626 0.101909649376922 0.00668627164770999 0.00595796920809647 0.0121408956599219 0.749688357165605 0.761914041466523 0.741480147836392 0.303950887726894 0.456779750756559 0.479517814337421 0.679448668022415 0.679060898548573 0.68501885951828 0.655852697388725 0.646683234662908 0.636429378114907 0.661040091582979 0.622572488495092 0.615309708888798 0.15225296173723 0.11989189689151 0.1320239988983 0.621091114651351 0.630423557201101 0.628001869063156 0.577626277464807 0.595948764011968 0.565855868000002 0.961336548875652 1 0.960410506540409 0.724308815784807 0.696245442567833 0.728815694749565 0.681924869087644 0.695874502833308 0.706492046120204 0.673115750349543 0.678394555637788 0.642542099466841 0.564515028705071 0.570325360632965 0.537051625982066
"OMM23 Control D7C" 0.631149906407115 0.634752122214717 0.631416205920334 0.479729590941856 0.465737819799936 0.480064499746868 0.894523221021729 0.88488009137042 0.8989595429961 0.560455136267839 0.580036972697094 0.566139737061684 0.599042791073632 0.603417134803445 0.585461363136308 0.537521969940192 0.543227437279375 0.533739880595432 0.0977293335801955 0.0698820095571695 0.103637235562099 0.00687768003565534 0.00476691576926814 0.011003480589177 0.767214794768794 0.779269081435439 0.758917971131877 0.310925840406596 0.473165839619547 0.494147107816708 0.693852462727066 0.692059436295509 0.698683651978018 0.670583496210342 0.6615766541658 0.651697447670509 0.667859547881212 0.638641018941995 0.623455320334278 0.152747277059969 0.118595234469663 0.137961843037627 0.62903609284407 0.640196458533402 0.634921406588007 0.586702540634967 0.603491275764948 0.574039908522901 0.963446533558511 0.960410506540409 1 0.738002256616396 0.712480196348176 0.739841820150655 0.700159924405241 0.707233433479434 0.71610542736802 0.684099186974946 0.689137295271848 0.657482050510089 0.577810982298634 0.579338865080931 0.553574774794639
"OMM23 D28A" 0.816788122924201 0.811559786689694 0.811247239626053 0.636983469559577 0.623338856698063 0.638442225984634 0.712388690793716 0.714609219541381 0.720957188895419 0.828429692760227 0.831286010618316 0.815127107040812 0.80785501950832 0.808507009613044 0.797143156758923 0.756720732391461 0.760543928596262 0.755583172383155 0.184179891139626 0.153658290254221 0.189907794442991 0.0484620895814604 0.0484218978328821 0.0642675209819866 0.893042749231012 0.902630373963623 0.900855725116562 0.436676455429323 0.668971698816721 0.708212453792598 0.888618395584809 0.887423086992546 0.884380701244706 0.874913583640781 0.873228168357875 0.860436024523485 0.712147757195429 0.682205509139983 0.667754547732186 0.178657793066308 0.143614376618134 0.15741622192348 0.848652246110741 0.874415722544405 0.862876692431717 0.799139281690141 0.832509976688694 0.811610476806442 0.735440937898983 0.724308815784807 0.738002256616396 1 0.947452656926896 0.954237973827437 0.974459754508927 0.936920977870601 0.939347792966822 0.907417589779581 0.911239930097006 0.897610016492567 0.81790849785555 0.813398992332145 0.790537598959837
"OMM23 D28B" 0.809534604379322 0.798248440700431 0.798562027946855 0.6239847647071 0.612251006218054 0.623760127274654 0.721061584997814 0.724193731427178 0.727722689434681 0.844431767355621 0.854229581713504 0.841250168055256 0.820634334379888 0.823768321177083 0.814907307487557 0.771901573542548 0.77876724398269 0.77158795365453 0.193473521228583 0.159127802840817 0.190283208017891 0.0497566090753104 0.047962511655405 0.0614956823645622 0.88541020791145 0.891100784179681 0.896324878959362 0.435036526383354 0.669403642238699 0.713813533329496 0.891493174426034 0.895115755618587 0.883632613521083 0.876287246204864 0.880864891410886 0.870761471816485 0.698405092281873 0.675924946403944 0.65951867059776 0.174657507637126 0.141266175573216 0.159782610917654 0.841761226473439 0.868592988000939 0.855951603148609 0.792208025768371 0.826956681564622 0.810750081507955 0.706428345444514 0.696245442567833 0.712480196348176 0.947452656926896 1 0.948074775126735 0.940754543233917 0.974650841243468 0.934596719365498 0.904335268470431 0.909830381275674 0.903927272850117 0.821025567064018 0.821530476347697 0.802359018236227
"OMM23 D28C" 0.814088397938446 0.808925321904397 0.810184999387767 0.635522747672458 0.622676176166311 0.638520219375921 0.712216799054059 0.714169566961806 0.719008224576053 0.827594790671587 0.83191498424373 0.818803558706303 0.808465393481018 0.811288637894066 0.802154705652308 0.758648540011698 0.765039722410951 0.762236691996064 0.194707285766274 0.160730706287862 0.198381666654617 0.0559406471583793 0.0524697533738117 0.0711231281091034 0.890864619103408 0.899465576599187 0.89820067291984 0.440724424787575 0.665821767347312 0.707296965448339 0.888883659056907 0.89185550729581 0.887540907664345 0.87444930267815 0.875380025794601 0.864384233598375 0.712922908810768 0.682429866999606 0.670772071414882 0.173823766992423 0.14104459222258 0.158877252131119 0.849388546444598 0.874623157485282 0.864041011256978 0.800796979318881 0.834538245145462 0.813111851799896 0.737622143634882 0.728815694749565 0.739841820150655 0.954237973827437 0.948074775126735 1 0.937713495925426 0.93997449354204 0.978754579328669 0.907792924718995 0.913694080988798 0.896669820144605 0.821209824433536 0.81898371731991 0.79105761411639
"OMM23 D35A" 0.800566114184757 0.792375754687973 0.793852350232239 0.623157103933406 0.611130068824153 0.62623793441483 0.69823200151462 0.703737814242594 0.708659736327146 0.830001269739686 0.836221626706403 0.819936112398538 0.809038515027709 0.810194832450202 0.798726160936422 0.761051276146669 0.768987148628101 0.761349994348238 0.205197782381487 0.180683748242101 0.206897014078534 0.0636148284831293 0.0649873974746644 0.0783687140999104 0.874352651540054 0.881564731705924 0.884862177992541 0.429909788460911 0.665909961007721 0.706079204954595 0.878277254479787 0.87817270485256 0.870815380127664 0.866341512116142 0.867923387080172 0.857444100428498 0.686575485526575 0.666337063305884 0.646527968984299 0.171369829347223 0.139421117433792 0.155251916348093 0.834384512758556 0.862162910296754 0.850794562742975 0.79056251988213 0.821510703724762 0.805655553224444 0.693403862850944 0.681924869087644 0.700159924405241 0.974459754508927 0.940754543233917 0.937713495925426 1 0.931897096133072 0.929888187193078 0.889202518891642 0.895850772428147 0.885680535813624 0.815829598321257 0.812758688487381 0.794172801593388
"OMM23 D35B" 0.788641101407988 0.778899437400789 0.779785966110036 0.615816635175585 0.599550826562506 0.615199757755126 0.689336105336629 0.692494856009692 0.694134094482431 0.807816776345712 0.81781048170254 0.803290206136118 0.789554407563442 0.794095665465585 0.786278884040262 0.744031965632386 0.750064815390517 0.750452095526882 0.202958314940845 0.172864530681082 0.214400023248736 0.0643826120239639 0.0599667678207262 0.0862114819507089 0.86821560173224 0.875971601154966 0.874113145210265 0.433623702148148 0.657992328319219 0.699299263116321 0.876346604537451 0.881842197550724 0.875808795939843 0.866353219594954 0.866482346295611 0.857883084110226 0.683256765226561 0.656777001339215 0.644423679486051 0.172100384758734 0.13707674480278 0.158826721108336 0.833762883870936 0.858220856904664 0.85083599574243 0.787815390798145 0.822429459793879 0.803039755447516 0.706279036939308 0.695874502833308 0.707233433479434 0.936920977870601 0.974650841243468 0.93997449354204 0.931897096133072 1 0.93843287650247 0.886326466135313 0.891773968533587 0.877750363163116 0.808650096096467 0.809818991333191 0.792682242027733
"OMM23 D35C" 0.795572868865481 0.788518962933782 0.790995867123449 0.628460788168984 0.611951316622307 0.629666250969456 0.68597518508641 0.688466545584208 0.69171435116883 0.807149731866303 0.813267693481404 0.799593277500463 0.790149104110671 0.794343596601196 0.788820899227107 0.746447836314683 0.752160940014863 0.755056412080772 0.214817710318142 0.184999660137081 0.221877651519702 0.0788065359996096 0.0705670041803202 0.0932364569664841 0.868274698677323 0.877346603262064 0.873947216199815 0.432105671042032 0.656103355698803 0.698996492825689 0.874488522252588 0.879149031648246 0.875237069079642 0.863003070341219 0.863221683556259 0.853559441765762 0.692365809793519 0.663557714575223 0.65073884209028 0.168923494746621 0.138779128725297 0.155483436245858 0.835253661576999 0.860301891038196 0.852125658473947 0.790124321520762 0.823614699952279 0.803687255896092 0.715630205457914 0.706492046120204 0.71610542736802 0.939347792966822 0.934596719365498 0.978754579328669 0.929888187193078 0.93843287650247 1 0.88877272984242 0.894918826009872 0.876070136021212 0.811362795312171 0.811889032518081 0.786832673250129
"OMM25 D28A" 0.824906887102806 0.816271197389633 0.813572040231498 0.646465618285481 0.62970797652185 0.64587691585079 0.672940644617307 0.675693741398808 0.677260693158712 0.833000205620085 0.834489817533019 0.823363287112719 0.830620717759506 0.831040032208969 0.824796367625547 0.787125166620792 0.787930258658131 0.786601996381696 0.209577314497007 0.176068715854669 0.211103617066894 0.0733692065520698 0.0697830926420373 0.0861276373585075 0.869669107122838 0.87322819881257 0.873510998027659 0.439031657617451 0.658956149702368 0.699033661551948 0.861738608097634 0.860524907173288 0.857091669073322 0.848217917157337 0.850568484286564 0.838075767832924 0.703624887632415 0.675854133936157 0.666671470992161 0.183128807176729 0.147775535473474 0.165122049133812 0.841545840161261 0.866075756377853 0.855737046293156 0.793641404727008 0.82811592681926 0.811054137590859 0.68291627602599 0.673115750349543 0.684099186974946 0.907417589779581 0.904335268470431 0.907792924718995 0.889202518891642 0.886326466135313 0.88877272984242 1 0.91371885283504 0.90526773507624 0.93549515927841 0.826022365602046 0.789782084557899
"OMM25 D28B" 0.817566581935277 0.809512395107833 0.807811886375078 0.641815434494969 0.62493473061202 0.637428537507218 0.67781939322574 0.680025554655775 0.682218358676282 0.833071499190285 0.836231210148104 0.826676191522399 0.828976862185547 0.829924414143658 0.821480402457277 0.784142415447098 0.788797266824212 0.785242296817687 0.206003583499663 0.183155176451789 0.222251764127276 0.0605615752304636 0.0696908868952407 0.104929313659962 0.871819487669478 0.873222718955418 0.877017387900266 0.437429546928985 0.653248216060433 0.704590678115972 0.865450564119227 0.864756923717438 0.861370724191178 0.850380729567355 0.855677204109639 0.844360705597624 0.7038785671732 0.674852292277392 0.664243366865485 0.177515270924767 0.146478679162355 0.157714837850206 0.843487662966062 0.868719153761652 0.860267191408549 0.796821626693459 0.832092416566059 0.815003369683221 0.685637792668195 0.678394555637788 0.689137295271848 0.911239930097006 0.909830381275674 0.913694080988798 0.895850772428147 0.891773968533587 0.894918826009872 0.91371885283504 1 0.905593080021992 0.831608914211389 0.930420222315151 0.793197375198277
"OMM25 D28C" 0.815707518228276 0.805192231468633 0.800286842031644 0.634447431747255 0.622890059407399 0.631581096326168 0.671872147263897 0.675038316305846 0.678433237773974 0.844328024084453 0.846750887319984 0.836618802962379 0.836897400669933 0.839556047846357 0.831721253008573 0.796469271655894 0.798514974966504 0.793799039504651 0.21285007877246 0.172355207264969 0.211342349942062 0.0735886290782035 0.0618980883249967 0.0871320500594265 0.857973365444503 0.858296130209514 0.866473497367883 0.432483490453792 0.655326012227097 0.703923609509749 0.856850082329709 0.85689331231999 0.846981738594351 0.842376277568293 0.848443564538577 0.837399904792429 0.690979911564796 0.669741910570065 0.652019103441833 0.178784385144517 0.137750285365332 0.16296881646019 0.827814884006417 0.853814667795401 0.84259620776613 0.779663902808882 0.815639364049333 0.803978295283498 0.651598331662652 0.642542099466841 0.657482050510089 0.897610016492567 0.903927272850117 0.896669820144605 0.885680535813624 0.877750363163116 0.876070136021212 0.90526773507624 0.905593080021992 1 0.827043313066673 0.81953638850221 0.911899439963379
"OMM25 D42A" 0.756614264090292 0.746188060698823 0.745055616923582 0.602254337735912 0.585513550906727 0.601286131594509 0.586965957763818 0.593236327202927 0.591923787263765 0.769253641989343 0.776418868697031 0.765219608922738 0.772191121216381 0.76988786931077 0.767538740231346 0.741784475896502 0.742827435622048 0.743990698118077 0.24629354572082 0.21481859011649 0.247775715340196 0.115742130589829 0.0963934988588025 0.126893131551693 0.77892610231829 0.779114020901731 0.784062307114242 0.401979396790528 0.609368794149891 0.64521664482957 0.783945489046208 0.784215075392961 0.775461195226358 0.774668113608393 0.779672873842998 0.766058510561589 0.63234132077112 0.60402794882137 0.595528794741444 0.186115620905764 0.135815702703832 0.14857338151249 0.766454489118903 0.793498727468208 0.783845029079358 0.731423158964975 0.763723620317378 0.750206824934649 0.575300263974619 0.564515028705071 0.577810982298634 0.81790849785555 0.821025567064018 0.821209824433536 0.815829598321257 0.808650096096467 0.811362795312171 0.93549515927841 0.831608914211389 0.827043313066673 1 0.773782474462603 0.742567350995632
"OMM25 D42B" 0.736405833540981 0.726621414481167 0.723404083387944 0.586708484959556 0.570021125670798 0.579275096777517 0.585417090628346 0.589358997381382 0.586965462573852 0.762957438682045 0.766605221529528 0.758867254014346 0.758280772955201 0.76264430098619 0.756529032649274 0.728849150409352 0.736474855843194 0.734043395338999 0.240295086991987 0.237435897632265 0.224498296897378 0.0930176450938934 0.120222407567076 0.098620287497038 0.767611291520701 0.768543720668685 0.774698742398333 0.396492529585157 0.58772497505526 0.641720783382093 0.778962730587677 0.779952076059103 0.773099935815312 0.769043675368425 0.773858347059125 0.765299876842154 0.620331054054029 0.596670669561623 0.587550325959841 0.1589577575324 0.133185362913119 0.140402522432046 0.764247451801809 0.78627282610544 0.781215127571097 0.726858374832102 0.757835768171516 0.747421506333343 0.576607883297626 0.570325360632965 0.579338865080931 0.813398992332145 0.821530476347697 0.81898371731991 0.812758688487381 0.809818991333191 0.811889032518081 0.826022365602046 0.930420222315151 0.81953638850221 0.773782474462603 1 0.735915692851954
"OMM25 D42C" 0.703800101536531 0.690883259500989 0.688727131744038 0.562393065351677 0.547094617933047 0.556713332956386 0.572707443047299 0.575463188622316 0.581581854761861 0.741593171215786 0.742043987609972 0.73443685159977 0.733613430024652 0.736135941389865 0.732716522457035 0.708943021958823 0.715196337804971 0.715670238684271 0.2598316708925 0.231011189422549 0.277670842280914 0.119516644404282 0.112027042551197 0.155164765097992 0.739624673281381 0.743079250656434 0.74798272975442 0.385962727106452 0.579946037614913 0.625812253663113 0.764985697421619 0.761745138124185 0.752130803357708 0.756484787149705 0.75569923233875 0.75018731487476 0.587872859236317 0.577323142728339 0.558248047482285 0.15872083629093 0.116711122635095 0.139622671446752 0.727892697923071 0.748750614521387 0.745249613746493 0.692820930958846 0.723043836153511 0.721690359380254 0.54645974630125 0.537051625982066 0.553574774794639 0.790537598959837 0.802359018236227 0.79105761411639 0.794172801593388 0.792682242027733 0.786832673250129 0.789782084557899 0.793197375198277 0.911899439963379 0.742567350995632 0.735915692851954 1
