"921 D28A" "921 D28B" "921 D28C" "921 D42A" "921 D42B" "921 D42C" "Mel202 Control D7A" "Mel202 Control D7B" "Mel202 Control D7C" "Mel202 D28A" "Mel202 D28B" "Mel202 D28C" "Mel270 D28A" "Mel270 D28B" "Mel270 D28C" "Mel270 D35A" "Mel270 D35B" "Mel270 D35C" "Mel285 D28A" "Mel285 D28B" "Mel285 D28C" "Mel285 D49A" "Mel285 D49B" "Mel285 D49C" "MP38 D28A" "MP38 D28B" "MP38 D28C" "MP38 D65A" "MP38 D65B" "MP38 D65C" "MP41 D28A" "MP41 D28B" "MP41 D28C" "MP41 D32A" "MP41 D32B" "MP41 D32C" "MP46 D28A" "MP46 D28B" "MP46 D28C" "MP46 D64A" "MP46 D64B" "MP46 D64C" "OMM1 D28A" "OMM1 D28B" "OMM1 D28C" "OMM1 D35A" "OMM1 D35B" "OMM1 D35C" "OMM23 Control D7A" "OMM23 Control D7B" "OMM23 Control D7C" "OMM23 D28A" "OMM23 D28B" "OMM23 D28C" "OMM23 D35A" "OMM23 D35B" "OMM23 D35C" "OMM25 D28A" "OMM25 D28B" "OMM25 D28C" "OMM25 D42A" "OMM25 D42B" "OMM25 D42C"
"Mel285 D28C" 0.220903435047611 0.205281892856797 0.211214461971962 0.260648258844265 0.220398938224364 0.243825422970793 0.0987512427899132 0.0978513994768428 0.0979511108853989 0.209098742522441 0.214373344161558 0.219965992725304 0.27208015601889 0.288212183066792 0.311778765908291 0.331753076728597 0.346025078042191 0.395913475661011 0.503795386256974 0.609605836933094 1 0.253097898627581 0.349707543320436 0.886085721430355 0.189862827861131 0.177925077474093 0.187531960655149 0.147029825112193 0.206548802044202 0.252946014909911 0.20796484002014 0.225838111727806 0.199832670746938 0.210188868493021 0.23633768292292 0.201861391685959 0.19823706194542 0.19474704445833 0.189153168216532 0.0841542177474095 0.0466578347161618 0.0624324724105939 0.214860427909826 0.199589539124364 0.219980264099927 0.223428717666484 0.211772066615862 0.231640362012528 0.105927081141635 0.101909649376922 0.103637235562099 0.189907794442991 0.190283208017891 0.198381666654617 0.206897014078534 0.214400023248736 0.221877651519702 0.211103617066894 0.222251764127276 0.211342349942062 0.247775715340196 0.224498296897378 0.277670842280914
"Mel285 D49A" 0.0903527365355594 0.0776302822471676 0.0951469971154181 0.153415430510512 0.0927118291549033 0.155216759363382 0.0063833670297164 0.00532499666813698 0.00582725343454564 0.0747498275379887 0.0847801908292053 0.0859820112776265 0.133688876594555 0.12161510888692 0.148175117068922 0.165149632773084 0.165203343436361 0.203390340128325 0.755183077178032 0.286262890608427 0.253097898627581 1 0.175196623880194 0.137806540840074 0.0436816172665102 0.0411985923163954 0.037776770826689 0.0536103808758579 0.0660978344221298 0.0800534486004263 0.0808888287930282 0.0645038016714655 0.0594503340717405 0.0936451986207826 0.0685904596475307 0.0657216001306579 0.0814253343622859 0.0766910241726729 0.0864121354664833 0.0258217947204715 0.0223902093277534 0.032732878799487 0.0500771698781821 0.0521725548751719 0.0540742467161798 0.0512937135242743 0.0607785370226891 0.060785481989068 0.010702273583806 0.00668627164770999 0.00687768003565534 0.0484620895814604 0.0497566090753104 0.0559406471583793 0.0636148284831293 0.0643826120239639 0.0788065359996096 0.0733692065520698 0.0605615752304636 0.0735886290782035 0.115742130589829 0.0930176450938934 0.119516644404282
"Mel285 D49B" 0.0795688437479775 0.0668792124084613 0.0679807255018705 0.120650255752477 0.101333903936758 0.103885542170811 0.00555185176548474 0.00454203770689889 0.00368434688727935 0.0780956333529099 0.085055508556595 0.0959902923939265 0.110059756241934 0.134650802404165 0.128195274022778 0.142647880892587 0.188140016871525 0.180781739997615 0.304532304935175 0.839308993139718 0.349707543320436 0.175196623880194 1 0.334998063302215 0.0535751436263831 0.0460226779612876 0.0465415505804895 0.0701785716677997 0.0779368456014259 0.106221656760485 0.0665318700342671 0.065528181524345 0.0561699410924788 0.0676708475886275 0.0724962969464591 0.062201850385613 0.0760458918687886 0.0870861449723301 0.0940750411373299 0.0233585595544728 0.0179482930406453 0.0302220475243132 0.068494418668138 0.0481986023073085 0.0730966663109116 0.0681779773660616 0.0552852892377864 0.0870903401500594 0.00759812981355834 0.00595796920809647 0.00476691576926814 0.0484218978328821 0.047962511655405 0.0524697533738117 0.0649873974746644 0.0599667678207262 0.0705670041803202 0.0697830926420373 0.0696908868952407 0.0618980883249967 0.0963934988588025 0.120222407567076 0.112027042551197
"Mel285 D49C" 0.101149600524868 0.083670578154371 0.0919187034538191 0.153316830724966 0.111163983097675 0.132395395133672 0.00759279962278189 0.00737078110430566 0.0071034155930939 0.0900831852659632 0.0933273743377918 0.0992823034338892 0.138459444378026 0.159813396565554 0.185542038722869 0.18958596832022 0.211768316565299 0.266638188816585 0.325538956067069 0.512085265192952 0.886085721430355 0.137806540840074 0.334998063302215 1 0.0729062574280032 0.0559175381015954 0.0654686648802208 0.0811263327321643 0.104302318014418 0.145619728506284 0.0799100241244286 0.102294919591328 0.0712908760475706 0.0823055374229483 0.115936781532266 0.0741662684910036 0.0941062120395443 0.0987509540149413 0.0846768232415433 0.053877319026859 0.0254674300868539 0.034179391947912 0.0957187836396256 0.0731882311279814 0.102159053911351 0.111154809446605 0.0900182566912589 0.116304220114922 0.0138453359043857 0.0121408956599219 0.011003480589177 0.0642675209819866 0.0614956823645622 0.0711231281091034 0.0783687140999104 0.0862114819507089 0.0932364569664841 0.0861276373585075 0.104929313659962 0.0871320500594265 0.126893131551693 0.098620287497038 0.155164765097992
"MP38 D28A" 0.833637363845317 0.827549593965061 0.827940931194382 0.65142116121393 0.635466823325419 0.651390909229826 0.753735688156248 0.757877423611723 0.763768601607237 0.817622415975885 0.830128106646803 0.814002259092525 0.822727328254937 0.824443660864312 0.805954923186835 0.76703628196928 0.774338918133055 0.759034306160922 0.181899199579917 0.157006412111538 0.189862827861131 0.0436816172665102 0.0535751436263831 0.0729062574280032 1 0.951411418098991 0.950238839605869 0.503789752431636 0.686143448383369 0.72824051160521 0.875389964124796 0.865003825339394 0.868519596540301 0.859725180527602 0.859387633564377 0.845573369705357 0.738940619593842 0.713159996314302 0.697042491886275 0.181980087382533 0.148832618886985 0.16358211564785 0.823438017065779 0.850438768512982 0.839863101049143 0.782120254188582 0.812270406028027 0.787547964341521 0.759730559901392 0.749688357165605 0.767214794768794 0.893042749231012 0.88541020791145 0.890864619103408 0.874352651540054 0.86821560173224 0.868274698677323 0.869669107122838 0.871819487669478 0.857973365444503 0.77892610231829 0.767611291520701 0.739624673281381
"MP38 D28B" 0.832165379693547 0.828255953764182 0.827992538429085 0.650238637205806 0.636253886064792 0.652348353035124 0.754701753915404 0.757543456472865 0.76379085998446 0.812841418181631 0.822062487266184 0.80521166585188 0.81546810528124 0.815145948669937 0.797200162248687 0.75847103090365 0.76282286149056 0.749550646092294 0.178962904490966 0.149447978009375 0.177925077474093 0.0411985923163954 0.0460226779612876 0.0559175381015954 0.951411418098991 1 0.951483966503013 0.454518347266165 0.750195149918604 0.725721862083124 0.879443225487988 0.868020888346916 0.871089312481222 0.864274657028243 0.857408986334034 0.845353847860373 0.743516919724291 0.709447762643648 0.694974191784649 0.183576118286142 0.148820801254145 0.159330558091932 0.825051425454952 0.849882587225683 0.841005479331505 0.780480736630976 0.809324813018526 0.786443139991869 0.773677099234532 0.761914041466523 0.779269081435439 0.902630373963623 0.891100784179681 0.899465576599187 0.881564731705924 0.875971601154966 0.877346603262064 0.87322819881257 0.873222718955418 0.858296130209514 0.779114020901731 0.768543720668685 0.743079250656434
"MP38 D28C" 0.837025008706453 0.830597862478449 0.82936617733684 0.651219654756 0.638195928012033 0.65068274336656 0.759565462019176 0.764434060590257 0.768546330932594 0.830352808288122 0.843310771824331 0.828648386108955 0.832287167937403 0.834268447208014 0.814004818084896 0.777269249443331 0.784042862479464 0.765336000195739 0.183533899524414 0.154969945842663 0.187531960655149 0.037776770826689 0.0465415505804895 0.0654686648802208 0.950238839605869 0.951483966503013 1 0.451718079225563 0.69170772779575 0.791660026659936 0.882920661758886 0.873754966711593 0.871960770047819 0.866009614620961 0.866062925653564 0.853044626887153 0.737417726224156 0.708272465847815 0.693947247096605 0.182477400207489 0.148102800246862 0.162670486610446 0.826635618854874 0.853387393724158 0.843933698531922 0.782397883925074 0.81334722309561 0.792095649384548 0.750701377584023 0.741480147836392 0.758917971131877 0.900855725116562 0.896324878959362 0.89820067291984 0.884862177992541 0.874113145210265 0.873947216199815 0.873510998027659 0.877017387900266 0.866473497367883 0.784062307114242 0.774698742398333 0.74798272975442
"MP38 D65A" 0.416695482294705 0.406706022146861 0.416738586285409 0.341510326858436 0.323457402959253 0.346741458188994 0.29720434936447 0.297541907406668 0.301241160359514 0.417198572155398 0.412497961241725 0.409200036406683 0.416551593889898 0.419964283045793 0.412355144703001 0.400399066238249 0.40705477904095 0.403290650569099 0.131923603413035 0.128738114100775 0.147029825112193 0.0536103808758579 0.0701785716677997 0.0811263327321643 0.503789752431636 0.454518347266165 0.451718079225563 1 0.378771454216176 0.405353852958023 0.425279669727394 0.429504055368223 0.417475084294254 0.42510939398787 0.426695646355737 0.408883693192937 0.346717873041817 0.344270359854232 0.328835463050982 0.0903895617890015 0.080182416260111 0.0796503009820109 0.415044128220199 0.430195389222916 0.42738178037026 0.391638684695265 0.413468026610733 0.408950346731016 0.308407596630726 0.303950887726894 0.310925840406596 0.436676455429323 0.435036526383354 0.440724424787575 0.429909788460911 0.433623702148148 0.432105671042032 0.439031657617451 0.437429546928985 0.432483490453792 0.401979396790528 0.396492529585157 0.385962727106452
"MP38 D65B" 0.628714367231278 0.618640834803696 0.622080663373336 0.501424329580777 0.489908057483484 0.505967652462156 0.469656805444589 0.473001295494295 0.478420342089395 0.653893871052459 0.642524276532288 0.637111364998117 0.634426768716568 0.631330665298786 0.627080184386651 0.609884518050397 0.609997313826859 0.607773931045926 0.202083538244259 0.183817638193789 0.206548802044202 0.0660978344221298 0.0779368456014259 0.104302318014418 0.686143448383369 0.750195149918604 0.69170772779575 0.378771454216176 1 0.60952500661708 0.644486134861692 0.640208602106856 0.638477472441015 0.63902524800434 0.639741693137893 0.63002568053309 0.524757594663031 0.51243359692698 0.498411850560382 0.140170948589794 0.122955282177802 0.126756583319846 0.630504967658641 0.650950944652449 0.64328863820467 0.599649162224479 0.622777548180108 0.619537357618117 0.468350971368414 0.456779750756559 0.473165839619547 0.668971698816721 0.669403642238699 0.665821767347312 0.665909961007721 0.657992328319219 0.656103355698803 0.658956149702368 0.653248216060433 0.655326012227097 0.609368794149891 0.58772497505526 0.579946037614913
"MP38 D65C" 0.665669725891461 0.656096996662356 0.658940373988273 0.532146911265856 0.520041884654641 0.532417510183954 0.500655678003514 0.50606733361296 0.509394343569886 0.694112373399584 0.693796302475287 0.689143335158227 0.68536582028013 0.689335093472417 0.678273744854136 0.659648364463279 0.666626509941199 0.661837987389239 0.226176568744716 0.227436145330079 0.252946014909911 0.0800534486004263 0.106221656760485 0.145619728506284 0.72824051160521 0.725721862083124 0.791660026659936 0.405353852958023 0.60952500661708 1 0.689808560215534 0.684848511035821 0.676181505181366 0.682261249165195 0.688044208161321 0.67301430050927 0.558305455207387 0.544477956954142 0.53435719141601 0.148450204380066 0.127894650663862 0.157594717471955 0.674316310900372 0.696825205143423 0.688317914579555 0.642950640475643 0.671259440803961 0.658488297976248 0.489474701491957 0.479517814337421 0.494147107816708 0.708212453792598 0.713813533329496 0.707296965448339 0.706079204954595 0.699299263116321 0.698996492825689 0.699033661551948 0.704590678115972 0.703923609509749 0.64521664482957 0.641720783382093 0.625812253663113
"MP41 D28A" 0.832455139533315 0.823165844760041 0.821329877130808 0.647777031122443 0.633224814896653 0.647634154656605 0.700437071526378 0.703677422353487 0.706611681610713 0.818041388712123 0.834033448106427 0.819362382690384 0.817711324968745 0.821401631031675 0.812094820837365 0.77021609223194 0.780277964270643 0.77273042988447 0.213953109010401 0.182379482834908 0.20796484002014 0.0808888287930282 0.0665318700342671 0.0799100241244286 0.875389964124796 0.879443225487988 0.882920661758886 0.425279669727394 0.644486134861692 0.689808560215534 1 0.913205774146702 0.909824562490147 0.983706387199628 0.904300289922421 0.896626538300652 0.705706375803166 0.683555807016489 0.666876759700762 0.174899551898547 0.145861557339642 0.164431109631898 0.827910699655357 0.852005569766025 0.844106887637394 0.781944766350434 0.815699913344279 0.798960973988448 0.689524713236064 0.679448668022415 0.693852462727066 0.888618395584809 0.891493174426034 0.888883659056907 0.878277254479787 0.876346604537451 0.874488522252588 0.861738608097634 0.865450564119227 0.856850082329709 0.783945489046208 0.778962730587677 0.764985697421619
"MP41 D28B" 0.822560909395261 0.811358795968658 0.810884244594326 0.638356312242231 0.626429826257915 0.638712257612778 0.699228085924837 0.701518049281431 0.701955938070834 0.809778392459814 0.828434973702851 0.816576457758764 0.811357431915735 0.818869690729949 0.810290772145668 0.766417818167356 0.775922987640136 0.770037319765558 0.205388556053736 0.185505986714794 0.225838111727806 0.0645038016714655 0.065528181524345 0.102294919591328 0.865003825339394 0.868020888346916 0.873754966711593 0.429504055368223 0.640208602106856 0.684848511035821 0.913205774146702 1 0.903053008458396 0.899057244108273 0.975058658971979 0.890060026750869 0.697819522110584 0.680206936878527 0.663307241868934 0.170810074945074 0.138232998132314 0.161939623373279 0.822580182147012 0.84840930297986 0.841219332674795 0.772232899935843 0.808555558307131 0.796077807302216 0.690648082225892 0.679060898548573 0.692059436295509 0.887423086992546 0.895115755618587 0.89185550729581 0.87817270485256 0.881842197550724 0.879149031648246 0.860524907173288 0.864756923717438 0.85689331231999 0.784215075392961 0.779952076059103 0.761745138124185
"MP41 D28C" 0.824041941909331 0.817096403189307 0.817392181206228 0.642484650714246 0.627512903857104 0.645169792459204 0.679990631165061 0.683796452340619 0.688893920532488 0.799137910175342 0.81310289933085 0.798812763095297 0.799081652366465 0.801653043021979 0.792698799740412 0.750977515954916 0.757422810447017 0.751704815604558 0.199220077867958 0.166676831754136 0.199832670746938 0.0594503340717405 0.0561699410924788 0.0712908760475706 0.868519596540301 0.871089312481222 0.871960770047819 0.417475084294254 0.638477472441015 0.676181505181366 0.909824562490147 0.903053008458396 1 0.898678688356512 0.894477180996754 0.9787296764532 0.697059787796146 0.674568958996431 0.663936740119189 0.168860475843048 0.138968233500049 0.165627216175824 0.825998304918957 0.853210190985782 0.844194041773915 0.780948722674654 0.815697320125826 0.796007224986999 0.696977133460512 0.68501885951828 0.698683651978018 0.884380701244706 0.883632613521083 0.887540907664345 0.870815380127664 0.875808795939843 0.875237069079642 0.857091669073322 0.861370724191178 0.846981738594351 0.775461195226358 0.773099935815312 0.752130803357708
"MP41 D32A" 0.821432518027032 0.812754988081095 0.811618027973789 0.640692108525915 0.624619653320507 0.641858108126364 0.675005746518198 0.679316618411957 0.682147062959231 0.806382863391158 0.820631509221751 0.805212845998758 0.804843522081646 0.807928040303651 0.798123481080196 0.759821140451596 0.768705934206255 0.762094049667806 0.22102218491043 0.184673243074045 0.210188868493021 0.0936451986207826 0.0676708475886275 0.0823055374229483 0.859725180527602 0.864274657028243 0.866009614620961 0.42510939398787 0.63902524800434 0.682261249165195 0.983706387199628 0.899057244108273 0.898678688356512 1 0.894058096564094 0.886829838306708 0.689066163502948 0.667698552094644 0.652006696429729 0.170994324854245 0.142643193709944 0.161554677938651 0.819525731858801 0.841988757524207 0.833828893228 0.776897351181806 0.808429488338181 0.790766474119214 0.666411366759159 0.655852697388725 0.670583496210342 0.874913583640781 0.876287246204864 0.87444930267815 0.866341512116142 0.866353219594954 0.863003070341219 0.848217917157337 0.850380729567355 0.842376277568293 0.774668113608393 0.769043675368425 0.756484787149705
"MP41 D32B" 0.820755111261182 0.809806586361012 0.809949389282098 0.638461031314087 0.623889623118481 0.639103673114827 0.674356289954863 0.678838956756931 0.678610868606107 0.811675434900537 0.828489917277288 0.816849166093693 0.811815203500064 0.816814372693865 0.807382747467779 0.770043319245025 0.777688282252916 0.771117354436751 0.211238695137717 0.19434907567109 0.23633768292292 0.0685904596475307 0.0724962969464591 0.115936781532266 0.859387633564377 0.857408986334034 0.866062925653564 0.426695646355737 0.639741693137893 0.688044208161321 0.904300289922421 0.975058658971979 0.894477180996754 0.894058096564094 1 0.886227974827191 0.686653999739561 0.667688504366295 0.653958438900506 0.168718328293964 0.134158073925357 0.160171160989995 0.819065365212783 0.843874327474122 0.836783153270389 0.776479312003271 0.807756860204267 0.794414679792752 0.65801239638295 0.646683234662908 0.6615766541658 0.873228168357875 0.880864891410886 0.875380025794601 0.867923387080172 0.866482346295611 0.863221683556259 0.850568484286564 0.855677204109639 0.848443564538577 0.779672873842998 0.773858347059125 0.75569923233875
"MP41 D32C" 0.807990543074445 0.797970096804596 0.799653523748281 0.627547473975076 0.613837253258371 0.629255097486977 0.660962263988099 0.666814749384395 0.668474408952302 0.802556346712085 0.817916761910275 0.804927845403035 0.798072791295282 0.801180888456021 0.792934676261563 0.753721881520447 0.762545437287244 0.754048401770119 0.210963718403717 0.178320650938246 0.201861391685959 0.0657216001306579 0.062201850385613 0.0741662684910036 0.845573369705357 0.845353847860373 0.853044626887153 0.408883693192937 0.63002568053309 0.67301430050927 0.896626538300652 0.890060026750869 0.9787296764532 0.886829838306708 0.886227974827191 1 0.67164537321467 0.655102032014034 0.643318856128214 0.162844849572834 0.136204386987184 0.164668223159755 0.808529616776216 0.838776248125504 0.828269025760974 0.76770770705965 0.803414727430967 0.786713493864765 0.647761528696832 0.636429378114907 0.651697447670509 0.860436024523485 0.870761471816485 0.864384233598375 0.857444100428498 0.857883084110226 0.853559441765762 0.838075767832924 0.844360705597624 0.837399904792429 0.766058510561589 0.765299876842154 0.75018731487476
"MP46 D28A" 0.70242267093542 0.694657048677702 0.698266087890347 0.557472487113333 0.538689064341298 0.556674242247394 0.64223334470026 0.641461774226976 0.644873753644447 0.654094809849547 0.663871224407103 0.660896179986604 0.680929978497609 0.682405549764493 0.673789238899637 0.643616086798968 0.646095955169296 0.643113170439577 0.19575600599681 0.167964107885112 0.19823706194542 0.0814253343622859 0.0760458918687886 0.0941062120395443 0.738940619593842 0.743516919724291 0.737417726224156 0.346717873041817 0.524757594663031 0.558305455207387 0.705706375803166 0.697819522110584 0.697059787796146 0.689066163502948 0.686653999739561 0.67164537321467 1 0.69236973665466 0.620979965109192 0.437747004933658 0.176332646868742 0.169657946482351 0.668376792942034 0.682633028451089 0.67526594565451 0.627000996765654 0.650931765109262 0.630963843895665 0.668664845685238 0.661040091582979 0.667859547881212 0.712147757195429 0.698405092281873 0.712922908810768 0.686575485526575 0.683256765226561 0.692365809793519 0.703624887632415 0.7038785671732 0.690979911564796 0.63234132077112 0.620331054054029 0.587872859236317
"MP46 D28B" 0.672690942683953 0.663115112891346 0.659542486079026 0.525336610601358 0.515616030111589 0.52310167211269 0.636527096432452 0.633292241971824 0.642500870459818 0.644240280927319 0.655230201905922 0.655695503901048 0.669335268357766 0.668495730295613 0.666198444967932 0.631354375824985 0.636647484992536 0.633858906642851 0.192818558517563 0.176405310856229 0.19474704445833 0.0766910241726729 0.0870861449723301 0.0987509540149413 0.713159996314302 0.709447762643648 0.708272465847815 0.344270359854232 0.51243359692698 0.544477956954142 0.683555807016489 0.680206936878527 0.674568958996431 0.667698552094644 0.667688504366295 0.655102032014034 0.69236973665466 1 0.601598300420725 0.204964959249153 0.397456959434313 0.166291365110706 0.626652435639723 0.648185236687689 0.640034720421832 0.584582449186555 0.611519574946028 0.604668552567415 0.630125370661095 0.622572488495092 0.638641018941995 0.682205509139983 0.675924946403944 0.682429866999606 0.666337063305884 0.656777001339215 0.663557714575223 0.675854133936157 0.674852292277392 0.669741910570065 0.60402794882137 0.596670669561623 0.577323142728339
"MP46 D28C" 0.660171328955564 0.652724346292424 0.652984764462939 0.522986083750803 0.507403723370705 0.516012145512262 0.611182475187313 0.60640448971116 0.613251765170732 0.622777478134713 0.636802594814465 0.630330201453191 0.650182653484208 0.652726171834147 0.644666002642524 0.616003511227375 0.620837404667832 0.613842616543469 0.202352695068154 0.185133583265424 0.189153168216532 0.0864121354664833 0.0940750411373299 0.0846768232415433 0.697042491886275 0.694974191784649 0.693947247096605 0.328835463050982 0.498411850560382 0.53435719141601 0.666876759700762 0.663307241868934 0.663936740119189 0.652006696429729 0.653958438900506 0.643318856128214 0.620979965109192 0.601598300420725 1 0.168310923135911 0.128464760113752 0.436032655787308 0.621372046793959 0.641465397537504 0.634681866999139 0.580964103256601 0.611242093910606 0.596549382228331 0.622833058036912 0.615309708888798 0.623455320334278 0.667754547732186 0.65951867059776 0.670772071414882 0.646527968984299 0.644423679486051 0.65073884209028 0.666671470992161 0.664243366865485 0.652019103441833 0.595528794741444 0.587550325959841 0.558248047482285
"MP46 D64A" 0.185746568063803 0.181001278919495 0.182360869234443 0.145137899546507 0.139914057016134 0.149562957766795 0.148335442829408 0.150511577693726 0.151188201972655 0.17449205135731 0.179019884147517 0.17953217257507 0.18263075173905 0.185113921440464 0.184288834273217 0.178422892918624 0.181832301454881 0.179909471533833 0.0654778884401997 0.059518844162667 0.0841542177474095 0.0258217947204715 0.0233585595544728 0.053877319026859 0.181980087382533 0.183576118286142 0.182477400207489 0.0903895617890015 0.140170948589794 0.148450204380066 0.174899551898547 0.170810074945074 0.168860475843048 0.170994324854245 0.168718328293964 0.162844849572834 0.437747004933658 0.204964959249153 0.168310923135911 1 0.143338244144689 0.058807639973421 0.167767896461169 0.176179385085173 0.170007231769552 0.155352908165869 0.168582470883914 0.163893793271211 0.153009636912495 0.15225296173723 0.152747277059969 0.178657793066308 0.174657507637126 0.173823766992423 0.171369829347223 0.172100384758734 0.168923494746621 0.183128807176729 0.177515270924767 0.178784385144517 0.186115620905764 0.1589577575324 0.15872083629093
"MP46 D64B" 0.149317259173491 0.144354958634046 0.141571034177178 0.115656831383213 0.113793182402253 0.116031893707681 0.121918069925281 0.121372196329979 0.119360902459116 0.143706109835144 0.139445740246777 0.14805529880046 0.147796414498084 0.150403760682951 0.151007780037977 0.142466960754857 0.141823885719562 0.147089473260129 0.0497283942222649 0.0414902826601737 0.0466578347161618 0.0223902093277534 0.0179482930406453 0.0254674300868539 0.148832618886985 0.148820801254145 0.148102800246862 0.080182416260111 0.122955282177802 0.127894650663862 0.145861557339642 0.138232998132314 0.138968233500049 0.142643193709944 0.134158073925357 0.136204386987184 0.176332646868742 0.397456959434313 0.128464760113752 0.143338244144689 1 0.0431672475162449 0.128230607446376 0.141905116371657 0.140202483546043 0.119525776484927 0.131382460402839 0.137505029743495 0.12104631726848 0.11989189689151 0.118595234469663 0.143614376618134 0.141266175573216 0.14104459222258 0.139421117433792 0.13707674480278 0.138779128725297 0.147775535473474 0.146478679162355 0.137750285365332 0.135815702703832 0.133185362913119 0.116711122635095
"MP46 D64C" 0.160351540825681 0.158901160841633 0.154987220593866 0.124714494596865 0.123804366975744 0.118991557147976 0.144292565121357 0.139348773738397 0.144959177186915 0.154149167814785 0.168335023287777 0.168902839611393 0.165795896539058 0.169251121989504 0.169758452094469 0.16502197890268 0.165142240300434 0.161607303904808 0.0758409834875264 0.0669748108056537 0.0624324724105939 0.032732878799487 0.0302220475243132 0.034179391947912 0.16358211564785 0.159330558091932 0.162670486610446 0.0796503009820109 0.126756583319846 0.157594717471955 0.164431109631898 0.161939623373279 0.165627216175824 0.161554677938651 0.160171160989995 0.164668223159755 0.169657946482351 0.166291365110706 0.436032655787308 0.058807639973421 0.0431672475162449 1 0.134883460149362 0.155092089701835 0.153345650586584 0.120549815901093 0.149388904981762 0.142086573599736 0.137185915982605 0.1320239988983 0.137961843037627 0.15741622192348 0.159782610917654 0.158877252131119 0.155251916348093 0.158826721108336 0.155483436245858 0.165122049133812 0.157714837850206 0.16296881646019 0.14857338151249 0.140402522432046 0.139622671446752
"OMM1 D28A" 0.785112959080099 0.779036190883953 0.780744279452427 0.620266417694927 0.604660177172623 0.620843565243531 0.605069541095772 0.607713472301247 0.610593823507188 0.784495376315454 0.782717253201845 0.770244797062363 0.774784214275379 0.776549443946105 0.766835445109876 0.737857820949773 0.738769837234678 0.736808287065083 0.191896676487519 0.175579707519563 0.214860427909826 0.0500771698781821 0.068494418668138 0.0957187836396256 0.823438017065779 0.825051425454952 0.826635618854874 0.415044128220199 0.630504967658641 0.674316310900372 0.827910699655357 0.822580182147012 0.825998304918957 0.819525731858801 0.819065365212783 0.808529616776216 0.668376792942034 0.626652435639723 0.621372046793959 0.167767896461169 0.128230607446376 0.134883460149362 1 0.883129305451239 0.877851580542108 0.970762012713592 0.859150982398142 0.840989564575543 0.629420946393153 0.621091114651351 0.62903609284407 0.848652246110741 0.841761226473439 0.849388546444598 0.834384512758556 0.833762883870936 0.835253661576999 0.841545840161261 0.843487662966062 0.827814884006417 0.766454489118903 0.764247451801809 0.727892697923071
"OMM1 D28B" 0.813601008347683 0.803578995120681 0.806055896812614 0.635476582882969 0.624254163472242 0.638236632377558 0.620332240746091 0.624000297372143 0.627629631768023 0.815589607634639 0.816239172377067 0.80346351746456 0.807881369655404 0.805009398421257 0.798690042781467 0.763575849795367 0.765071865921948 0.763500563522613 0.190838620930193 0.15897365711614 0.199589539124364 0.0521725548751719 0.0481986023073085 0.0731882311279814 0.850438768512982 0.849882587225683 0.853387393724158 0.430195389222916 0.650950944652449 0.696825205143423 0.852005569766025 0.84840930297986 0.853210190985782 0.841988757524207 0.843874327474122 0.838776248125504 0.682633028451089 0.648185236687689 0.641465397537504 0.176179385085173 0.141905116371657 0.155092089701835 0.883129305451239 1 0.905567038795265 0.843450240235406 0.977141954656598 0.869018344334665 0.638342114762247 0.630423557201101 0.640196458533402 0.874415722544405 0.868592988000939 0.874623157485282 0.862162910296754 0.858220856904664 0.860301891038196 0.866075756377853 0.868719153761652 0.853814667795401 0.793498727468208 0.78627282610544 0.748750614521387
"OMM1 D28C" 0.806744598938071 0.796184514208512 0.797456435310305 0.635493458269711 0.619847847670687 0.633741148869443 0.609680618322195 0.613902125301995 0.614396405286893 0.800097669145856 0.802076298319918 0.78956720224984 0.796442598400482 0.794705273946598 0.786140019455757 0.756355273575286 0.755263622615967 0.756719879882251 0.195254378841816 0.18431692556447 0.219980264099927 0.0540742467161798 0.0730966663109116 0.102159053911351 0.839863101049143 0.841005479331505 0.843933698531922 0.42738178037026 0.64328863820467 0.688317914579555 0.844106887637394 0.841219332674795 0.844194041773915 0.833828893228 0.836783153270389 0.828269025760974 0.67526594565451 0.640034720421832 0.634681866999139 0.170007231769552 0.140202483546043 0.153345650586584 0.877851580542108 0.905567038795265 1 0.840365629074243 0.87951768912702 0.972049183704695 0.633158013924931 0.628001869063156 0.634921406588007 0.862876692431717 0.855951603148609 0.864041011256978 0.850794562742975 0.85083599574243 0.852125658473947 0.855737046293156 0.860267191408549 0.84259620776613 0.783845029079358 0.781215127571097 0.745249613746493
