gene	X921.D28A	X921.D28B	X921.D28C	X921.D42A	X921.D42B	X921.D42C
PXDNL	-0.338017950481544	-0.374027546373948	-0.389623290942444	-0.351110534820165	-0.452914838651972	-0.526393688716967
QSOX1	-0.516624405951342	-0.426866404738812	-0.502056192547648	-0.873887525008135	-0.770354788289772	-0.752526846442313
RAD17	-0.666054770586499	-0.723425062065423	-0.695628460511137	-0.800402915106487	-0.98820174947991	-1.14727921975975
RALGPS1	-0.182391421733044	-0.185424133546137	-0.251569202722558	-0.195730966806792	-0.21701835969249	-0.395356665520145
RALGPS2	-0.645657187151935	-0.64928210157831	-0.614521848877253	-0.871673169254859	-0.902956798818747	-0.945102303080237
RAMP2	-0.38911865081028	-0.372955732953729	-0.308410931422251	-0.598383035789376	-0.313996732644405	-0.410579935184419
RAN	-0.897407424112894	-1.11489296131684	-0.986895174252992	-1.10332838637864	-1.23423508765853	-1.07252706804975
RANBP10	-0.350251676849884	-0.268574294012791	-0.282544547074573	-0.620940514497485	-0.217647789384008	-0.193115232272584
RANBP17	-0.0614717840617443	-0.0569449729511126	-0.106533699777497	-0.13491697380954	-0.0970684306165742	-0.201539186623506
RANBP6	-0.112041349419954	-0.135316538505691	-0.0675102491032631	-0.198221957666694	-0.0606114283173509	-0.0946874196020693
RANBP9	-0.454235446990144	-0.478467202664252	-0.543092288828353	-0.643813593516424	-0.612284519353869	-0.822238972362124
RAP1GAP	-0.251658439263229	-0.239503730367762	-0.2331946036699	-0.203104698456319	-0.27938037479925	-0.2332089583042
RAP1GAP2	-0.205811155802762	-0.240377648463545	-0.219882857798109	-0.138757653955428	-0.283234728208128	-0.287468527044816
RB1	-0.332322756183819	-0.201399115380578	-0.197254648716553	-0.376551363368897	-0.157636519696369	-0.159959664525511
RBBP4	-0.816539592727114	-1.08985443506621	-1.28683428043195	-1.11325780175452	-1.61788610190897	-1.52071465208543
RBBP7	-0.122995276030758	-0.089196492603202	-0.0870699845477855	-0.0309335810320084	-0.0838718094345842	-0.0251376432524872
RBM22	-0.372683652139963	-0.456151278310409	-0.425562038611229	-0.628658927688259	-0.509858127072231	-0.593838650158617
RBMX	-0.844545164457244	-0.883454072723937	-0.777631834861746	-1.07238597108182	-0.931202569644683	-1.31787087642622
RBMXL2	-0.227702798476162	-0.22175130200769	-0.184522211846332	-0.220487227652114	-0.276331274280995	-0.275760001643735
RBPJ	-0.132856387668317	-0.186915997254557	-0.219601284175969	-0.0951865884118868	-0.182889639434343	-0.196987233543555
RBPJL	-0.292559664588241	-0.285730273603607	-0.268948012164749	-0.396582974557668	-0.428190416224026	-0.325983084240242
RC3H1	-0.269178429097478	-0.16580716913733	-0.244769907404378	-0.302140060214841	-0.0949468198508769	-0.254538432490178
RC3H2	-0.0603048157942754	-0.00372054544883307	0	-0.0347281225252394	-0.0076964427923759	0
RCBTB1	-0.240440826899915	-0.332228354346965	-0.299512138772859	-0.278981524539802	-0.395478167497034	-0.24613777520829
RCBTB2	-0.197352015214983	-0.283769838009056	-0.25459342055185	-0.147862447305983	-0.414105898149993	-0.309351197049132
RECK	-0.282468610094295	-0.281001425071324	-0.277673336879918	-0.340899351127269	-0.340974456578189	-0.258128755707235
REG3A	-0.142085564428822	-0.262197060557219	-0.173455439765953	-0.364067156877783	-0.283393202371338	-0.225536493904157
RFC2	-0.994446033497709	-1.21702189032837	-1.00361666916392	-1.51890114317987	-1.79929591067987	-1.41141471417026
RGS19	-0.378572312068995	-0.400066188639381	-0.413382437589755	-0.587657198488845	-0.5033951710374	-0.554043758365271
RHBDF1	-0.656267851999998	-0.762831304097876	-0.730762691365123	-0.918332752692752	-0.879505961205659	-0.73692441338653
RHBDF2	-0.224134046900719	-0.323294256798316	-0.35578344056496	-0.164517031362624	-0.373392112530377	-0.348887635435904
RHOBTB2	-0.461782276991789	-0.549223514715953	-0.630439216027767	-0.455776796367112	-0.682437071717405	-0.693443804097974
RHOT1	-0.425608185729383	-0.402426938730291	-0.55447866822025	-0.59894207901551	-0.401232402630936	-0.447727109062429
RHOT2	-0.532318566382755	-0.598998099230479	-0.611055055208201	-0.748147110522505	-0.667788197592656	-0.814976603170198
RIC8A	-1.14090643244197	-1.14793511724509	-1.22827680513812	-1.57663709159514	-1.64513850990158	-1.65511614792717
RIC8B	-0.208262778595083	-0.216058871736761	-0.191097415707223	-0.17779055410803	-0.245644934307447	-0.292696657297037
RIMKLB	-0.292584313132075	-0.299016553202669	-0.273492424775188	-0.319410208669917	-0.433262179782011	-0.365567700523418
