gene	X921.D28A	X921.D28B	X921.D28C	X921.D42A	X921.D42B	X921.D42C
RYBP	-0.190112477599422	-0.0994265980522814	-0.236522391285562	-0.631341880557001	-0.255739775577537	-0.429006160116056
S100A6	-0.26416655953162	-0.254820472453451	-0.154725562120867	-0.301711956403235	-0.333663487014848	-0.199352481879034
S1PR4	-0.335762477154879	-0.433656673614178	-0.420667869899049	-0.385150334674428	-0.571797197425243	-0.493852931880598
SAFB2	-0.379311720221655	-0.53114656132716	-0.475203433285376	-0.485416264294613	-0.784917268022227	-0.866586334542399
safe_control	-0.0925035981549247	-0.122003128444866	-0.123017702918393	-0.165554036443432	-0.149804638266173	-0.164003741523846
SAMD4A	-0.267658800425009	-0.321948688399206	-0.280928612560057	-0.240545231434916	-0.48158977249568	-0.384589578509835
SAMD4B	-0.476472516718423	-0.54192523986703	-0.622872004423721	-0.99822087898502	-0.509053908862852	-1.08540445071215
SAMD9	-0.303749187744703	-0.237148830750407	-0.276975110931198	-0.519492248088237	-0.281032511288118	-0.543167561297213
SAP30	-0.203027805632753	-0.309255369348608	-0.250844260407681	-0.177421588193007	-0.345441535666727	-0.396544434645959
SAP30L	-0.339926830581872	-0.483328045382473	-0.373551167879573	-0.469494928028262	-0.46143709640668	-0.40673027458579
SAR1A	-0.315996566967067	-0.296284281947417	-0.213102118528201	-0.370536294956426	-0.355238789200395	-0.152673027940868
SAR1B	-0.0361993084373052	-0.0949067650490915	-0.123831630860786	-0.047200091206838	-0.204985632694167	-0.0914079968516335
SATB1	-0.119929691891006	-0.0643525990203707	-0.0726142180381968	-0.233900003780793	-0.107790402574728	-0.180257118432806
SATB2	-0.238251547605129	-0.248516752912512	-0.204615679507201	-0.378283405984734	-0.294164661824734	-0.265527038157637
SBF1	-0.431974047889394	-0.364886972990382	-0.412882898994318	-0.314331286013954	-0.312188024888182	-0.46762961130778
SBF2	-0.412623473535719	-0.337745487539309	-0.428532261978868	-0.539682476149592	-0.645906286558267	-0.716113485548911
SBNO1	-0.680725877710544	-0.639449056079771	-0.691635867568623	-0.903543101683601	-0.946442289679952	-0.82260518803671
