gene_pair_id	qc_group	cancer_type	sorted_gene_pair	targetA	targetB	mean_norm_gi	median_norm_gi	variance_norm_gi	nexp	n_replicates	n_guide_pairs	n_sig_guide_pairs	mean_grna_count_all	median_norm_gi_all	variance_norm_gi_all	svar	gi_t_score	plow	phigh	fdr
MED13|MED13L	921 D42	Uveal melanoma	MED13|MED13L	MED13	MED13L	-0.480011313760457	-0.454166362313619	0.821105312858697	96	3	32	5	92.8015564202335	0.127262415929537	1.00623154202811	0.0196041558914181	-4.15262247384448	1.64343370052027e-05	0.999983565662995	1.64343370052027e-05
RANBP9|RANBP10	921 D42	Uveal melanoma	RANBP9|RANBP10	RANBP9	RANBP10	-0.592524062770979	-0.531791147033465	1.41358123853907	96	3	32	6	92.8015564202335	0.127262415929537	1.00623154202811	0.0258407445827904	-4.09985219906478	2.06707038670757e-05	0.999979329296133	2.06707038670757e-05
TNPO2|TNPO1	921 D42	Uveal melanoma	TNPO1|TNPO2	TNPO2	TNPO1	-0.450225527424456	-0.467385544120436	0.768798041934591	72	3	24	3	92.8015564202335	0.127262415929537	1.00623154202811	0.0217890835075513	-4.02847294877644	2.8070159479757e-05	0.99997192984052	2.8070159479757e-05
AHCYL1|AHCYL2	921 D42	Uveal melanoma	AHCYL1|AHCYL2	AHCYL1	AHCYL2	-0.422727734834523	-0.415183402325037	0.711794411886149	96	3	32	1	92.8015564202335	0.127262415929537	1.00623154202811	0.0184535148285492	-3.99316095984447	3.25991389223618e-05	0.999967400861078	3.25991389223618e-05
TOP2B|TOP2A	921 D42	Uveal melanoma	TOP2A|TOP2B	TOP2B	TOP2A	-0.602182171017071	-0.566216267066613	1.85654648700961	96	3	32	3	92.8015564202335	0.127262415929537	1.00623154202811	0.030503536671954	-3.97061718497944	3.58433427656767e-05	0.999964156657234	3.58433427656767e-05
PPP2R1A|PPP2R1B	921 D42	Uveal melanoma	PPP2R1A|PPP2R1B	PPP2R1A	PPP2R1B	-0.563502081254202	-0.491555481665499	1.30850583151296	96	3	32	5	92.8015564202335	0.127262415929537	1.00623154202811	0.0247346876667261	-3.93468210922272	4.16534418931052e-05	0.999958346558107	4.16534418931052e-05
ARID1B|ARID1A	921 D42	Uveal melanoma	ARID1A|ARID1B	ARID1B	ARID1A	-0.463956344903374	-0.413288568524902	0.753818032235191	96	3	32	2	92.8015564202335	0.127262415929537	1.00623154202811	0.0188958687269601	-3.9323596490473	4.20580459972279e-05	0.999957941954003	4.20580459972279e-05
CCNE1|CCND1	921 D42	Uveal melanoma	CCND1|CCNE1	CCNE1	CCND1	-0.493871178782987	-0.465512040153114	1.15225151507852	96	3	32	3	92.8015564202335	0.127262415929537	1.00623154202811	0.0230899053884689	-3.9010220400705	4.78937143057908e-05	0.999952106285694	4.78937143057908e-05
RRM2B|RRM2	921 D42	Uveal melanoma	RRM2|RRM2B	RRM2B	RRM2	-0.5640181029234	-0.469393532516839	1.08989031711885	84	3	28	4	92.8015564202335	0.127262415929537	1.00623154202811	0.024092150711839	-3.84402487263503	6.05163653507749e-05	0.999939483634649	6.05163653507749e-05
EXOC6|EXOC6B	921 D42	Uveal melanoma	EXOC6|EXOC6B	EXOC6	EXOC6B	-0.527350816250685	-0.466569349185933	1.22908308771401	96	3	32	3	92.8015564202335	0.127262415929537	1.00623154202811	0.0238986587846319	-3.84128615324609	6.11956675313618e-05	0.999938804332469	6.11956675313618e-05
COX6B1|COX6B2	921 D42	Uveal melanoma	COX6B1|COX6B2	COX6B1	COX6B2	-0.456774664210012	-0.415956922569646	0.920304127908666	96	3	32	2	92.8015564202335	0.127262415929537	1.00623154202811	0.0206483539445756	-3.78035429900479	7.83026722711626e-05	0.999921697327729	7.83026722711626e-05
PLEK2|MRPL41	921 D42	Uveal melanoma	MRPL41|PLEK2	PLEK2	MRPL41	-0.505774315730304	-0.436171828449449	1.18420523917584	96	3	32	4	92.8015564202335	0.127262415929537	1.00623154202811	0.0234262603789669	-3.68121985643065	0.000116060368798164	0.999883939631202	0.000116060368798164
PCDH1|CDIPT	921 D42	Uveal melanoma	CDIPT|PCDH1	PCDH1	CDIPT	-0.659831336928193	-0.469276580912612	1.28330820600411	84	3	28	2	92.8015564202335	0.127262415929537	1.00623154202811	0.0264224867225048	-3.66988111317093	0.000121331650518181	0.999878668349482	0.000121331650518181
CAB39L|CAB39	921 D42	Uveal melanoma	CAB39|CAB39L	CAB39L	CAB39	-0.81459058633505	-0.562271063041761	2.58665560906763	96	3	32	8	92.8015564202335	0.127262415929537	1.00623154202811	0.0381888958515121	-3.52847306395023	0.000208982240930216	0.99979101775907	0.000208982240930216
CAP2|CAP1	921 D42	Uveal melanoma	CAP1|CAP2	CAP2	CAP1	-0.365969442124533	-0.369105821551452	0.967283674098941	96	3	32	3	92.8015564202335	0.127262415929537	1.00623154202811	0.0211428754834206	-3.41367331495265	0.000320466890534789	0.999679533109465	0.000320466890534789
DDX17|DDX5	921 D42	Uveal melanoma	DDX5|DDX17	DDX17	DDX5	-0.580765245447681	-0.387394628936599	1.22535169238976	96	3	32	2	92.8015564202335	0.127262415929537	1.00623154202811	0.0238593809391134	-3.3318722114129	0.000431319286588132	0.999568680713412	0.000431319286588132
SLC11A1|SLC11A2	921 D42	Uveal melanoma	SLC11A1|SLC11A2	SLC11A1	SLC11A2	-0.445281948199294	-0.336129161168261	0.90004789386882	96	3	32	2	92.8015564202335	0.127262415929537	1.00623154202811	0.0204351304283667	-3.24160003618633	0.000594303548334213	0.999405696451666	0.000594303548334213
PUM2|PUM1	921 D42	Uveal melanoma	PUM1|PUM2	PUM2	PUM1	-0.568800867584278	-0.417904967025927	1.67489013685635	96	3	32	4	92.8015564202335	0.127262415929537	1.00623154202811	0.0285913645650776	-3.22412909505532	0.000631782117806139	0.999368217882194	0.000631782117806139
SNRPD3|CLNS1A	921 D42	Uveal melanoma	CLNS1A|SNRPD3	SNRPD3	CLNS1A	-0.370765968139274	-0.395886049086428	1.36106196775871	84	3	28	3	92.8015564202335	0.127262415929537	1.00623154202811	0.0273592790328012	-3.16280656080918	0.00078128060493959	0.99921871939506	0.00078128060493959
CTPS2|CTPS1	921 D42	Uveal melanoma	CTPS1|CTPS2	CTPS2	CTPS1	-0.367564543603803	-0.350722236749071	1.17736316802886	87	3	29	5	92.8015564202335	0.127262415929537	1.00623154202811	0.0246512114675373	-3.04435166958485	0.00116591193578065	0.998834088064219	0.00116591193578065
CTR9|PAF1	921 D42	Uveal melanoma	CTR9|PAF1	CTR9	PAF1	-0.323094164777507	-0.299860421245617	0.881414234791277	96	3	32	0	92.8015564202335	0.127262415929537	1.00623154202811	0.0202389866486031	-3.00232989541807	0.0013396083005359	0.998660391699464	0.0013396083005359
CREBBP|EP300	921 D42	Uveal melanoma	CREBBP|EP300	CREBBP	EP300	-0.413817549651537	-0.29016611438096	0.858082288163468	96	3	32	3	92.8015564202335	0.127262415929537	1.00623154202811	0.0199933872104157	-2.95215353403516	0.00157782990810318	0.998422170091897	0.00157782990810318
INTS6L|INTS6	921 D42	Uveal melanoma	INTS6|INTS6L	INTS6L	INTS6	-0.542270918679892	-0.40844489206227	1.61778064983333	72	3	24	3	92.8015564202335	0.127262415929537	1.00623154202811	0.0337465850272519	-2.91616877478237	0.0017717937758343	0.998228206224166	0.0017717937758343
TOMM22|MTX1	921 D42	Uveal melanoma	MTX1|TOMM22	TOMM22	MTX1	-0.269956128662022	-0.310187277872894	0.727773034367093	63	3	21	1	92.8015564202335	0.127262415929537	1.00623154202811	0.0226992168197092	-2.9035056821317	0.00184505137314087	0.998154948626859	0.00184505137314087
HUS1|HUS1B	921 D42	Uveal melanoma	HUS1|HUS1B	HUS1	HUS1B	-0.369941828447724	-0.299753677964062	1.05619882580012	96	3	32	1	92.8015564202335	0.127262415929537	1.00623154202811	0.0220788244486963	-2.87379821281292	0.00202783996600114	0.997972160033999	0.00202783996600114
TIMP2|PCGF1	921 D42	Uveal melanoma	PCGF1|TIMP2	TIMP2	PCGF1	-0.321441064243708	-0.284769151898663	0.928407941157418	96	3	32	1	92.8015564202335	0.127262415929537	1.00623154202811	0.0207336572419309	-2.86149198271878	0.00210826083989713	0.997891739160103	0.00210826083989713
NRBP1|NRBP2	921 D42	Uveal melanoma	NRBP1|NRBP2	NRBP1	NRBP2	-0.458600889639457	-0.313129132964319	1.23106839918738	96	3	32	6	92.8015564202335	0.127262415929537	1.00623154202811	0.0239195568001411	-2.84749134069599	0.00220326464933369	0.997796735350666	0.00220326464933369
