"geneSymbol","modelName","tissue","cancerType","fc_clean","bf_scaled","modelId","geneId","isPanCancer","source"
"NTS","Mel-202","Eye","Melanoma","0.33601","6.051","SIDM01357","SIDG22390","","Broad"
"ACO2","Mel-202","Eye","Melanoma","0.33614","6.174","SIDM01357","SIDG00212","","Broad"
"GALR1","Mel-202","Eye","Melanoma","0.33618","5.936","SIDM01357","SIDG09783","","Broad"
"ASTN2","Mel-202","Eye","Melanoma","0.33627","6.054","SIDM01357","SIDG01701","","Broad"
"IL25","Mel-202","Eye","Melanoma","0.33627","5.937","SIDM01357","SIDG13018","","Broad"
"ACBD4","Mel-202","Eye","Melanoma","0.33629","5.938","SIDM01357","SIDG00188","","Broad"
"CYP2C19","Mel-202","Eye","Melanoma","0.33636","5.874","SIDM01357","SIDG05895","","Broad"
"GKN2","Mel-202","Eye","Melanoma","0.33649","5.875","SIDM01357","SIDG10142","","Broad"
"NLK","Mel-202","Eye","Melanoma","0.33649","5.81","SIDM01357","SIDG21928","","Broad"
"MAP6D1","Mel-202","Eye","Melanoma","0.33661","6.056","SIDM01357","SIDG17228","","Broad"
"SUN1","Mel-202","Eye","Melanoma","0.33662","5.811","SIDM01357","SIDG36903","","Broad"
"RIPPLY1","Mel-202","Eye","Melanoma","0.33669","5.942","SIDM01357","SIDG27263","","Broad"
"FSTL5","Mel-202","Eye","Melanoma","0.33672","5.812","SIDM01357","SIDG09544","","Broad"
"STK11IP","Mel-202","Eye","Melanoma","0.33689","5.813","SIDM01357","SIDG36714","","Broad"
"GPR15","Mel-202","Eye","Melanoma","0.33692","5.995","SIDM01357","SIDG10499","","Broad"
"KRT82","Mel-202","Eye","Melanoma","0.33696","5.866","SIDM01357","SIDG14173","","Broad"
"PLK3","Mel-202","Eye","Melanoma","0.33697","5.814","SIDM01357","SIDG25031","","Broad"
"MISP","Mel-202","Eye","Melanoma","0.33699","5.943","SIDM01357","SIDG19767","","Broad"
"HIVEP3","Mel-202","Eye","Melanoma","0.33699","5.943","SIDM01357","SIDG11383","","Broad"
"C1orf174","Mel-202","Eye","Melanoma","0.33704","5.814","SIDM01357","SIDG02710","","Broad"
"CD74","Mel-202","Eye","Melanoma","0.33721","5.868","SIDM01357","SIDG03980","","Broad"
"LBP","Mel-202","Eye","Melanoma","0.33725","5.816","SIDM01357","SIDG14425","","Broad"
"PTCRA","Mel-202","Eye","Melanoma","0.33725","5.946","SIDM01357","SIDG26194","","Broad"
"ANKDD1B","Mel-202","Eye","Melanoma","0.33727","6.184","SIDM01357","SIDG00993","","Broad"
"NRK","Mel-202","Eye","Melanoma","0.33734","5.945","SIDM01357","SIDG22302","","Broad"
"MAP2K6","Mel-202","Eye","Melanoma","0.33735","5.947","SIDM01357","SIDG17198","","Broad"
"CDHR5","Mel-202","Eye","Melanoma","0.33743","5.817","SIDM01357","SIDG04135","","Broad"
"SH3TC1","Mel-202","Eye","Melanoma","0.33752","6.064","SIDM01357","SIDG34361","","Broad"
"TLCD2","Mel-202","Eye","Melanoma","0.33752","6.068","SIDM01357","SIDG37758","","Broad"
"ELMOD2","Mel-202","Eye","Melanoma","0.33753","5.884","SIDM01357","SIDG07679","","Broad"
"MLYCD","Mel-202","Eye","Melanoma","0.33753","5.884","SIDM01357","SIDG19825","","Broad"
"YWHAQ","Mel-202","Eye","Melanoma","0.33756","5.818","SIDM01357","SIDG41371","","Broad"
"TULP3","Mel-202","Eye","Melanoma","0.3376","5.949","SIDM01357","SIDG39967","","Broad"
"RNF215","Mel-202","Eye","Melanoma","0.33765","6.065","SIDM01357","SIDG29171","","Broad"
"ENTPD6","Mel-202","Eye","Melanoma","0.33775","6.07","SIDM01357","SIDG07847","","Broad"
"HDAC5","Mel-202","Eye","Melanoma","0.33782","5.873","SIDM01357","SIDG11119","","Broad"
"MPI","Mel-202","Eye","Melanoma","0.33785","5.735","SIDM01357","SIDG19951","","Broad"
"CYP27B1","Mel-202","Eye","Melanoma","0.33803","5.822","SIDM01357","SIDG05987","","Broad"
"JAGN1","Mel-202","Eye","Melanoma","0.33804","6.069","SIDM01357","SIDG13373","","Broad"
"ANK1","Mel-202","Eye","Melanoma","0.33814","5.952","SIDM01357","SIDG00988","","Broad"
"NCOA7","Mel-202","Eye","Melanoma","0.33817","5.952","SIDM01357","SIDG21489","","Broad"
"N4BP2L1","Mel-202","Eye","Melanoma","0.33817","6.073","SIDM01357","SIDG21257","","Broad"
"SASH3","Mel-202","Eye","Melanoma","0.33823","6.074","SIDM01357","SIDG33696","","Broad"
"PNPO","Mel-202","Eye","Melanoma","0.33827","5.824","SIDM01357","SIDG25164","","Broad"
"TK2","Mel-202","Eye","Melanoma","0.33827","5.953","SIDM01357","SIDG37751","","Broad"
"KPRP","Mel-202","Eye","Melanoma","0.33828","5.955","SIDM01357","SIDG13958","","Broad"
"BMP4","Mel-202","Eye","Melanoma","0.33832","5.955","SIDM01357","SIDG02348","","Broad"
"LHCGR","Mel-202","Eye","Melanoma","0.33845","6.194","SIDM01357","SIDG14578","","Broad"
"TSPAN1","Mel-202","Eye","Melanoma","0.33863","5.827","SIDM01357","SIDG39678","","Broad"
"RNF133","Mel-202","Eye","Melanoma","0.33876","6.078","SIDM01357","SIDG29128","","Broad"
"GFRAL","Mel-202","Eye","Melanoma","0.33878","5.828","SIDM01357","SIDG10034","","Broad"
"KRCC1","Mel-202","Eye","Melanoma","0.33884","5.894","SIDM01357","SIDG13967","","Broad"
"SLC8A3","Mel-202","Eye","Melanoma","0.33885","6.198","SIDM01357","SIDG34632","","Broad"
"ABRAXAS2","Mel-202","Eye","Melanoma","0.33894","5.96","SIDM01357","SIDG00160","","Broad"
"H1-7","Mel-202","Eye","Melanoma","0.33895","5.882","SIDM01357","SIDG10920","","Broad"
"CACUL1","Mel-202","Eye","Melanoma","0.33908","6.081","SIDM01357","SIDG03334","","Broad"
"ZNF589","Mel-202","Eye","Melanoma","0.3391","5.883","SIDM01357","SIDG42136","","Broad"
"HINT1","Mel-202","Eye","Melanoma","0.33916","5.745","SIDM01357","SIDG11274","","Broad"
"DPT","Mel-202","Eye","Melanoma","0.33918","6.201","SIDM01357","SIDG06947","","Broad"
"INVS","Mel-202","Eye","Melanoma","0.33946","5.899","SIDM01357","SIDG13158","","Broad"
"KITLG","Mel-202","Eye","Melanoma","0.3395","5.965","SIDM01357","SIDG13800","","Broad"
"BCL6B","Mel-202","Eye","Melanoma","0.33959","5.749","SIDM01357","SIDG02193","","Broad"
"LGALSL","Mel-202","Eye","Melanoma","0.33967","5.749","SIDM01357","SIDG14563","","Broad"
"ATP8B4","Mel-202","Eye","Melanoma","0.33972","6.018","SIDM01357","SIDG01930","","Broad"
"PARVG","Mel-202","Eye","Melanoma","0.33974","5.888","SIDM01357","SIDG23955","","Broad"
"IL6","Mel-202","Eye","Melanoma","0.33975","6.206","SIDM01357","SIDG12955","","Broad"
"UTS2R","Mel-202","Eye","Melanoma","0.33984","5.751","SIDM01357","SIDG40608","","Broad"
"TMEM247","Mel-202","Eye","Melanoma","0.33995","6.088","SIDM01357","SIDG38115","","Broad"
"CEBPB","Mel-202","Eye","Melanoma","0.33995","6.088","SIDM01357","SIDG04287","","Broad"
"BATF2","Mel-202","Eye","Melanoma","0.34013","6.209","SIDM01357","SIDG02125","","Broad"
"RNF7","Mel-202","Eye","Melanoma","0.3402","5.905","SIDM01357","SIDG29084","","Broad"
"SYT13","Mel-202","Eye","Melanoma","0.34025","5.969","SIDM01357","SIDG37027","","Broad"
"ELK4","Mel-202","Eye","Melanoma","0.34029","6.023","SIDM01357","SIDG07665","","Broad"
"PRSS12","Mel-202","Eye","Melanoma","0.34034","5.972","SIDM01357","SIDG25968","","Broad"
"SCAF4","Mel-202","Eye","Melanoma","0.34037","5.907","SIDM01357","SIDG33737","","Broad"
"HSPB8","Mel-202","Eye","Melanoma","0.34044","5.972","SIDM01357","SIDG12092","","Broad"
"HGH1","Mel-202","Eye","Melanoma","0.34047","5.894","SIDM01357","SIDG11221","","Broad"
"BMPER","Mel-202","Eye","Melanoma","0.34051","5.971","SIDM01357","SIDG02358","","Broad"
"ROBO2","Mel-202","Eye","Melanoma","0.34063","6.091","SIDM01357","SIDG31237","","Broad"
"ONECUT3","Mel-202","Eye","Melanoma","0.34077","6.215","SIDM01357","SIDG22661","","Broad"
"GSTM4","Mel-202","Eye","Melanoma","0.34092","5.759","SIDM01357","SIDG10756","","Broad"
"SERPINA11","Mel-202","Eye","Melanoma","0.34097","6.029","SIDM01357","SIDG34160","","Broad"
"ZNF467","Mel-202","Eye","Melanoma","0.34101","6.217","SIDM01357","SIDG42024","","Broad"
"SHTN1","Mel-202","Eye","Melanoma","0.34103","5.76","SIDM01357","SIDG34415","","Broad"
"AEBP1","Mel-202","Eye","Melanoma","0.34134","6.1","SIDM01357","SIDG00556","","Broad"
"DYNLT2B","Mel-202","Eye","Melanoma","0.34147","6.033","SIDM01357","SIDG37387","","Broad"
"FAM126B","Mel-202","Eye","Melanoma","0.34153","5.916","SIDM01357","SIDG08569","","Broad"
"SBF1","Mel-202","Eye","Melanoma","0.34153","5.981","SIDM01357","SIDG33713","","Broad"
"ZBTB20","Mel-202","Eye","Melanoma","0.34154","6.099","SIDM01357","SIDG41441","","Broad"
"MAGEA11","Mel-202","Eye","Melanoma","0.34156","5.903","SIDM01357","SIDG17096","","Broad"
"ABL2","Mel-202","Eye","Melanoma","0.3418","6.104","SIDM01357","SIDG00151","","Broad"
"TRIM58","Mel-202","Eye","Melanoma","0.3419","6.036","SIDM01357","SIDG39122","","Broad"
"CXCR6","Mel-202","Eye","Melanoma","0.34209","6.038","SIDM01357","SIDG05775","","Broad"
"EME1","Mel-202","Eye","Melanoma","0.34213","6.107","SIDM01357","SIDG07761","","Broad"
"LFNG","Mel-202","Eye","Melanoma","0.34215","5.855","SIDM01357","SIDG14545","","Broad"
"ANKS4B","Mel-202","Eye","Melanoma","0.34217","6.104","SIDM01357","SIDG01109","","Broad"
"TAS2R16","Mel-202","Eye","Melanoma","0.3422","6.104","SIDM01357","SIDG37162","","Broad"
"ZNF615","Mel-202","Eye","Melanoma","0.34228","5.856","SIDM01357","SIDG42159","","Broad"
"SMPDL3A","Mel-202","Eye","Melanoma","0.34239","5.91","SIDM01357","SIDG35208","","Broad"
"COMMD1","Mel-202","Eye","Melanoma","0.34252","6.23","SIDM01357","SIDG05153","","Broad"
"TMC5","Mel-202","Eye","Melanoma","0.34265","6.108","SIDM01357","SIDG37827","","Broad"
"ATF7IP2","Mel-202","Eye","Melanoma","0.34277","5.992","SIDM01357","SIDG01734","","Broad"
"TGFA","Mel-202","Eye","Melanoma","0.34278","6.233","SIDM01357","SIDG37566","","Broad"
"ABHD2","Mel-202","Eye","Melanoma","0.34285","5.99","SIDM01357","SIDG00113","","Broad"
"MOB3C","Mel-202","Eye","Melanoma","0.34293","6.111","SIDM01357","SIDG19887","","Broad"
"GLRA4","Mel-202","Eye","Melanoma","0.34294","6.111","SIDM01357","SIDG10199","","Broad"
"DRD1","Mel-202","Eye","Melanoma","0.34301","5.915","SIDM01357","SIDG06980","","Broad"
"DRD2","Mel-202","Eye","Melanoma","0.34306","5.776","SIDM01357","SIDG06982","","Broad"
"PPP1R1B","Mel-202","Eye","Melanoma","0.34326","5.917","SIDM01357","SIDG25511","","Broad"
"DENND2A","Mel-202","Eye","Melanoma","0.34332","6.117","SIDM01357","SIDG06364","","Broad"
"IDO1","Mel-202","Eye","Melanoma","0.34334","5.996","SIDM01357","SIDG12296","","Broad"
"AMMECR1","Mel-202","Eye","Melanoma","0.3435","5.78","SIDM01357","SIDG00930","","Broad"
"MBD5","Mel-202","Eye","Melanoma","0.34355","5.78","SIDM01357","SIDG17364","","Broad"
"DPEP2","Mel-202","Eye","Melanoma","0.34357","6.119","SIDM01357","SIDG06892","","Broad"
"ADGRF3","Mel-202","Eye","Melanoma","0.34375","5.782","SIDM01357","SIDG00476","","Broad"
"ZBTB4","Mel-202","Eye","Melanoma","0.34375","5.92","SIDM01357","SIDG41420","","Broad"
"ATP5IF1","Mel-202","Eye","Melanoma","0.3438","6","SIDM01357","SIDG01817","","Broad"
"AKR1C1","Mel-202","Eye","Melanoma","0.3438","5.998","SIDM01357","SIDG00769","","Broad"
"GCSAM","Mel-202","Eye","Melanoma","0.34394","6.243","SIDM01357","SIDG09963","","Broad"
"PAGE1","Mel-202","Eye","Melanoma","0.34394","6.053","SIDM01357","SIDG23838","","Broad"
"ACTL6B","Mel-202","Eye","Melanoma","0.34399","5.784","SIDM01357","SIDG00307","","Broad"
"GIMAP5","Mel-202","Eye","Melanoma","0.34403","5.87","SIDM01357","SIDG10086","","Broad"
"PLXDC1","Mel-202","Eye","Melanoma","0.34404","6.12","SIDM01357","SIDG25068","","Broad"
"ZNF648","Mel-202","Eye","Melanoma","0.34408","6.244","SIDM01357","SIDG42184","","Broad"
"DPYS","Mel-202","Eye","Melanoma","0.34413","5.937","SIDM01357","SIDG06964","","Broad"
"CYP11B1","Mel-202","Eye","Melanoma","0.34414","6.055","SIDM01357","SIDG05974","","Broad"
"CFP","Mel-202","Eye","Melanoma","0.34425","6.004","SIDM01357","SIDG04486","","Broad"
"PHKB","Mel-202","Eye","Melanoma","0.34436","5.925","SIDM01357","SIDG24569","","Broad"
"SLC52A3","Mel-202","Eye","Melanoma","0.34442","6.126","SIDM01357","SIDG35009","","Broad"
"RFESD","Mel-202","Eye","Melanoma","0.34446","6.005","SIDM01357","SIDG27077","","Broad"
"VRK3","Mel-202","Eye","Melanoma","0.34446","6.057","SIDM01357","SIDG40909","","Broad"
"ITPR3","Mel-202","Eye","Melanoma","0.34446","5.94","SIDM01357","SIDG13350","","Broad"
"TCTN2","Mel-202","Eye","Melanoma","0.34447","6.003","SIDM01357","SIDG37390","","Broad"
"ZNF747","Mel-202","Eye","Melanoma","0.34449","6.004","SIDM01357","SIDG42288","","Broad"
"FAF1","Mel-202","Eye","Melanoma","0.34454","5.874","SIDM01357","SIDG08316","","Broad"
"DEFB124","Mel-202","Eye","Melanoma","0.34455","6.124","SIDM01357","SIDG06329","","Broad"
"ZNF773","Mel-202","Eye","Melanoma","0.34456","6.058","SIDM01357","SIDG42301","","Broad"
"ARHGEF3","Mel-202","Eye","Melanoma","0.3446","6.249","SIDM01357","SIDG01413","","Broad"
"SIPA1L1","Mel-202","Eye","Melanoma","0.34481","5.876","SIDM01357","SIDG34472","","Broad"
"RFX1","Mel-202","Eye","Melanoma","0.34481","6.06","SIDM01357","SIDG27107","","Broad"
"KCND3","Mel-202","Eye","Melanoma","0.34485","6.061","SIDM01357","SIDG13495","","Broad"
"DDC","Mel-202","Eye","Melanoma","0.34486","5.929","SIDM01357","SIDG06167","","Broad"
"PHF21A","Mel-202","Eye","Melanoma","0.34488","6.061","SIDM01357","SIDG24557","","Broad"
"ZNF653","Mel-202","Eye","Melanoma","0.34489","5.93","SIDM01357","SIDG42189","","Broad"
"PRRT2","Mel-202","Eye","Melanoma","0.34508","6.132","SIDM01357","SIDG25951","","Broad"
"SS18L1","Mel-202","Eye","Melanoma","0.3451","6.253","SIDM01357","SIDG36502","","Broad"
"SPINK8","Mel-202","Eye","Melanoma","0.34511","5.945","SIDM01357","SIDG36311","","Broad"
"TFPI","Mel-202","Eye","Melanoma","0.34524","5.932","SIDM01357","SIDG37558","","Broad"
"PPP2R1B","Mel-202","Eye","Melanoma","0.34532","6.131","SIDM01357","SIDG25583","","Broad"
"TMOD1","Mel-202","Eye","Melanoma","0.34533","5.947","SIDM01357","SIDG38155","","Broad"
"ZNF778","Mel-202","Eye","Melanoma","0.34551","6.135","SIDM01357","SIDG42306","","Broad"
"HIP1R","Mel-202","Eye","Melanoma","0.34565","6.013","SIDM01357","SIDG11281","","Broad"
"PLEK2","Mel-202","Eye","Melanoma","0.34566","5.797","SIDM01357","SIDG24982","","Broad"
"TIMP2","Mel-202","Eye","Melanoma","0.34574","6.137","SIDM01357","SIDG37733","","Broad"
"FAM135A","Mel-202","Eye","Melanoma","0.34583","5.798","SIDM01357","SIDG08580","","Broad"
"TCHH","Mel-202","Eye","Melanoma","0.34586","6.136","SIDM01357","SIDG37357","","Broad"
"CLIC4","Mel-202","Eye","Melanoma","0.34597","6.07","SIDM01357","SIDG04851","","Broad"
"RELL1","Mel-202","Eye","Melanoma","0.34597","6.261","SIDM01357","SIDG27020","","Broad"
"ZNF286A","Mel-202","Eye","Melanoma","0.34604","6.018","SIDM01357","SIDG41914","","Broad"
"ZNF48","Mel-202","Eye","Melanoma","0.3462","5.954","SIDM01357","SIDG41712","","Broad"
"PGAP4","Mel-202","Eye","Melanoma","0.34621","6.139","SIDM01357","SIDG38113","","Broad"
"CUZD1","Mel-202","Eye","Melanoma","0.34628","5.802","SIDM01357","SIDG05739","","Broad"
"CSTL1","Mel-202","Eye","Melanoma","0.3464","5.942","SIDM01357","SIDG05581","","Broad"
"SSUH2","Mel-202","Eye","Melanoma","0.3464","6.021","SIDM01357","SIDG36550","","Broad"
"TM4SF19","Mel-202","Eye","Melanoma","0.34651","6.074","SIDM01357","SIDG37802","","Broad"
"FGF4","Mel-202","Eye","Melanoma","0.34655","6.266","SIDM01357","SIDG09048","","Broad"
"USP31","Mel-202","Eye","Melanoma","0.34659","5.957","SIDM01357","SIDG40563","","Broad"
"TDRD3","Mel-202","Eye","Melanoma","0.34663","6.142","SIDM01357","SIDG37408","","Broad"
"HS3ST2","Mel-202","Eye","Melanoma","0.34667","6.145","SIDM01357","SIDG11965","","Broad"
"HSPA12B","Mel-202","Eye","Melanoma","0.34667","5.957","SIDM01357","SIDG12081","","Broad"
"SEC14L6","Mel-202","Eye","Melanoma","0.34681","6.144","SIDM01357","SIDG33967","","Broad"
"RNF148","Mel-202","Eye","Melanoma","0.34685","6.146","SIDM01357","SIDG29141","","Broad"
"NPM2","Mel-202","Eye","Melanoma","0.34704","5.947","SIDM01357","SIDG22206","","Broad"
"EMILIN1","Mel-202","Eye","Melanoma","0.34707","5.947","SIDM01357","SIDG07765","","Broad"
"MAFA","Mel-202","Eye","Melanoma","0.34717","5.895","SIDM01357","SIDG17070","","Broad"
"MAP3K9","Mel-202","Eye","Melanoma","0.34718","6.08","SIDM01357","SIDG17209","","Broad"
"ASB3","Mel-202","Eye","Melanoma","0.34734","5.897","SIDM01357","SIDG01613","","Broad"
"GPR88","Mel-202","Eye","Melanoma","0.34741","6.082","SIDM01357","SIDG10541","","Broad"
"PEX11B","Mel-202","Eye","Melanoma","0.34743","6.151","SIDM01357","SIDG24370","","Broad"
"RASGEF1C","Mel-202","Eye","Melanoma","0.34759","6.031","SIDM01357","SIDG26745","","Broad"
"PNP","Mel-202","Eye","Melanoma","0.34777","5.966","SIDM01357","SIDG25153","","Broad"
"VWDE","Mel-202","Eye","Melanoma","0.34779","5.9","SIDM01357","SIDG40962","","Broad"
"TUBA3E","Mel-202","Eye","Melanoma","0.34779","6.154","SIDM01357","SIDG39892","","Broad"
"AXIN1","Mel-202","Eye","Melanoma","0.34782","5.967","SIDM01357","SIDG02003","","Broad"
"CYP20A1","Mel-202","Eye","Melanoma","0.34788","5.901","SIDM01357","SIDG05979","","Broad"
"C7orf33","Mel-202","Eye","Melanoma","0.34805","6.033","SIDM01357","SIDG02910","","Broad"
"SLC12A6","Mel-202","Eye","Melanoma","0.34807","6.155","SIDM01357","SIDG34677","","Broad"
"SDCCAG8","Mel-202","Eye","Melanoma","0.34812","5.817","SIDM01357","SIDG33909","","Broad"
"CBARP","Mel-202","Eye","Melanoma","0.34816","5.903","SIDM01357","SIDG03553","","Broad"
"C11orf21","Mel-202","Eye","Melanoma","0.34818","5.904","SIDM01357","SIDG03019","","Broad"
"SPHKAP","Mel-202","Eye","Melanoma","0.34825","5.818","SIDM01357","SIDG36292","","Broad"
"ATE1","Mel-202","Eye","Melanoma","0.34826","6.156","SIDM01357","SIDG01718","","Broad"
"FKRP","Mel-202","Eye","Melanoma","0.34833","5.818","SIDM01357","SIDG09170","","Broad"
"FAM81B","Mel-202","Eye","Melanoma","0.34839","6.282","SIDM01357","SIDG08452","","Broad"
"ZNF878","Mel-202","Eye","Melanoma","0.34845","6.16","SIDM01357","SIDG42372","","Broad"
"CNGB1","Mel-202","Eye","Melanoma","0.34851","6.038","SIDM01357","SIDG04979","","Broad"
"PRR32","Mel-202","Eye","Melanoma","0.34865","5.973","SIDM01357","SIDG25934","","Broad"
"DDHD2","Mel-202","Eye","Melanoma","0.34867","6.092","SIDM01357","SIDG06170","","Broad"
"SNX10","Mel-202","Eye","Melanoma","0.34882","6.163","SIDM01357","SIDG35973","","Broad"
"WNK4","Mel-202","Eye","Melanoma","0.34896","6.04","SIDM01357","SIDG41148","","Broad"
"LMBRD2","Mel-202","Eye","Melanoma","0.34901","6.043","SIDM01357","SIDG16651","","Broad"
"MIP","Mel-202","Eye","Melanoma","0.34901","6.095","SIDM01357","SIDG17781","","Broad"
"NDRG4","Mel-202","Eye","Melanoma","0.34914","6.096","SIDM01357","SIDG21531","","Broad"
"SLC38A1","Mel-202","Eye","Melanoma","0.34914","6.044","SIDM01357","SIDG34953","","Broad"
"CCL13","Mel-202","Eye","Melanoma","0.34925","5.964","SIDM01357","SIDG03807","","Broad"
"TEX38","Mel-202","Eye","Melanoma","0.34928","6.045","SIDM01357","SIDG37512","","Broad"
"CTSS","Mel-202","Eye","Melanoma","0.34934","5.913","SIDM01357","SIDG05702","","Broad"
"GRM3","Mel-202","Eye","Melanoma","0.34958","6.045","SIDM01357","SIDG10685","","Broad"
"SPRYD7","Mel-202","Eye","Melanoma","0.34963","5.967","SIDM01357","SIDG36371","","Broad"
"KIAA1549L","Mel-202","Eye","Melanoma","0.34971","6.171","SIDM01357","SIDG13707","","Broad"
"ELAPOR2","Mel-202","Eye","Melanoma","0.34973","6.294","SIDM01357","SIDG13702","","Broad"
"MYOZ3","Mel-202","Eye","Melanoma","0.3498","6.295","SIDM01357","SIDG21217","","Broad"
"SAPCD1","Mel-202","Eye","Melanoma","0.34983","5.983","SIDM01357","SIDG33674","","Broad"
"DCAF12L1","Mel-202","Eye","Melanoma","0.34997","5.984","SIDM01357","SIDG06103","","Broad"
"FOXK2","Mel-202","Eye","Melanoma","0.35001","5.97","SIDM01357","SIDG09306","","Broad"
"ZC3H12B","Mel-202","Eye","Melanoma","0.35007","5.971","SIDM01357","SIDG41485","","Broad"
"GRIP1","Mel-202","Eye","Melanoma","0.3501","6.174","SIDM01357","SIDG10671","","Broad"
"HSD17B1","Mel-202","Eye","Melanoma","0.3501","5.971","SIDM01357","SIDG11992","","Broad"
"HMG20B","Mel-202","Eye","Melanoma","0.35014","6.104","SIDM01357","SIDG11461","","Broad"
"GLMP","Mel-202","Eye","Melanoma","0.35017","6.104","SIDM01357","SIDG10190","","Broad"
"PLGRKT","Mel-202","Eye","Melanoma","0.35018","5.986","SIDM01357","SIDG25023","","Broad"
"CTRL","Mel-202","Eye","Melanoma","0.35018","6.052","SIDM01357","SIDG05682","","Broad"
"TNRC6C","Mel-202","Eye","Melanoma","0.35025","6.175","SIDM01357","SIDG38291","","Broad"
"TCF3","Mel-202","Eye","Melanoma","0.35041","5.835","SIDM01357","SIDG37339","","Broad"
"MARCO","Mel-202","Eye","Melanoma","0.35041","6.3","SIDM01357","SIDG17294","","Broad"
"C5orf46","Mel-202","Eye","Melanoma","0.35044","6.052","SIDM01357","SIDG02861","","Broad"
"HTR3C","Mel-202","Eye","Melanoma","0.35054","6.055","SIDM01357","SIDG12178","","Broad"
"APOBEC3F","Mel-202","Eye","Melanoma","0.35075","6.178","SIDM01357","SIDG01251","","Broad"
"NUMBL","Mel-202","Eye","Melanoma","0.3508","6.304","SIDM01357","SIDG22451","","Broad"
"ENOSF1","Mel-202","Eye","Melanoma","0.35082","6.055","SIDM01357","SIDG07808","","Broad"
"EFHD1","Mel-202","Eye","Melanoma","0.35086","6.18","SIDM01357","SIDG07430","","Broad"
"CD79B","Mel-202","Eye","Melanoma","0.35087","6.055","SIDM01357","SIDG03982","","Broad"
"CNPY3","Mel-202","Eye","Melanoma","0.35104","5.979","SIDM01357","SIDG05030","","Broad"
"GPD1L","Mel-202","Eye","Melanoma","0.35109","6.182","SIDM01357","SIDG10472","","Broad"
"HIPK1","Mel-202","Eye","Melanoma","0.35111","6.182","SIDM01357","SIDG11282","","Broad"
"ABCF3","Mel-202","Eye","Melanoma","0.35111","6.112","SIDM01357","SIDG00106","","Broad"
"TRIM35","Mel-202","Eye","Melanoma","0.35114","6.307","SIDM01357","SIDG39081","","Broad"
"RPS6KA4","Mel-202","Eye","Melanoma","0.35118","5.994","SIDM01357","SIDG32815","","Broad"
"ASIC3","Mel-202","Eye","Melanoma","0.3512","6.183","SIDM01357","SIDG01654","","Broad"
"RETN","Mel-202","Eye","Melanoma","0.35121","6.307","SIDM01357","SIDG27045","","Broad"
"SGCA","Mel-202","Eye","Melanoma","0.35126","5.928","SIDM01357","SIDG34292","","Broad"
"PILRB","Mel-202","Eye","Melanoma","0.35128","6.114","SIDM01357","SIDG24688","","Broad"
"DGAT2L6","Mel-202","Eye","Melanoma","0.3515","6.31","SIDM01357","SIDG06482","","Broad"
"GPR146","Mel-202","Eye","Melanoma","0.35163","5.844","SIDM01357","SIDG10561","","Broad"
"DDI1","Mel-202","Eye","Melanoma","0.3517","5.984","SIDM01357","SIDG06171","","Broad"
"NDN","Mel-202","Eye","Melanoma","0.35171","6.187","SIDM01357","SIDG21523","","Broad"
"OPN1SW","Mel-202","Eye","Melanoma","0.35175","5.984","SIDM01357","SIDG22688","","Broad"
"RGS1","Mel-202","Eye","Melanoma","0.35183","5.999","SIDM01357","SIDG27137","","Broad"
"COL1A1","Mel-202","Eye","Melanoma","0.35187","6.187","SIDM01357","SIDG05089","","Broad"
"IRF8","Mel-202","Eye","Melanoma","0.35193","6.189","SIDM01357","SIDG13233","","Broad"
"MFSD2B","Mel-202","Eye","Melanoma","0.35198","6.19","SIDM01357","SIDG17664","","Broad"
"SMIM12","Mel-202","Eye","Melanoma","0.352","5.986","SIDM01357","SIDG35163","","Broad"
"FER1L6","Mel-202","Eye","Melanoma","0.35209","5.935","SIDM01357","SIDG09015","","Broad"
"NFKB1","Mel-202","Eye","Melanoma","0.3521","6.068","SIDM01357","SIDG21793","","Broad"
"VAMP8","Mel-202","Eye","Melanoma","0.35225","6.069","SIDM01357","SIDG40623","","Broad"
"LYSMD4","Mel-202","Eye","Melanoma","0.35229","6.192","SIDM01357","SIDG17022","","Broad"
"RIMS3","Mel-202","Eye","Melanoma","0.35231","6.193","SIDM01357","SIDG27242","","Broad"
"PXDNL","Mel-202","Eye","Melanoma","0.35232","5.85","SIDM01357","SIDG26383","","Broad"
"ARMCX1","Mel-202","Eye","Melanoma","0.35234","6.07","SIDM01357","SIDG01528","","Broad"
"ACAD11","Mel-202","Eye","Melanoma","0.35237","5.989","SIDM01357","SIDG00173","","Broad"
"ARHGAP10","Mel-202","Eye","Melanoma","0.35242","5.938","SIDM01357","SIDG01364","","Broad"
"LPCAT4","Mel-202","Eye","Melanoma","0.35244","5.938","SIDM01357","SIDG16725","","Broad"
"PLEKHG5","Mel-202","Eye","Melanoma","0.35248","6.004","SIDM01357","SIDG25003","","Broad"
"HAND1","Mel-202","Eye","Melanoma","0.3525","6.319","SIDM01357","SIDG10978","","Broad"
"ADAM19","Mel-202","Eye","Melanoma","0.35266","6.072","SIDM01357","SIDG00380","","Broad"
"SMIM14","Mel-202","Eye","Melanoma","0.35266","5.939","SIDM01357","SIDG35167","","Broad"
"BHLHE40","Mel-202","Eye","Melanoma","0.35282","6.007","SIDM01357","SIDG02279","","Broad"
"SCARA5","Mel-202","Eye","Melanoma","0.35289","6.072","SIDM01357","SIDG33756","","Broad"
