"geneSymbol","modelName","tissue","cancerType","fc_clean","bf_scaled","modelId","geneId","isPanCancer","source"
"TTC3","Mel-202","Eye","Melanoma","-0.25895","0.954","SIDM01357","SIDG39759","","Broad"
"CEP85L","Mel-202","Eye","Melanoma","-0.25878","1.034","SIDM01357","SIDG04371","","Broad"
"IST1","Mel-202","Eye","Melanoma","-0.25871","1.077","SIDM01357","SIDG13275","","Broad"
"GCNT3","Mel-202","Eye","Melanoma","-0.25866","1.033","SIDM01357","SIDG09958","","Broad"
"SPATS1","Mel-202","Eye","Melanoma","-0.25842","1.087","SIDM01357","SIDG36217","","Broad"
"H3C1","Mel-202","Eye","Melanoma","-0.25811","0.908","SIDM01357","SIDG11334","","Broad"
"ATP5MF","Mel-202","Eye","Melanoma","-0.25795","1.083","SIDM01357","SIDG01836","","Broad"
"EPOR","Mel-202","Eye","Melanoma","-0.25788","1.114","SIDM01357","SIDG07906","","Broad"
"MYO9B","Mel-202","Eye","Melanoma","-0.25779","1.042","SIDM01357","SIDG21193","","Broad"
"ASRGL1","Mel-202","Eye","Melanoma","-0.25737","1.045","SIDM01357","SIDG01682","","Broad"
"RHPN1","Mel-202","Eye","Melanoma","-0.25737","1.044","SIDM01357","SIDG27214","","Broad"
"BICD2","Mel-202","Eye","Melanoma","-0.25708","0.97","SIDM01357","SIDG02288","","Broad"
"ADGRA3","Mel-202","Eye","Melanoma","-0.25699","0.918","SIDM01357","SIDG00462","","Broad"
"BBS5","Mel-202","Eye","Melanoma","-0.25697","0.918","SIDM01357","SIDG02141","","Broad"
"PCGF1","Mel-202","Eye","Melanoma","-0.25696","1.01","SIDM01357","SIDG24117","","Broad"
"SOX4","Mel-202","Eye","Melanoma","-0.25695","1.049","SIDM01357","SIDG36085","","Broad"
"TACC3","Mel-202","Eye","Melanoma","-0.25693","1.049","SIDM01357","SIDG37064","","Broad"
"COQ5","Mel-202","Eye","Melanoma","-0.25693","1.092","SIDM01357","SIDG05196","","Broad"
"ALDH1A2","Mel-202","Eye","Melanoma","-0.25628","0.924","SIDM01357","SIDG00796","","Broad"
"SLC25A33","Mel-202","Eye","Melanoma","-0.25627","1.015","SIDM01357","SIDG34840","","Broad"
"SPAG9","Mel-202","Eye","Melanoma","-0.25627","1.117","SIDM01357","SIDG36140","","Broad"
"QTRT1","Mel-202","Eye","Melanoma","-0.25626","1.053","SIDM01357","SIDG26452","","Broad"
"NDUFAF6","Mel-202","Eye","Melanoma","-0.25626","0.977","SIDM01357","SIDG21586","","Broad"
"CD1E","Mel-202","Eye","Melanoma","-0.25626","1.015","SIDM01357","SIDG03928","","Broad"
"ADAM10","Mel-202","Eye","Melanoma","-0.25603","1.091","SIDM01357","SIDG00373","","Broad"
"CRH","Mel-202","Eye","Melanoma","-0.25588","1.108","SIDM01357","SIDG05402","","Broad"
"FAM229A","Mel-202","Eye","Melanoma","-0.25573","0.929","SIDM01357","SIDG08753","","Broad"
"ZNF282","Mel-202","Eye","Melanoma","-0.25556","1.133","SIDM01357","SIDG41909","","Broad"
"PHLPP1","Mel-202","Eye","Melanoma","-0.25532","1.023","SIDM01357","SIDG24584","","Broad"
"MACIR","Mel-202","Eye","Melanoma","-0.2553","0.933","SIDM01357","SIDG02858","","Broad"
"CDK16","Mel-202","Eye","Melanoma","-0.2553","1.105","SIDM01357","SIDG04170","","Broad"
"GPR137","Mel-202","Eye","Melanoma","-0.25523","1.136","SIDM01357","SIDG10553","","Broad"
"TM2D3","Mel-202","Eye","Melanoma","-0.25505","1.099","SIDM01357","SIDG37796","","Broad"
"TPM4","Mel-202","Eye","Melanoma","-0.25482","1.026","SIDM01357","SIDG38419","","Broad"
"SERHL2","Mel-202","Eye","Melanoma","-0.25479","0.937","SIDM01357","SIDG34142","","Broad"
"COMMD2","Mel-202","Eye","Melanoma","-0.25464","1.028","SIDM01357","SIDG05154","","Broad"
"RTL8A","Mel-202","Eye","Melanoma","-0.25451","1.131","SIDM01357","SIDG33496","","Broad"
"VTI1B","Mel-202","Eye","Melanoma","-0.2542","1.134","SIDM01357","SIDG40935","","Broad"
"NPB","Mel-202","Eye","Melanoma","-0.2542","1.134","SIDM01357","SIDG22111","","Broad"
"VAMP2","Mel-202","Eye","Melanoma","-0.25415","1.071","SIDM01357","SIDG40618","","Broad"
"VEZT","Mel-202","Eye","Melanoma","-0.25399","1.072","SIDM01357","SIDG40697","","Broad"
"CDC42BPA","Mel-202","Eye","Melanoma","-0.25396","1.073","SIDM01357","SIDG04069","","Broad"
"PAPOLA","Mel-202","Eye","Melanoma","-0.25375","1.109","SIDM01357","SIDG23894","","Broad"
"MIA3","Mel-202","Eye","Melanoma","-0.25375","1.147","SIDM01357","SIDG17717","","Broad"
"FRA10AC1","Mel-202","Eye","Melanoma","-0.2537","1.138","SIDM01357","SIDG09413","","Broad"
"LY96","Mel-202","Eye","Melanoma","-0.25341","1.038","SIDM01357","SIDG16986","","Broad"
"ZNF638","Mel-202","Eye","Melanoma","-0.25335","1.129","SIDM01357","SIDG42177","","Broad"
"BHLHA15","Mel-202","Eye","Melanoma","-0.2533","1.003","SIDM01357","SIDG02274","","Broad"
"HNRNPDL","Mel-202","Eye","Melanoma","-0.2528","1.133","SIDM01357","SIDG11793","","Broad"
"RNF170","Mel-202","Eye","Melanoma","-0.25272","1.156","SIDM01357","SIDG29155","","Broad"
"VMO1","Mel-202","Eye","Melanoma","-0.2525","1.12","SIDM01357","SIDG40727","","Broad"
"NME6","Mel-202","Eye","Melanoma","-0.25249","1.01","SIDM01357","SIDG21966","","Broad"
"ANP32A","Mel-202","Eye","Melanoma","-0.25241","1.01","SIDM01357","SIDG01129","","Broad"
"KCNQ5","Mel-202","Eye","Melanoma","-0.25195","1.132","SIDM01357","SIDG13579","","Broad"
"MEPE","Mel-202","Eye","Melanoma","-0.2518","1.015","SIDM01357","SIDG17589","","Broad"
"LRRC8C","Mel-202","Eye","Melanoma","-0.25176","1.163","SIDM01357","SIDG16796","","Broad"
"TRIM48","Mel-202","Eye","Melanoma","-0.25176","1.133","SIDM01357","SIDG39098","","Broad"
"PRSS50","Mel-202","Eye","Melanoma","-0.2517","1.134","SIDM01357","SIDG25991","","Broad"
"ZNF268","Mel-202","Eye","Melanoma","-0.25157","1.092","SIDM01357","SIDG41897","","Broad"
"UBFD1","Mel-202","Eye","Melanoma","-0.25129","1.129","SIDM01357","SIDG40197","","Broad"
"FES","Mel-202","Eye","Melanoma","-0.25125","1.055","SIDM01357","SIDG09023","","Broad"
"FAM193B","Mel-202","Eye","Melanoma","-0.2511","1.021","SIDM01357","SIDG08668","","Broad"
"CFAP206","Mel-202","Eye","Melanoma","-0.25109","0.97","SIDM01357","SIDG04455","","Broad"
"TPRA1","Mel-202","Eye","Melanoma","-0.25106","1.096","SIDM01357","SIDG38433","","Broad"
"ZCWPW2","Mel-202","Eye","Melanoma","-0.25084","1.099","SIDM01357","SIDG41515","","Broad"
"PMS2","Mel-202","Eye","Melanoma","-0.2508","0.972","SIDM01357","SIDG25103","","Broad"
"ZNF579","Mel-202","Eye","Melanoma","-0.25075","1.134","SIDM01357","SIDG42123","","Broad"
"MCAT","Mel-202","Eye","Melanoma","-0.2507","1.172","SIDM01357","SIDG17393","","Broad"
"UNC119","Mel-202","Eye","Melanoma","-0.25068","1.142","SIDM01357","SIDG40370","","Broad"
"STAMBP","Mel-202","Eye","Melanoma","-0.25067","1.142","SIDM01357","SIDG36657","","Broad"
"MIIP","Mel-202","Eye","Melanoma","-0.25057","1.101","SIDM01357","SIDG17761","","Broad"
"ARL15","Mel-202","Eye","Melanoma","-0.25047","1.174","SIDM01357","SIDG01509","","Broad"
"ZCCHC3","Mel-202","Eye","Melanoma","-0.25036","0.976","SIDM01357","SIDG41498","","Broad"
"SUPT4H1","Mel-202","Eye","Melanoma","-0.25011","1.105","SIDM01357","SIDG36909","","Broad"
"UVRAG","Mel-202","Eye","Melanoma","-0.2501","1.155","SIDM01357","SIDG40610","","Broad"
"CFAP299","Mel-202","Eye","Melanoma","-0.24995","1.105","SIDM01357","SIDG04458","","Broad"
"ITGA6","Mel-202","Eye","Melanoma","-0.24979","1.17","SIDM01357","SIDG13294","","Broad"
"POLH","Mel-202","Eye","Melanoma","-0.24974","0.982","SIDM01357","SIDG25207","","Broad"
"IKBKG","Mel-202","Eye","Melanoma","-0.24943","1.111","SIDM01357","SIDG12926","","Broad"
"C12orf4","Mel-202","Eye","Melanoma","-0.24939","0.985","SIDM01357","SIDG03048","","Broad"
"HMGN2","Mel-202","Eye","Melanoma","-0.24935","1.173","SIDM01357","SIDG11603","","Broad"
"JAM3","Mel-202","Eye","Melanoma","-0.24932","1.037","SIDM01357","SIDG13382","","Broad"
"PHF6","Mel-202","Eye","Melanoma","-0.24921","1.154","SIDM01357","SIDG24545","","Broad"
"RAD23B","Mel-202","Eye","Melanoma","-0.24919","1.163","SIDM01357","SIDG26605","","Broad"
"ADAM30","Mel-202","Eye","Melanoma","-0.24904","1.176","SIDM01357","SIDG00392","","Broad"
"FSBP","Mel-202","Eye","Melanoma","-0.24889","1.074","SIDM01357","SIDG09524","","Broad"
"DDX43","Mel-202","Eye","Melanoma","-0.24888","1.116","SIDM01357","SIDG06249","","Broad"
"GK2","Mel-202","Eye","Melanoma","-0.24878","0.99","SIDM01357","SIDG10135","","Broad"
"GTPBP10","Mel-202","Eye","Melanoma","-0.24855","1.168","SIDM01357","SIDG10844","","Broad"
"TAS2R5","Mel-202","Eye","Melanoma","-0.24851","1.18","SIDM01357","SIDG37152","","Broad"
"EVI5","Mel-202","Eye","Melanoma","-0.2483","1.121","SIDM01357","SIDG08181","","Broad"
"ASPH","Mel-202","Eye","Melanoma","-0.24811","1.12","SIDM01357","SIDG01675","","Broad"
"FAM83C","Mel-202","Eye","Melanoma","-0.24787","1.174","SIDM01357","SIDG08456","","Broad"
"FAM166A","Mel-202","Eye","Melanoma","-0.24775","1.195","SIDM01357","SIDG08617","","Broad"
"RGR","Mel-202","Eye","Melanoma","-0.24744","1.168","SIDM01357","SIDG27136","","Broad"
"NISCH","Mel-202","Eye","Melanoma","-0.2474","1.003","SIDM01357","SIDG21882","","Broad"
"KIFAP3","Mel-202","Eye","Melanoma","-0.24729","1.162","SIDM01357","SIDG13767","","Broad"
"SOWAHB","Mel-202","Eye","Melanoma","-0.24727","1.162","SIDM01357","SIDG36077","","Broad"
"CARNMT1","Mel-202","Eye","Melanoma","-0.24705","1.171","SIDM01357","SIDG03469","","Broad"
"LILRB1","Mel-202","Eye","Melanoma","-0.24696","1.089","SIDM01357","SIDG14613","","Broad"
"SP5","Mel-202","Eye","Melanoma","-0.24694","1.132","SIDM01357","SIDG36112","","Broad"
"PITPNM3","Mel-202","Eye","Melanoma","-0.24688","1.202","SIDM01357","SIDG24844","","Broad"
"COX16","Mel-202","Eye","Melanoma","-0.24681","1.173","SIDM01357","SIDG05292","","Broad"
"BAG2","Mel-202","Eye","Melanoma","-0.24677","1.09","SIDM01357","SIDG02083","","Broad"
"CNOT4","Mel-202","Eye","Melanoma","-0.24666","1.134","SIDM01357","SIDG05012","","Broad"
"CARMIL1","Mel-202","Eye","Melanoma","-0.24662","1.184","SIDM01357","SIDG03465","","Broad"
"BDP1","Mel-202","Eye","Melanoma","-0.24635","1.134","SIDM01357","SIDG02235","","Broad"
"ZBTB10","Mel-202","Eye","Melanoma","-0.24614","1.014","SIDM01357","SIDG41432","","Broad"
"SUCO","Mel-202","Eye","Melanoma","-0.24612","1.208","SIDM01357","SIDG36839","","Broad"
"TRAM1L1","Mel-202","Eye","Melanoma","-0.24592","1.21","SIDM01357","SIDG38617","","Broad"
"PKN2","Mel-202","Eye","Melanoma","-0.24567","1.176","SIDM01357","SIDG24888","","Broad"
"CRCT1","Mel-202","Eye","Melanoma","-0.24541","1.194","SIDM01357","SIDG05385","","Broad"
"SOGA1","Mel-202","Eye","Melanoma","-0.24526","1.142","SIDM01357","SIDG36054","","Broad"
"FH","Mel-202","Eye","Melanoma","-0.24496","1.218","SIDM01357","SIDG09108","","Broad"
"SDF2","Mel-202","Eye","Melanoma","-0.24494","1.181","SIDM01357","SIDG33911","","Broad"
"RRH","Mel-202","Eye","Melanoma","-0.24448","1.028","SIDM01357","SIDG33412","","Broad"
"SLC11A2","Mel-202","Eye","Melanoma","-0.24408","1.082","SIDM01357","SIDG34670","","Broad"
"ACAP2","Mel-202","Eye","Melanoma","-0.24407","1.225","SIDM01357","SIDG00181","","Broad"
"GALP","Mel-202","Eye","Melanoma","-0.24406","1.032","SIDM01357","SIDG09782","","Broad"
"LRTM1","Mel-202","Eye","Melanoma","-0.24401","1.112","SIDM01357","SIDG16894","","Broad"
"THEM4","Mel-202","Eye","Melanoma","-0.24396","1.226","SIDM01357","SIDG37639","","Broad"
"RNF26","Mel-202","Eye","Melanoma","-0.24383","1.191","SIDM01357","SIDG29102","","Broad"
"ZNF225","Mel-202","Eye","Melanoma","-0.24349","1.193","SIDM01357","SIDG41862","","Broad"
"PTN","Mel-202","Eye","Melanoma","-0.24309","1.213","SIDM01357","SIDG26256","","Broad"
"SPRYD4","Mel-202","Eye","Melanoma","-0.24297","1.042","SIDM01357","SIDG36370","","Broad"
"H3C8","Mel-202","Eye","Melanoma","-0.24296","1.214","SIDM01357","SIDG11340","","Broad"
"B4GALT3","Mel-202","Eye","Melanoma","-0.24294","1.121","SIDM01357","SIDG02055","","Broad"
"TAS2R7","Mel-202","Eye","Melanoma","-0.24273","1.227","SIDM01357","SIDG37154","","Broad"
"PROCA1","Mel-202","Eye","Melanoma","-0.24268","1.044","SIDM01357","SIDG25840","","Broad"
"PLCE1","Mel-202","Eye","Melanoma","-0.24268","1.123","SIDM01357","SIDG24955","","Broad"
"BLOC1S3","Mel-202","Eye","Melanoma","-0.24262","1.2","SIDM01357","SIDG02324","","Broad"
"IGF1R","Mel-202","Eye","Melanoma","-0.24252","1.218","SIDM01357","SIDG12412","","Broad"
"NXNL2","Mel-202","Eye","Melanoma","-0.24248","1.046","SIDM01357","SIDG22522","","Broad"
"GUSB","Mel-202","Eye","Melanoma","-0.24243","1.096","SIDM01357","SIDG10871","","Broad"
"ARSH","Mel-202","Eye","Melanoma","-0.24242","1.23","SIDM01357","SIDG01586","","Broad"
"CYP7A1","Mel-202","Eye","Melanoma","-0.24242","1.238","SIDM01357","SIDG05970","","Broad"
"TOP2B","Mel-202","Eye","Melanoma","-0.2424","1.202","SIDM01357","SIDG38343","","Broad"
"LACTB","Mel-202","Eye","Melanoma","-0.24229","1.166","SIDM01357","SIDG14337","","Broad"
"GRTP1","Mel-202","Eye","Melanoma","-0.24221","1.231","SIDM01357","SIDG10705","","Broad"
"PIGN","Mel-202","Eye","Melanoma","-0.24213","1.127","SIDM01357","SIDG24643","","Broad"
"ZNF555","Mel-202","Eye","Melanoma","-0.24199","1.212","SIDM01357","SIDG42096","","Broad"
"ATF3","Mel-202","Eye","Melanoma","-0.24195","1.174","SIDM01357","SIDG01723","","Broad"
"GPR137C","Mel-202","Eye","Melanoma","-0.2419","1.051","SIDM01357","SIDG10555","","Broad"
"NAGPA","Mel-202","Eye","Melanoma","-0.24178","1.235","SIDM01357","SIDG21307","","Broad"
"NRG2","Mel-202","Eye","Melanoma","-0.24178","1.176","SIDM01357","SIDG22293","","Broad"
"FCHO2","Mel-202","Eye","Melanoma","-0.24158","1.177","SIDM01357","SIDG08954","","Broad"
"RXYLT1","Mel-202","Eye","Melanoma","-0.24153","1.172","SIDM01357","SIDG33556","","Broad"
"CLTA","Mel-202","Eye","Melanoma","-0.24138","1.179","SIDM01357","SIDG04903","","Broad"
"LVRN","Mel-202","Eye","Melanoma","-0.24118","1.248","SIDM01357","SIDG16967","","Broad"
"SEC23IP","Mel-202","Eye","Melanoma","-0.24115","1.248","SIDM01357","SIDG33976","","Broad"
"MKLN1","Mel-202","Eye","Melanoma","-0.24103","1.23","SIDM01357","SIDG19777","","Broad"
"DIPK1A","Mel-202","Eye","Melanoma","-0.241","1.23","SIDM01357","SIDG08426","","Broad"
"EBPL","Mel-202","Eye","Melanoma","-0.24086","1.232","SIDM01357","SIDG07263","","Broad"
"TUT7","Mel-202","Eye","Melanoma","-0.24085","1.221","SIDM01357","SIDG41500","","Broad"
"FAIM","Mel-202","Eye","Melanoma","-0.24084","1.061","SIDM01357","SIDG08325","","Broad"
"COL25A1","Mel-202","Eye","Melanoma","-0.2408","1.243","SIDM01357","SIDG05140","","Broad"
"RABL2B","Mel-202","Eye","Melanoma","-0.24072","1.244","SIDM01357","SIDG26573","","Broad"
"TRIP6","Mel-202","Eye","Melanoma","-0.24071","1.11","SIDM01357","SIDG39172","","Broad"
"IGSF3","Mel-202","Eye","Melanoma","-0.24063","1.223","SIDM01357","SIDG12906","","Broad"
"MUC7","Mel-202","Eye","Melanoma","-0.24044","1.218","SIDM01357","SIDG21043","","Broad"
"TAAR1","Mel-202","Eye","Melanoma","-0.24028","1.22","SIDM01357","SIDG37042","","Broad"
"WNK3","Mel-202","Eye","Melanoma","-0.24013","1.184","SIDM01357","SIDG41147","","Broad"
"CLPX","Mel-202","Eye","Melanoma","-0.24003","1.249","SIDM01357","SIDG04893","","Broad"
"CFC1","Mel-202","Eye","Melanoma","-0.23946","1.243","SIDM01357","SIDG04461","","Broad"
"EEF1D","Mel-202","Eye","Melanoma","-0.23939","1.122","SIDM01357","SIDG07381","","Broad"
"TPGS1","Mel-202","Eye","Melanoma","-0.23928","1.074","SIDM01357","SIDG38396","","Broad"
"UBE2S","Mel-202","Eye","Melanoma","-0.23926","1.263","SIDM01357","SIDG40160","","Broad"
"ZNF33B","Mel-202","Eye","Melanoma","-0.23924","1.263","SIDM01357","SIDG41698","","Broad"
"ATAD1","Mel-202","Eye","Melanoma","-0.23912","1.151","SIDM01357","SIDG01708","","Broad"
"RNF181","Mel-202","Eye","Melanoma","-0.2386","1.202","SIDM01357","SIDG29158","","Broad"
"COG7","Mel-202","Eye","Melanoma","-0.23839","1.235","SIDM01357","SIDG05084","","Broad"
"CEP85","Mel-202","Eye","Melanoma","-0.23838","1.198","SIDM01357","SIDG04370","","Broad"
"GULP1","Mel-202","Eye","Melanoma","-0.23825","1.084","SIDM01357","SIDG10870","","Broad"
"ELMO1","Mel-202","Eye","Melanoma","-0.2382","1.264","SIDM01357","SIDG07673","","Broad"
"MARCKS","Mel-202","Eye","Melanoma","-0.23819","1.264","SIDM01357","SIDG17289","","Broad"
"PNRC2","Mel-202","Eye","Melanoma","-0.23807","1.238","SIDM01357","SIDG25169","","Broad"
"MAST1","Mel-202","Eye","Melanoma","-0.23763","1.163","SIDM01357","SIDG17331","","Broad"
"FAAH","Mel-202","Eye","Melanoma","-0.23759","1.242","SIDM01357","SIDG08275","","Broad"
"EPC1","Mel-202","Eye","Melanoma","-0.23747","1.249","SIDM01357","SIDG07870","","Broad"
"CFAP57","Mel-202","Eye","Melanoma","-0.23747","1.212","SIDM01357","SIDG04437","","Broad"
"TMEM50B","Mel-202","Eye","Melanoma","-0.23747","1.138","SIDM01357","SIDG37899","","Broad"
"SMIM7","Mel-202","Eye","Melanoma","-0.23745","1.138","SIDM01357","SIDG35152","","Broad"
"DMRTA1","Mel-202","Eye","Melanoma","-0.23737","1.278","SIDM01357","SIDG06678","","Broad"
"SAP18","Mel-202","Eye","Melanoma","-0.23733","1.279","SIDM01357","SIDG33664","true","Broad"
"ST8SIA6","Mel-202","Eye","Melanoma","-0.23728","1.244","SIDM01357","SIDG36608","","Broad"
"CD44","Mel-202","Eye","Melanoma","-0.23727","1.279","SIDM01357","SIDG03964","","Broad"
"ZFYVE16","Mel-202","Eye","Melanoma","-0.23724","1.207","SIDM01357","SIDG41610","","Broad"
"NCLN","Mel-202","Eye","Melanoma","-0.23718","1.251","SIDM01357","SIDG21475","","Broad"
"CLTB","Mel-202","Eye","Melanoma","-0.23665","1.098","SIDM01357","SIDG04904","","Broad"
"CCND3","Mel-202","Eye","Melanoma","-0.23663","1.25","SIDM01357","SIDG03842","","Broad"
"ACAD9","Mel-202","Eye","Melanoma","-0.23658","1.256","SIDM01357","SIDG00171","","Broad"
"DNM3","Mel-202","Eye","Melanoma","-0.23652","1.25","SIDM01357","SIDG06842","","Broad"
"ZNF573","Mel-202","Eye","Melanoma","-0.23642","1.221","SIDM01357","SIDG42117","","Broad"
"UBXN4","Mel-202","Eye","Melanoma","-0.2363","1.222","SIDM01357","SIDG40248","","Broad"
"PCDHA4","Mel-202","Eye","Melanoma","-0.23629","1.222","SIDM01357","SIDG24050","","Broad"
"TLCD1","Mel-202","Eye","Melanoma","-0.23616","1.27","SIDM01357","SIDG37757","","Broad"
"EZH2","Mel-202","Eye","Melanoma","-0.23607","1.224","SIDM01357","SIDG08244","","Broad"
"PSG6","Mel-202","Eye","Melanoma","-0.23602","1.176","SIDM01357","SIDG26041","","Broad"
"TMCO6","Mel-202","Eye","Melanoma","-0.23587","1.283","SIDM01357","SIDG37842","","Broad"
"FEM1B","Mel-202","Eye","Melanoma","-0.23581","1.262","SIDM01357","SIDG09007","","Broad"
"METRN","Mel-202","Eye","Melanoma","-0.23568","1.274","SIDM01357","SIDG17608","","Broad"
"STT3A","Mel-202","Eye","Melanoma","-0.23567","1.154","SIDM01357","SIDG36783","","Broad"
"CHD1L","Mel-202","Eye","Melanoma","-0.23548","1.229","SIDM01357","SIDG04543","","Broad"
"ADSS1","Mel-202","Eye","Melanoma","-0.23547","1.293","SIDM01357","SIDG00553","","Broad"
"APOC1","Mel-202","Eye","Melanoma","-0.23535","1.156","SIDM01357","SIDG01257","","Broad"
"STX7","Mel-202","Eye","Melanoma","-0.23529","1.288","SIDM01357","SIDG36795","","Broad"
"METTL3","Mel-202","Eye","Melanoma","-0.23518","1.261","SIDM01357","SIDG17613","","Broad"
"ERAP1","Mel-202","Eye","Melanoma","-0.23493","1.233","SIDM01357","SIDG07924","","Broad"
"ARHGEF11","Mel-202","Eye","Melanoma","-0.23453","1.188","SIDM01357","SIDG01426","","Broad"
"DENND5B","Mel-202","Eye","Melanoma","-0.23446","1.302","SIDM01357","SIDG06372","","Broad"
"CENPO","Mel-202","Eye","Melanoma","-0.23432","1.286","SIDM01357","SIDG04340","","Broad"
"SALL3","Mel-202","Eye","Melanoma","-0.23424","1.19","SIDM01357","SIDG33628","","Broad"
"AGFG1","Mel-202","Eye","Melanoma","-0.23385","1.272","SIDM01357","SIDG00609","","Broad"
"ZNF727","Mel-202","Eye","Melanoma","-0.23376","1.3","SIDM01357","SIDG42262","","Broad"
"TRIM44","Mel-202","Eye","Melanoma","-0.23372","1.194","SIDM01357","SIDG39094","","Broad"
"GLRA2","Mel-202","Eye","Melanoma","-0.23362","1.125","SIDM01357","SIDG10197","","Broad"
"RPP40","Mel-202","Eye","Melanoma","-0.23348","1.126","SIDM01357","SIDG32643","true","Broad"
"IREB2","Mel-202","Eye","Melanoma","-0.23336","1.31","SIDM01357","SIDG13221","","Broad"
"EBI3","Mel-202","Eye","Melanoma","-0.23325","1.198","SIDM01357","SIDG07256","","Broad"
"SLC38A2","Mel-202","Eye","Melanoma","-0.23315","1.305","SIDM01357","SIDG34954","","Broad"
"CDH23","Mel-202","Eye","Melanoma","-0.23307","1.199","SIDM01357","SIDG04127","","Broad"
"LMLN","Mel-202","Eye","Melanoma","-0.23301","1.306","SIDM01357","SIDG16657","","Broad"
"ACP7","Mel-202","Eye","Melanoma","-0.23299","1.177","SIDM01357","SIDG00234","","Broad"
"MAGEB18","Mel-202","Eye","Melanoma","-0.2329","1.251","SIDM01357","SIDG17109","","Broad"
"CDCA2","Mel-202","Eye","Melanoma","-0.2327","1.282","SIDM01357","SIDG04089","","Broad"
"ZNF138","Mel-202","Eye","Melanoma","-0.23258","1.244","SIDM01357","SIDG41799","","Broad"
"GLRX2","Mel-202","Eye","Melanoma","-0.23256","1.244","SIDM01357","SIDG10202","","Broad"
"UQCC2","Mel-202","Eye","Melanoma","-0.2325","1.204","SIDM01357","SIDG40403","","Broad"
"HOXA6","Mel-202","Eye","Melanoma","-0.23237","1.255","SIDM01357","SIDG11859","","Broad"
"PARP1","Mel-202","Eye","Melanoma","-0.23234","1.302","SIDM01357","SIDG23930","","Broad"
"RBM44","Mel-202","Eye","Melanoma","-0.23223","1.183","SIDM01357","SIDG26861","","Broad"
"FAM207A","Mel-202","Eye","Melanoma","-0.23222","1.319","SIDM01357","SIDG08703","","Broad"
"SGCB","Mel-202","Eye","Melanoma","-0.23221","1.319","SIDM01357","SIDG34293","","Broad"
"USP2","Mel-202","Eye","Melanoma","-0.23179","1.25","SIDM01357","SIDG40455","","Broad"
"GGTLC1","Mel-202","Eye","Melanoma","-0.23162","1.308","SIDM01357","SIDG10060","","Broad"
"BET1","Mel-202","Eye","Melanoma","-0.23154","1.252","SIDM01357","SIDG02257","","Broad"
"CDKAL1","Mel-202","Eye","Melanoma","-0.23154","1.143","SIDM01357","SIDG04175","","Broad"
"ANO3","Mel-202","Eye","Melanoma","-0.23146","1.144","SIDM01357","SIDG01117","","Broad"
"LCE3C","Mel-202","Eye","Melanoma","-0.23138","1.145","SIDM01357","SIDG14447","","Broad"
"TRIP13","Mel-202","Eye","Melanoma","-0.23131","1.213","SIDM01357","SIDG39176","","Broad"
"AARSD1","Mel-202","Eye","Melanoma","-0.23104","1.313","SIDM01357","SIDG00038","","Broad"
"ITGB3BP","Mel-202","Eye","Melanoma","-0.23102","1.267","SIDM01357","SIDG13316","","Broad"
"BRMS1","Mel-202","Eye","Melanoma","-0.23102","1.322","SIDM01357","SIDG02538","","Broad"
"GYG1","Mel-202","Eye","Melanoma","-0.23091","1.33","SIDM01357","SIDG10898","","Broad"
"ZCCHC7","Mel-202","Eye","Melanoma","-0.23058","1.197","SIDM01357","SIDG41501","","Broad"
"ZWILCH","Mel-202","Eye","Melanoma","-0.23054","1.219","SIDM01357","SIDG42463","","Broad"
"NEK1","Mel-202","Eye","Melanoma","-0.23043","1.3","SIDM01357","SIDG21692","","Broad"
"GPR156","Mel-202","Eye","Melanoma","-0.23037","1.328","SIDM01357","SIDG10569","","Broad"
"SLTM","Mel-202","Eye","Melanoma","-0.23021","1.155","SIDM01357","SIDG35054","","Broad"
"DUSP4","Mel-202","Eye","Melanoma","-0.22992","1.224","SIDM01357","SIDG07058","","Broad"
"CA1","Mel-202","Eye","Melanoma","-0.22972","1.267","SIDM01357","SIDG03255","","Broad"
"AOC3","Mel-202","Eye","Melanoma","-0.22962","1.278","SIDM01357","SIDG01167","","Broad"
"FBLIM1","Mel-202","Eye","Melanoma","-0.22946","1.326","SIDM01357","SIDG08840","","Broad"
"ERG","Mel-202","Eye","Melanoma","-0.22943","1.162","SIDM01357","SIDG07949","","Broad"
"COG1","Mel-202","Eye","Melanoma","-0.2291","1.311","SIDM01357","SIDG05078","","Broad"
"CHRAC1","Mel-202","Eye","Melanoma","-0.22902","1.317","SIDM01357","SIDG04613","","Broad"
"TYRP1","Mel-202","Eye","Melanoma","-0.22893","1.284","SIDM01357","SIDG40040","","Broad"
"FUT11","Mel-202","Eye","Melanoma","-0.22888","1.285","SIDM01357","SIDG09631","","Broad"
"FAM71F2","Mel-202","Eye","Melanoma","-0.22883","1.313","SIDM01357","SIDG08437","","Broad"
"AHCYL1","Mel-202","Eye","Melanoma","-0.22882","1.233","SIDM01357","SIDG00655","","Broad"
"PSMG1","Mel-202","Eye","Melanoma","-0.2286","1.287","SIDM01357","SIDG26145","","Broad"
"IRS2","Mel-202","Eye","Melanoma","-0.22854","1.343","SIDM01357","SIDG13239","","Broad"
"TAS2R46","Mel-202","Eye","Melanoma","-0.22851","1.236","SIDM01357","SIDG37179","","Broad"
"COL9A1","Mel-202","Eye","Melanoma","-0.22849","1.215","SIDM01357","SIDG05118","","Broad"
