gene	Mel285.D28A	Mel285.D28B	Mel285.D28C	Mel285.D49A	Mel285.D49B	Mel285.D49C
ARID1B	-0.0640656234226329	-0.0344475500122795	-0.0023395405548724	-1.05110417587957	-0.97557077625868	-1.24340725430607
ARID4A	0	0	-0.0837927765833447	-0.626205259164507	-0.981002193409087	-0.909529337745164
ARPC5	-0.136969594986894	0	0	-1.01503093604022	-0.821465181315464	-0.54253778373888
ARPC5L	0	-0.0835301081492173	-0.0466661935369533	-0.632215335484049	-0.9165162478675	-0.575779398246549
ARSJ	-0.012479550265774	0	0	-0.998175184468588	-0.602923227630057	-1.02059281945159
ASCL1	0	0	0	-0.702739767561273	-0.553699008999011	-0.786800594049763
ASF1A	0	-0.103674331655425	-0.00975248789696827	-0.593668486971954	-0.93793124945991	-0.941341493949628
ASF1B	-0.114299909748007	-0.0983181899207379	-0.144880289122836	-0.832515957734826	-1.0246181173065	-0.912431686711381
ATAD2	0	0	-0.32750126534001	-0.516922517873769	-0.802579647059793	-1.052959039684
ATAD2B	-0.160974248184724	-0.0439610559632302	0	-0.980851942820585	-0.673704097086248	-0.751420551426604
ATM	0	-0.0585600908302849	-0.0378529468323693	-0.843593807623997	-1.21832206095495	-0.927407574386088
ATOH1	0	-0.10129291712752	-0.00234331301535448	-0.731896057424623	-0.714372748837037	-0.760588875945574
ATP5F1A	-0.198208114631463	-0.618459964474474	-0.291157901717079	-0.862190117209383	-1.30886346002118	-1.37720443642888
ATP5F1B	-0.554456816053206	-0.342348517912291	-0.319020216694715	-1.40601185043356	-1.31166934077067	-1.04278480661863
ATP5F1D	-0.373169462699627	-0.603577435484689	-0.218325960366122	-1.1908164381846	-1.2465078362098	-1.09078014583817
ATP5PB	-0.067236088709076	-0.0879502252758912	-0.200359380992838	-0.698244711787864	-1.1640484699364	-0.968030030821302
ATP6V1B1	-0.0217723868209625	-0.0539433696295801	-0.0558117012366161	-0.53099273149184	-1.19194637595765	-0.98847148720406
ATP6V1B2	-0.655407815568737	-0.592446886966959	-0.82365778921358	-1.1398450064327	-1.25683229593585	-1.28549381095582
ATP6V1C1	-0.340744551395757	-0.471396148532093	-0.726471052077779	-0.872689351597505	-1.12796430954699	-1.37427374659247
ATP6V1C2	-0.0118100112180338	-0.0491431908244468	0	-0.684815212796429	-0.731446911771981	-0.801004192358134
ATP6V1D	-0.394898027001911	-0.413077708815487	-0.206382983411257	-1.14545642198763	-1.17771659206841	-1.08282887802568
ATP6V1E1	-0.147186607219444	-0.135964557543841	-0.0690504772453007	-0.828085730303236	-1.07775654275852	-0.790802762597257
ATP6V1E2	-0.0281194342094127	-0.053323367328114	-0.0733287568248843	-0.449659103552959	-0.805163119563938	-0.939805597492398
ATP7A	0	0	0	-1.07056931839834	-0.856187362090403	-0.552372135721347
ATP7B	0	0	0	-0.844299405123177	-0.732767114197082	-1.00251308659266
ATP8B3	0	0	-0.201570825107923	-0.550169389005711	-0.930655899620246	-1.16593612045272
ATR	-0.152295420495479	-0.122727243288809	0	-1.10072365949355	-1.17214422527359	-1.00301299507377
AXL	0	0	0	-0.447767627685631	-0.870727449482073	-0.518336913958198
BAP1	-0.0126123410551879	0	-0.0682925765111518	-0.75884407119992	-1.29260990761034	-1.00980303366233
BARHL1	-0.0257994364482497	-0.160458666963398	0	-0.743945665756211	-0.944911460440087	-0.650597615278271
BATF3	-0.0357113346659031	0	0	-1.25753967015411	-0.572853002571077	-0.530867677604278
BCAP31	-0.186870912333342	-0.158489969821443	-0.115330031726558	-1.17416080409068	-1.02926970243725	-1.13138017636889
BECN1	-0.16885400030397	-0.0824950216377762	-0.226495944431625	-0.998158268734705	-0.967513185670197	-1.05529182663557
BECN2	-0.035018994595675	-0.0332666290833183	0	-0.857430013348208	-0.979004808541836	-0.673015084227742
BICD1	-0.146394521280889	0	-0.197716565944717	-1.29287407494267	-0.789006116250137	-1.07977734911963
BICD2	-0.243318591007106	-0.090087678856577	-0.296076001329388	-0.914183419706941	-1.21353276277606	-1.22591215321995
BRD8	-0.166029306696211	-0.20798527162673	-0.253210970714151	-0.964046131889074	-1.02218047706538	-0.764675287678625
BRSK1	0	-0.0899133039432499	0	-0.812432987286991	-1.01483029720671	-1.03246677455502
BRSK2	-0.00616455016130466	-0.13918161195719	0	-1.13703872056608	-0.855611143067626	-1.00087284081946
BTBD11	0	-0.0127503916463472	0	-0.271211120069087	-1.06029941104863	-1.0066649657942
BTG1	-0.0494933448835084	-0.0334446728286585	0	-1.13526259719314	-1.0488710731525	-1.35527981342581
BUB1B	-0.307977126658711	-0.603715437134394	-0.150562453913354	-0.952750172660832	-1.24010903578581	-0.871302872505052
BUB3	-0.522304515072161	-0.89990857546577	-0.995812195417682	-1.44861972887633	-1.43118342683036	-1.62654923244324
BZW1	-0.00672299691136451	-0.108533321684117	-0.0252295066970239	-0.817277202553935	-1.05911434032932	-0.910940305093031
BZW2	0	-0.119028449682829	0	-0.735427022749207	-0.597131905740405	-0.596056894989592
CAB39	0	0	0	-0.139757081784507	-0.0958605243875376	-0.228058264140982
CAB39L	0	0	-0.0548364474918081	-0.475322940512756	-1.01632184375678	-1.01267571329548
CABP5	0	-0.187750610902459	-0.0446319155605129	-0.657454121394629	-0.757107689535114	-0.862162478347163
CADPS	0	-0.182350134734171	-0.0025523930023205	-0.836675964156951	-0.817131942012507	-1.30661463549042
CADPS2	0	-0.0147318278253554	-0.0713176345623848	-0.636769677638035	-1.03137429395149	-0.638781685235543
CALY	0	0	0	-1.05733386980487	-1.00954422121689	-1.22297402857528
CAND1	0	-0.163562302024405	-0.117107756071221	-0.603500386974458	-1.06516725235123	-1.00166752547391
CAND2	-0.0183563309686949	0	-0.163698085463368	-0.80249568146278	-1.07116544924056	-0.910351780446588
CAP1	-0.198105499540239	-0.0493822854730235	-0.16854680972681	-0.877107876027552	-1.05804064812653	-1.07021017713005
CAP2	0	0	-0.226029033052973	-0.31108381189996	-0.885381094283513	-1.03612435451536
CAPN2	0	-0.127011355954642	-0.0310373364233198	-0.641642623356475	-1.11207263808506	-0.927166205187249
CASP4	-0.082959172731834	-0.158140945261708	0	-0.95329979524311	-0.83926554990087	-0.551548824095235
CAT	0	-0.0791033096953158	-0.0292097030643722	-0.574632507120505	-0.842245223318218	-0.828479296191375
CAV1	0	0	0	-0.752442103926988	-0.825446666834857	-0.750936517948274
CAVIN1	0	0	0	-0.931581355515529	-1.02068855381286	-1.15289732199087
CBLL1	-0.0220328794742007	-0.0937279071854475	0	-0.642934690150097	-0.67703640784416	-0.0802728268285048
CBLL2	0	-0.0941744592529585	-0.0263651698026237	-0.287079010029947	-1.07517761467922	-0.855761106665009
CCDC69	0	-0.111360967013617	0	-0.557583240938088	-1.15754661660791	-0.424473988430724
CCND1	-0.582960172003457	-0.726654937444594	-0.383722095853096	-1.12583726408668	-1.34692360248346	-1.20490986811346
CCND3	0	-0.0460646972170397	0	-0.759169405464308	-0.747328862999588	-0.921215696799165
CCNE1	-0.0481317905241243	0	-0.00435967582732856	-0.718761704255988	-0.935232600162099	-0.743842711256813
CCNE2	-0.108590659576847	-0.195864411363176	-0.0533433871360592	-1.03257268571405	-1.16039306264909	-1.18909732134394
CCNL1	-0.661765201207653	-0.642824467356172	-0.715323471683198	-1.2801576325864	-1.24242143689662	-1.34957681256871
CCNL2	-0.0238528524110013	0	0	-0.980069212380484	-0.857893544482608	-1.0069645503541
CCNT1	-0.0591300469599235	-0.1678975065376	-0.0713876414927484	-0.764375014615084	-1.13558419979311	-1.41766302181363
CCNT2	-0.0680105668155774	-0.219362845972358	-0.187507834699186	-1.10123412994463	-1.05079656545982	-1.1831465665354
CCT6A	-0.149613790887823	-0.387559460031569	-0.624005880228673	-1.05203116751591	-1.17890029058104	-1.48997829370532
CCT6B	0	-0.0336743309404074	-0.00658624932523336	-0.866291009103076	-0.696724693916393	-1.02765705075546
CD163L1	-0.0613684842685692	-0.0239277563303838	0	-0.683773442172137	-0.813869712914366	-0.416135932366734
CD44	-0.0223580964246733	-0.0464226519061191	0	-0.353656715589113	-0.676287205729892	-0.861248305175325
CD72	-0.0914719650171835	-0.00318449595778452	-0.0603526602946772	-0.938862935910183	-0.780993108858484	-1.03306638130025
CDC34	0	0	-0.0501055363955396	-0.758384151958281	-1.13178396135788	-1.01959536594624
CDIPT	-0.174986215384124	-0.260858995371086	-0.514783269746472	-1.1646875024121	-1.26210587544273	-1.26798362746571
CDK16	-0.0976656913198028	-0.029136329812465	-0.0189516945626196	-0.82677311191261	-1.03046283838453	-0.520148720928715
CDK17	-0.0126357467817288	-0.0600863481388205	-0.414073487741057	-0.66435342750738	-1.11720273772429	-1.23763542928712
CDK19	-0.00246512395028522	0	0	-0.665405490805019	-0.512900158500399	-0.844510358821068
CDK2	-0.46678180443226	0	-0.328014889737975	-0.895822100751452	-0.892495680289729	-1.01618882655335
CDK5R1	-0.0115163395966952	-0.0125278755347633	0	-0.790964476270389	-1.07595184319418	-0.56688868300505
CDK5R2	-0.0742853078913178	0	-0.042800243718832	-0.90802972195121	-1.08978423431798	-1.05232402654672
CDK7	-0.455852220484155	-0.716803659867816	-0.647035908162881	-1.06859626598731	-1.24819945890524	-1.41947466166065
CDK8	-0.0637977388551479	0	0	-0.717725980404668	-1.01558120451443	-0.892067749579813
CDNF	-0.00505326732366983	0	0	-0.792756119290549	-0.82991283815439	-0.591231454751462
CDS1	0	-0.0249568236199274	0	-0.63005510154866	-0.886710873164522	-0.779879716056005
CDS2	-0.411732373643283	-0.30973633741958	-0.274595335000683	-1.15508393973545	-1.17352712546022	-1.00389841132124
CEACAM1	-0.00241253904508753	-0.00195890845203857	0	-0.55496382693218	-1.15238478322872	-0.997663856796523
CELA2A	-0.139223129527955	-0.0285244810130448	-3.73823200450992e-06	-0.636482287303364	-0.787319196543996	-0.663441432055787
CFL1	-0.101586852034052	-0.103226077603156	-0.00268318584441633	-1.03279415004209	-1.07745768401325	-0.882262418386696
CHM	-0.0584912019359179	0	0	-0.898108389047894	-0.816865977713455	-0.863078776183938
CHML	-0.02213528375888	-0.0305767422919005	0	-1.16029677884427	-0.843074140977425	-0.596201294706027
CHMP1A	-0.0541257294789848	0	-0.0528135045362471	-0.747174579059654	-0.838860443946159	-0.998232251692743
CHMP1B	-0.0777529629973532	0	-0.0223202156169233	-0.859207760512107	-1.12255138218815	-0.358906528283484
CHORDC1	-0.742044196659924	-0.632698720440591	-0.566532857124461	-1.27514270246431	-1.25052271585519	-1.32297011170241
CHRNB3	-0.00768748732933507	-0.167552826755375	0	-0.577718214692051	-1.0712352938371	-0.571061934919629
CHSY1	0	0	0	-0.495946838935079	-0.308875090418782	-0.838156105232072
CHSY3	-0.052902766702885	-0.109667792042648	0	-0.809729906041179	-1.10126132816218	-0.619768562198993
CHUK	-0.0199350407433021	-0.0368287109603586	-0.0537567343586393	-0.567732984791773	-0.852419116995226	-0.649635548881911
CKAP5	-0.738759242915572	-0.625618629095873	-0.630574270515741	-1.29390345422777	-1.23274035517435	-1.23262260351327
CLASP1	-0.194032926551687	-0.199824510252297	-0.595545199752326	-0.87632255587571	-1.03872465158239	-1.22352325902703
CLASP2	-0.0501659231801701	-0.0983293845563753	-0.0315635292460965	-0.983626163362388	-1.17327517341048	-1.16804064549054
CLCA1	-0.0917253127420503	-0.218353138357766	0	-0.632498206934908	-0.895764018411232	-0.404570686475265
CLDN4	0	0	-0.0409203505829214	-0.542917441864867	-0.882648070692224	-0.782782372957182
CLIP4	-0.136572649452303	0	0	-0.874617344945237	-0.807060639339647	-1.14629741665303
CLNS1A	-0.48109171140812	-0.573579938178954	-0.67271257429149	-1.14987833133169	-1.21864293693985	-1.25995574178718
CLTA	0	0	0	-0.844526761705259	-0.697513704048597	-0.375000402464378
CLTB	0	-0.0488955682108477	0	-0.583017884160815	-1.1001475696234	-0.84000345146817
CLTC	-0.0990102406272945	-0.0876496902924229	-0.14253850514917	-0.899493216627542	-1.11186513142343	-1.06821505148913
CLTCL1	-0.0199747518816251	0	0	-0.889871663421417	-0.872943744791875	-0.618307007634489
CNOT6	0	-0.111677020880791	-0.0566877205457851	-0.624700425107183	-1.13172595395768	-0.753959255605262
CNOT6L	0	-0.004499063239981	0	-0.576248971740926	-0.735242265215284	-0.278699922671486
CNOT7	-0.00387163721954609	-0.0954928525934959	-0.245094985662884	-1.23570669178566	-1.04957513230671	-1.12840506985577
CNOT8	-0.0280692558170664	-0.282130823128545	-0.0706841085013478	-0.917029579047439	-1.08357081707594	-0.80601551313674
COPA	-0.996689105662259	-0.623906669735233	-0.495234037579854	-1.25905630036721	-1.15954794560202	-1.29623149351665
COPG1	-0.348181275367413	-0.263170690808563	-0.333275895680717	-0.890436306486199	-1.09182420071496	-1.28185490479493
COPG2	-0.0184904772074099	-0.00604011177418986	-0.0685079285364549	-0.956642147376199	-0.936864589234233	-1.02416330871496
COPS7A	-0.0544073235432481	-0.0879304082672364	-0.00620657714821016	-0.87000254128017	-0.635923703277584	-0.901155998820513
COPS7B	-0.161627258029296	-0.18400064344898	-0.239979095705407	-0.974345759280627	-0.782958709543542	-1.07405147572135
COPZ1	-0.409345680101338	-0.152240277758998	-0.367405765939895	-1.12418005368289	-1.10805021737202	-0.958258096988005
COPZ2	0	-0.0380356746476341	0	-0.783284424184295	-0.852225750995147	-0.435669298602342
COQ10A	0	0	-0.296096248420939	-0.729400115743209	-0.975003845075321	-0.844716650415554
COQ10B	0	-0.00523721556709499	0	-0.886712165471585	-1.08521664374326	-0.865912074109113
COX4I1	-0.128436832779042	-0.0783574334325995	0	-1.3174562463607	-1.04707673151617	-1.13337943358963
COX4I2	-0.0503150592472208	-0.167418217853454	-0.01556014438875	-1.11373245116491	-0.960750339999989	-1.19702582435862
COX6B1	-0.0552350276787072	-0.0367003444923206	-0.027131358883689	-1.12517455189108	-1.01180513346003	-1.16573391472321
COX6B2	0	0	0	-0.877320852445975	-1.03322099777394	-0.816323274632152
CPS1	-0.0259796597933361	0	-0.0330074515085925	-0.776949875893342	-0.61539470057092	-0.949306764108703
CPSF3	-0.461413323356693	-0.613341060926279	-0.235111021839079	-0.892442864398904	-1.03545767267503	-0.889614822375926
CREBBP	-0.0115515407810592	0	-0.129005814816346	-0.905865580777807	-0.675349186446631	-1.14343876899611
CRK	-0.675983412154788	-0.347670659823192	-0.689707892340311	-1.37652663529232	-0.748388053454937	-1.39161033915092
CRKL	-0.123095709903555	-0.140617767636652	0	-1.29201283141149	-1.13454974138927	-0.909766675898242
CRNN	0	0	0	-0.322696872597356	-0.61284545968059	-0.772469182834871
CRX	0	-0.00154601781990813	-0.0455404508933769	-0.851185858108934	-1.01338764840511	-1.07618739318113
CRY1	-0.131948295931283	-0.0408455272817513	-0.175730440706763	-0.931942556130122	-0.826130241842304	-0.915131504875527
CRY2	-0.169901022396255	-0.0158883111364383	-0.126988581224954	-1.11516636902851	-1.0114729328164	-0.841127324607931
CRYBB2	0	0	0	-0.4152992986891	-0.806889635233508	-0.989728429545178
CSTF2	-0.0362773423365918	-0.0652542653192302	-0.272317112529346	-1.09821250145812	-0.953714692715401	-1.23037061833681
CSTF2T	-0.0148538985013177	0	0	-0.363482811067782	-0.66224769668976	-1.06345840787786
CTCFL	-0.0957201306853555	-0.0746797243142324	0	-0.981352950717391	-0.924844798790869	-0.675486855863131
CTNNB1	0	0	0	-0.6781244804524	-0.853029483883192	-0.605355055239275
CTPS1	0	0	-0.0190059638386907	-0.735262634702519	-0.731347748125263	-0.719222089781483
CTPS2	0	-0.126270652236485	-0.253906073771243	-0.547187595110773	-0.893165477449207	-0.809263961538505
CTR9	-0.678356831434648	-0.447337815506286	-0.405327731114704	-1.23977179596652	-1.0890543050008	-1.06976674150591
CTSZ	-0.181781402121715	0	-0.0309354438003933	-1.03370405569895	-1.22457893807488	-1.16142221825178
CWF19L1	0	-0.080799829921104	-0.00264595859647802	-1.02114894936694	-0.974010830084654	-0.683424302514682
CYFIP1	-0.0325881072760042	-0.0918476616902395	-0.0801063681827779	-1.11444069573222	-1.08813880375073	-1.0559988978079
CYFIP2	0	0	-0.153833990061621	-0.938461922920541	-1.00543586334462	-1.15482343580722
CYP26C1	-0.0520042001772143	-0.100847571170234	-0.0418321628219824	-1.15655040113527	-0.961249878700962	-1.17424376270466
CYP2A6	0	0	0	-0.959406959335933	-0.777053916808263	-0.652999018131621
CYP2C8	0	0	-0.00498173416827802	-0.834626045722218	-0.827955477887308	-1.00763699999751
CYP7A1	0	-0.115469064565317	-0.0740590263355661	-0.414152777289527	-0.995047062173616	-0.946521811403994
DBT	0	-0.0163579796708931	-0.106471870953048	-0.732505578255529	-1.11081090727059	-0.567738823633884
DCAF4L2	0	-0.0411911607068433	0	-0.56029742191443	-1.00308339948613	-0.78650295059472
DCAF8L1	0	-0.0121859456038862	0	-0.401783916063068	-0.919627257000456	-1.04012054240716
DDI1	-0.0301676425543545	0	-0.183472930868238	-0.500260540079441	-0.961739573633887	-0.8021048747628
DDI2	-0.151437294811394	-0.294035010536476	-0.313438977030584	-1.04335499271884	-1.09215747984084	-1.13506534438837
DDX17	-0.0694504450058053	0	-0.27092875142028	-0.7076831013706	-0.823159902939904	-0.810294977358606
DDX39A	-0.0788893868112079	0	-0.014885188782825	-0.814159365945902	-1.02878897892001	-0.834144235741286
DDX39B	0	0	-0.0872992973766893	-0.668010960857332	-0.410677898175907	-1.09741784989158
DDX5	-0.403892007772852	-0.218484446718625	-0.276622963361903	-1.3278299501798	-1.26764674293596	-1.25457216585864
DEGS1	0	0	-0.0938684032406211	-0.568530238272891	-0.681497501410629	-0.973047612690535
DEGS2	0	0	-0.196027453711081	-0.2658233352671	-0.369560351061929	-1.00745210968563
DENND5A	0	0	0	-0.643554292052678	-0.941123717255996	-0.846629289042708
DENND5B	-0.0266431187517901	0	0	-0.772326576761602	-0.792332171838606	-0.72102847496472
DGAT1	-0.0220217842717296	-0.0985722625992485	0	-0.549491930062529	-1.01011811366221	-0.870044429414827
DGAT2L6	-0.0457060697083049	-0.119207676376913	0	-0.741575594388898	-0.849743101085087	-0.692863323989241
DGKI	0	-0.119459934297198	-0.0539744741951249	-0.390925784133694	-0.821940041545591	-0.911194066942232
DGKZ	0	0	0	-0.591149796458484	-1.1929747900929	-0.755317629641237
DHX29	-0.0556769242587227	-0.132606240101061	0	-0.913444798127523	-1.01065079711649	-0.506275816814469
DHX9	-0.731426824290735	-0.273010375106138	-0.616052418007399	-1.31436930322766	-1.07162046221243	-1.38715371479545
DLL1	0	0	-0.0797986283392477	-0.741125712282	-0.843626238897283	-0.867115914439599
DLL4	0	0	0	-0.564009105598507	-1.05775175639556	-0.73374610776894
DMD	0	-0.00912538804823253	0	-0.645420904600176	-1.06554257197877	-0.648069678604816
DMP1	0	-0.178367130124698	-0.0164538447699987	-0.533971206295554	-0.938931509611241	-0.668326707182652
DMXL1	-0.169207965391454	-0.0422554569578079	-0.0456933251199689	-0.424410919837932	-0.836435795256468	-1.02394528036611
DMXL2	0	-0.0250422742963812	-0.252338555544099	-0.383985143282731	-0.72663003211822	-0.920966593849347
DNAJC15	0	-0.00060385374966028	0	-0.621339687224687	-1.08895055530653	-0.827321406161748
DNAJC19	-0.173440994441526	-0.274263864640305	-0.402244246724614	-0.880606519758533	-1.24556229542921	-0.620806174427504
DPCR1	-0.0208558080962896	-0.0996130929828204	0	-1.03959230780849	-1.12606632940458	-0.816131638023475
DRD3	0	0	0	-0.954295981772009	-0.879368385793417	-0.746427310463698
DST	-0.105525903359334	0	0	-0.786286918991155	-0.917995782041125	-0.527826693197358
DUOX1	0	-0.129571913750881	-0.0539608575064747	-0.791450137361176	-0.975879415298182	-0.709701827070885
DUOX2	-0.139775599054159	0	0	-0.585134234098568	-1.0636777638975	-0.834259687436466
DUSP10	0	-0.0232400333351886	-0.00784929479982222	-1.11476056200645	-1.26961291397662	-0.816852506046592
DYNC1LI1	0	0	0	-0.743109369012702	-0.866552223443416	-0.944768067524068
DYNC1LI2	-0.130235452697345	-0.0498465415874094	-0.183030340733834	-1.16044368179672	-1.01081910881527	-1.17026535727188
DYNLRB1	-0.704502394293981	-0.581176889499623	-0.690659136022557	-1.41608188238742	-1.33097997793768	-1.48778855198174
DYNLRB2	-0.0684282563180496	0	-0.0139883959955624	-0.747699128069544	-0.736813124155632	-0.766713134507335
DYNLT1	-0.0607665989854392	-0.129209590736086	-0.0524588450315488	-0.726665870531861	-0.723013226324504	-1.03565286310979
DYNLT3	-0.0228148874709363	0	0	-0.62047642933762	-0.993361522029445	-1.13064548896447
DZIP1L	0	-0.0751195677625084	-0.00218390100830786	-0.811591202155063	-0.956916655734973	-1.04379842790134
DZIP3	0	0	-0.052440238280578	-0.927196287941216	-0.911667529480403	-0.622388023044937
E2F3	-0.486319971815815	-0.436120322533278	-0.148164718225314	-1.11703872838874	-1.19950987382504	-1.4290536471562
E2F4	-0.0145811454065393	0	-0.0314757157177424	-0.997510020632251	-0.720276968153617	-0.647728302302912
EAF1	-1.12492435143124	-0.61916314989379	-1.09960418202881	-1.30648635045807	-1.20691610406521	-1.35236513480209
EAF2	0	0	-0.0676555152671645	-0.611569369430906	-1.0689311793323	-0.630749605495034
EEFSEC	0	-0.256840915557156	-0.230331042274234	-0.64902925305303	-1.18369091654691	-1.44917306603479
EFNB1	0	0	-0.0339957238143042	-0.236467143807763	-1.04688646962837	-0.680858952937456
