gene	Mel285.D28A	Mel285.D28B	Mel285.D28C	Mel285.D49A	Mel285.D49B	Mel285.D49C
ATOH1	0	-0.0582313473481441	-0.00171217452189242	-0.51023152400124	-0.799474452600007	-1.00859951510262
ATP5F1A	-0.435925777525019	-0.543317889489049	-0.535995344475241	-0.968356150170996	-1.26798641078963	-1.36858365368252
ATP5F1B	-0.403918791204355	-0.43569959120824	-0.347527770974991	-1.44389535301306	-1.36715845261317	-1.03031933876475
ATP5F1D	-0.378270389332802	-0.42111805253258	-0.426010307758081	-1.08170481510408	-1.17535839051779	-1.1574345378637
ATP5PB	-0.367849272690684	-0.140198284536823	-0.346396690729188	-1.07211363952354	-1.2214036577648	-1.154614807026
ATP6V1B1	-0.0108861934104812	-0.0269716848147901	-0.0874818210961732	-0.560290193793469	-1.09812077873564	-0.863884147291383
ATP6V1B2	-0.771149307677569	-0.706707621722903	-0.67373564133253	-1.28185699641185	-1.2383231546086	-1.28479879891259
ATP6V1C1	-0.256077763453822	-0.427906123977841	-0.602355360542529	-0.993706367768058	-0.925583791217157	-1.18859282612863
ATP6V1C2	-0.0197361731838025	-0.0447640214907819	-0.00612429151796999	-0.858921785954489	-0.772187793130532	-0.775998044229721
ATP6V1D	-0.533466351737996	-0.456818191626385	-0.598297365041829	-1.07769420759283	-1.14973397461285	-1.23807972859263
ATP6V1E1	-0.442755334790649	-0.343071563011529	-0.468189054012545	-1.03163783619637	-1.19956847671007	-1.09173784000669
ATP6V1E2	-0.0140597171047064	-0.086443549389588	-0.150412320920902	-0.620437717499408	-0.808242047240685	-0.755129599334313
ATP7A	0	0	0	-0.836498637676048	-0.662517447132659	-0.572530451334956
ATP7B	0	-0.00912204156786817	0	-0.623945388506647	-0.674907078981309	-0.889708310612268
ATP8B3	-0.0340787314278324	0	-0.187694800128822	-0.865876883772099	-0.813812454873486	-1.12190171087171
ATR	-0.247380369703579	-0.223536786029657	-0.402234247089379	-1.26551578055274	-1.30257107853551	-1.32296114100927
AXL	-0.0542912648473392	-0.00275515173147156	0	-0.718012337751947	-0.800910918366186	-0.542885534353043
BAP1	-0.0111110490094741	-0.0125230555381911	-0.113246829125488	-1.00246285407132	-1.4398694317264	-1.11051404253718
BARHL1	-0.0128997182241248	-0.152765492524249	-0.0548009717417227	-0.71294571486288	-0.91115338869852	-0.824422465198197
BATF3	-0.0178556673329516	0	-0.034176938644345	-1.02758335114505	-0.708205566620793	-0.577020185008943
BCAP31	-0.103172755325954	-0.139199557077164	-0.093822486743827	-1.09293160768402	-1.06891277498712	-1.28479278920193
BECN1	-0.115628208013431	-0.0734618545198376	-0.180635355989077	-0.924321029023487	-0.840816378210386	-1.05709248468842
BECN2	-0.0476815008569253	-0.0166333145416591	0	-0.74882214195723	-1.10666254196014	-0.892228171663851
BICD1	-0.0944273904605389	0	-0.160140849407069	-1.19145296515089	-0.932776452966032	-0.905447764598804
BICD2	-0.162657092189564	-0.13614447122365	-0.322654757293214	-0.935619286056056	-1.17145553733309	-1.09704424220821
BRD8	-0.16431424900592	-0.248840583594495	-0.341387699261919	-0.934168062806756	-1.09604459133187	-1.03493868052735
BRSK1	-0.0141654334144247	-0.0449566519716249	0	-0.705377994650979	-0.955625857060675	-1.06558186644306
BRSK2	-0.0741712068317749	-0.0987159740181387	-0.0378259261913244	-0.908712955159822	-0.886440142553999	-0.920058378163618
BTBD11	-0.0696069040787748	-0.00637519582317358	0	-0.679587387242053	-1.05355925441639	-1.07527561797513
BTG1	-0.0247466724417542	-0.0229867439188884	-0.0116784074868574	-0.850722097962296	-1.0847493088459	-1.18821182131137
BUB1B	-0.347471378239577	-0.695557370117497	-0.294336808130927	-0.976090472791862	-1.35994497535819	-1.09736155518391
BUB3	-0.573580168902189	-0.989425428535223	-0.918116746265489	-1.18705319143884	-1.35109033692582	-1.42711050833863
BZW1	-0.0244660489740946	-0.0542666608420587	-0.012614753348512	-0.536077099383657	-0.805988212090047	-0.741058726877588
BZW2	0	-0.0595142248414143	-0.0591487952251571	-0.619760197836424	-0.776296812115182	-0.799635623797858
CAB39	0	0	0	-0.242444796429501	-0.245116184222047	-0.249256516809838
CAB39L	0	0	-0.027418223745904	-0.521464129522096	-0.868752160925502	-0.807316323890456
CABP5	-0.00995123363964913	-0.109665397913262	-0.0223159577802565	-0.601484038236872	-0.92597867449841	-0.815398666901568
CADPS	0	-0.0911750673670857	-0.0104530693048587	-0.687097176525799	-0.804213919004781	-0.992648609953108
CADPS2	0	-0.00736591391267768	-0.0356588172811924	-0.65449980187264	-0.814827496086583	-0.798924523893216
CALY	0	0	0	-0.804065545934812	-0.814910630325442	-1.05936405394823
CAND1	-0.0424002927651832	-0.113013268313482	-0.0585538780356104	-0.569049779598447	-1.03322685120803	-0.93644651347429
CAND2	-0.00917816548434744	0	-0.166082926805102	-0.68210793751603	-0.986899387284964	-0.788682479236499
CAP1	-0.188625030711971	-0.0930256898461621	-0.319478782975255	-0.872172122223174	-1.15105415016611	-0.974630344577879
CAP2	0	0	-0.113014516526487	-0.305944531287604	-1.03989149642866	-0.959344946321322
CAPN2	0	-0.0942985496880495	-0.0155186682116599	-0.769261711254922	-0.953601521159196	-0.695274388042559
CASP4	-0.041479586365917	-0.0898024083636871	0	-0.745970415237576	-0.749946553342867	-0.618889362317047
CAT	-0.033707727886457	-0.0551778112609841	-0.0146048515321861	-0.657406923565083	-0.963482698101366	-0.688483705986254
CAV1	-0.0074435466696878	-0.00446338222062914	-0.0236868022524347	-0.750142023616575	-0.864031321480168	-0.864460807048032
CAVIN1	0	0	-0.0179932403899154	-0.790242978725449	-0.846010275816749	-0.931835517713349
CBLL1	-0.0110164397371003	-0.0468639535927237	0	-0.769760875853557	-0.701592574398403	-0.329713646072594
CBLL2	0	-0.0610160295358109	-0.0131825849013119	-0.364317939227429	-0.984958624950656	-0.868186588246199
CCDC69	0	-0.0774222861378512	-0.00668662945137405	-0.8376659716962	-1.15160614504465	-0.556516036009068
CCND1	-0.830057061418743	-0.744022944033619	-0.908157809624677	-1.26079845604581	-1.35413596089167	-1.36882678284907
CCND3	-0.0647337891808189	-0.0938647086616688	-0.0277005430096989	-0.762235307332746	-0.846290377655444	-0.860387396005929
CCNE1	-0.0240658952620622	0	-0.00217983791366428	-0.77714263990842	-0.69137916045177	-0.610860475900747
CCNE2	-0.105720953089877	-0.160198302535561	-0.0949666101345088	-0.954715600762739	-1.06487018437376	-1.15142132280053
CCNL1	-0.653271849179337	-0.508943949960244	-0.687280195795571	-1.33431699662082	-1.27249806840874	-1.33634310814224
